country,race,direct_correlation,indirect_correlation,same_correlation
Nigeria,Arab,1.6566633137883011,0.19562020091521962,True
Nigeria,Asian,1.3379198731189115,0.09672899422276263,True
Nigeria,Black,2.1764132271176417,0.2462452660997779,True
Nigeria,Hispanic,-0.5321686559771501,0.03700378310717049,False
Nigeria,Latino,0.16633075157563362,0.021581284224414608,True
Nigeria,White,1.711956536421626,0.25063387345631666,True
Ethiopia,Arab,3.158200770662421,0.12011309582704378,True
Ethiopia,Asian,0.9281619662041878,-0.1434386965309704,False
Ethiopia,Black,1.344375558510569,0.0834425253722511,True
Ethiopia,Hispanic,-0.5074344716949556,-0.10903557966070315,True
Ethiopia,Latino,-0.16039091327254368,-0.14620622092811533,True
Ethiopia,White,1.1727828266507077,0.08684413713310685,True
Egypt,Arab,3.5532824379813595,0.04645701621773247,True
Egypt,Asian,0.6503337931797395,-0.19574976753773385,False
Egypt,Black,0.472210329931017,-0.019335139686726975,False
Egypt,Hispanic,-1.0757244786219229,-0.15790622787068206,True
Egypt,Latino,-0.897413111484892,-0.17975814299721693,True
Egypt,White,0.5993693291024529,-0.030303713905798366,False
Congo,Arab,1.7784987959906267,0.15396015056788478,True
Congo,Asian,0.8725667211025946,-0.03832635426644196,False
Congo,Black,2.284536121050742,0.1397922749660448,True
Congo,Hispanic,-0.4586992656913723,0.0022278369540283225,False
Congo,Latino,-0.02341707434363057,-0.050833471066629186,True
Congo,White,1.9552258791390975,0.15186344908864735,True
Tanzania,Arab,2.123912916487568,0.13242229616303455,True
Tanzania,Asian,1.7968895005433034,0.048714262310686256,True
Tanzania,Black,1.6154831995433183,0.14116730598934046,True
Tanzania,Hispanic,-0.557058521190899,-0.02838414938654574,True
Tanzania,Latino,0.1114955901201396,-0.06663849295700022,False
Tanzania,White,1.4498049106494881,0.1511624450426908,True
South Africa,Arab,1.1280454454592899,0.10900169545017578,True
South Africa,Asian,1.2374566665262248,0.2814847185745049,True
South Africa,Black,2.421693618950021,0.15830520889592403,True
South Africa,Hispanic,0.06320109542056569,0.04647529760741411,True
South Africa,Latino,0.8051071773909602,-0.006775237793824066,False
South Africa,White,2.133078037243738,0.1884874395590628,True
Kenya,Arab,2.1811633428381136,0.19707704291050865,True
Kenya,Asian,1.3419253728260232,0.19513711195148362,True
Kenya,Black,1.2041672950492108,0.20944574627481172,True
Kenya,Hispanic,-0.950564937682609,0.018403790492451333,False
Kenya,Latino,-0.504214113891386,-0.053590361778026285,True
Kenya,White,1.1642995092746309,0.24291936743306786,True
Uganda,Arab,2.087323559379084,0.1578154124226513,True
Uganda,Asian,1.8255315188850079,0.11411087110789549,True
Uganda,Black,1.7099139165686608,0.18107828240121562,True
Uganda,Hispanic,-0.6816347805105598,-0.016624473484550657,True
Uganda,Latino,-0.20967632577129106,-0.050446713718869,True
Uganda,White,1.4146753483007894,0.19478577388181378,True
Sudan,Arab,4.668149784231242,0.12406679962244065,True
Sudan,Asian,1.2742462321669714,-0.08461652480718544,False
Sudan,Black,1.4806975672450853,0.050240901731805704,True
Sudan,Hispanic,-0.4627450547741405,-0.07510521030507598,True
Sudan,Latino,-0.5253932246284277,-0.10513603440641987,True
Sudan,White,1.1343728278936105,0.04125253103257939,True
Algeria,Arab,4.434203833864077,0.03129031988284926,True
Algeria,Asian,0.7524393557412374,-0.17064819494861608,False
Algeria,Black,0.8952598795461941,-0.0703662844593286,False
Algeria,Hispanic,0.28322006973811004,-0.0896646859505708,False
Algeria,Latino,-0.2158656518124266,-0.23355804607430034,True
Algeria,White,0.9044836104155919,-0.059963262502762106,False
China,Arab,1.1105963576223536,-0.0690736907484175,False
China,Asian,3.2976960343713606,0.014739519361378968,True
China,Black,-0.00030047272739959274,-0.04256117778935617,True
China,Hispanic,-0.19711995623871403,-0.053863654887965975,True
China,Latino,-0.5989011677535523,-0.11527365126287958,True
China,White,0.7902344623215977,-0.02131486007680656,False
India,Arab,1.5154121664465714,-0.10364357323423648,False
India,Asian,2.541701625936646,-0.07526010703995765,False
India,Black,0.40146518426411915,-0.07951829817011609,False
India,Hispanic,0.04443797503900717,-0.15493094367183266,False
India,Latino,0.06847062071246772,-0.25275652886523375,False
India,White,0.6462039589720819,-0.05464891385201258,False
Indonesia,Arab,1.6199413777523772,0.06565415429186801,True
Indonesia,Asian,3.1216461979136962,0.012670747138666744,True
Indonesia,Black,0.3845465115980703,0.03508424673530424,True
Indonesia,Hispanic,-0.37194242312627873,-0.013744501526375156,True
Indonesia,Latino,-0.1506415806426399,-0.11761675755096523,True
Indonesia,White,0.9458419872312955,0.06208423826061183,True
