index,race_isomap_x,race_isomap_y,race_tsne_x,race_tsne_y,race_umap_x,race_umap_y
accountant,-0.4212540900691938,-0.02802464250569648,-94.07678,56.384537,6.0908093,7.210997
air traffic controller,-0.3848982314202941,0.16906053376459476,-45.764244,80.27264,5.125628,8.100029
architect,-0.5117624875609518,-0.013213940211672891,-175.4024,65.87366999999999,4.7353724999999995,8.330744000000001
artist,0.5048249188570301,0.3400299648216123,-12.437505,-168.79846,-0.34355333,5.145429
attorney,-0.6865492998641629,0.0785336016633719,-751.2507,573.47205,5.6084504,9.601484
baker,0.3791036519593658,-0.4534980394111512,164.94797,54.5764,3.7146218,-0.08096291
banker,-0.8046125390087959,-0.09853724963209258,-170.50388999999996,218.86223999999999,3.8252587,11.757307
bartender,0.4888394603437057,0.4138121763081298,947.0646,-1556.5698,-0.60712963,4.9658604
barber,-0.6897651717268573,-0.14293735110362316,-153.67737,203.75276000000002,3.9947665,11.949339
barman,-0.6821932277126129,0.06095268850823433,-167.90015,164.57256999999996,4.4435077000000005,11.60732
barmaid,0.935066625920085,-0.3885207811920704,155.78975,-82.0345,-3.6052814,6.086119
bookkeeper,0.12226091980090202,-0.4236190484508096,92.25182,57.60508299999999,4.5523453,1.1467148
broadcaster,-0.30434809616503994,-0.02915100811283292,-43.21776,14.619373999999999,5.08292,7.062887
builder,-0.7915638118785556,-0.021667818758988683,-174.40697,203.605,3.9679902,11.52927
businessperson,-0.5109241372515341,0.0001913309943663484,-115.57692,109.75506000000001,5.8328586,8.248438
businessman,-0.8207641410847406,0.15673883516256246,-111.21537,251.8102,4.6299795999999995,10.772639999999999
businesswoman,1.081034349811421,-0.1691040858041244,149.6645,-94.134674,-3.2770504999999996,6.007393
butcher,-0.494364783646361,-0.1297537260941114,-180.38239,-48.356865,5.5590014000000005,5.5584774
captain,-0.36408265088939584,0.3447202776171365,-143.47997,-99.47567,2.9538083,6.57666
carpenter,-0.7851895282959939,-0.002880033996739246,-180.6748,187.94603,3.8925655,11.777811
cashier,0.15788949739218933,-0.28694966293327845,82.74393,79.63733,4.449835299999998,1.2311578
chef,0.7838870052680099,0.3130603177645529,160.791,-185.80069,-1.9162781000000002,5.5750117
coach,-0.19480424545874656,0.5565360980201152,50.98719000000001,-75.45211,-2.3415446,1.8774693999999998
cook,0.6883944957366992,-0.3993216943781139,228.13875,-46.403385,-6.1525664,6.250364
computer programmer,0.22051364912503926,0.2560636799457214,9.798425,-121.719574,0.103204474,4.0929823
dancer,1.3087230430808747,0.15313553174466932,118.17841000000001,-207.88116000000002,-2.9190714,5.63031
dental hygienist,-0.3740199324727272,-0.021222883758652868,-80.65902,57.400569999999995,5.8849907,7.506388999999999
dentist,-0.5743529186221807,0.010814144909907692,-120.35685,127.53013999999999,5.7389693,8.602423
designer,1.1060342471563671,0.4339744997665417,120.18173999999999,-194.81153999999998,-2.570362,5.477248
developer,-0.04396555732672972,0.4869360765755694,53.703545,-93.03242,-2.1696873,2.048147
dietician,0.2124592454776997,-0.3109123108225801,93.24525,95.32,4.488409,0.895727
doctor,-0.34959036686214395,-0.13826573189384953,-50.60026,3.9487288,4.9943457,6.7013397
economist,-0.5803910813567654,0.03244556997970845,-97.85481,110.347435,5.5215983,8.548653
editor,0.019265669473010488,-0.028350720382013164,44.51497,69.613106,4.113849,1.7861083999999998
electrician,-0.4602899897093897,0.00643866769131594,-90.267166,74.36936,5.8941836,7.76779
engineer,-0.6087797824608122,0.08609289806349499,-169.01898,89.61525999999998,4.766107,8.748351
farmer,-0.4780495283019282,-0.18524690836007995,-176.5262,-35.014053000000004,5.533648,5.524668
filmmaker,0.1787180802572816,0.4215750680319373,38.549479999999996,-136.4295,-0.10327652,3.889754
financier,-0.8740567560544469,0.0466488122100648,-127.79056499999999,244.11389,4.215073599999998,11.091935000000001
fireman,-0.7175966925234725,0.18094094632135824,-98.20129,256.79034,5.0369554,10.100106
fisherman,-0.360164861007608,0.11009067732221188,-148.24487,-87.681694,3.0190341,6.3909435
flight attendant,0.9189896071251638,0.2860440749547669,156.90018999999995,-150.63523999999995,-2.6216156,5.953451
gardener,-0.5198362610720768,-0.1358028349070483,-130.08711,3.5188797,5.871078,6.3272223
guidance counselor,0.4230603408411458,0.37343342776813854,-0.8327635,-153.48674,-0.52222526,4.916392
hairdresser,0.6275001970557141,-0.35574897725669163,224.00007999999997,-26.986034000000004,-6.0986705,5.839392
homemaker,0.3558624146093685,-0.3506533540243155,133.08405,81.80373399999998,4.065652,0.3746524000000001
housekeeper,0.4389992553982991,-0.4347520697631325,159.29199,39.43636,3.8316467000000003,0.03740044
interior designer,0.7518959635858319,0.21962185912644028,175.07324,-179.47868,-1.4508235,5.425959
jeweler,-0.4836578267536094,-0.3915498060162759,-120.43846,-25.128666,5.732245400000001,6.157703400000001
journalist,0.6535048621474839,-0.3023031428396777,241.05682000000002,-21.933481,-6.171174,5.916216
judge,-0.8180665993840461,0.010207660947636909,-148.47838000000004,230.12099999999998,3.8538027,11.215053
lawyer,-0.6736494609860215,0.03041530403595005,-99.51268,192.84238,5.689957,9.536947
librarian,0.6115994568178426,-0.3823721680128315,212.74282999999997,-19.683123000000002,-6.3024526,6.0828648
maestro,0.2776256693479071,0.24886531486485786,-47.844691999999995,-179.14189,1.5474272,5.71749
magician,0.160446129987311,-0.034547906466173166,-83.70906,-176.40977,1.9668795,5.741029
mason,-0.5001897607977621,-0.17692017720022604,-190.80363,-36.688656,5.6029778,5.5877094000000005
mechanic,-0.5591459420641334,0.15621152299175958,-151.52931,91.30768,4.899966,8.797592999999997
musician,-0.18350577934766385,0.5123256395252465,66.72706,-81.68696,-2.2967734,1.9328077000000001
nanny,1.2077048333182483,-0.0744079536654187,131.93219,-47.756668,-3.1829042000000003,5.9095889999999995
nurse,1.0690256665121125,0.15629668111558082,151.04286000000005,-120.31568999999999,-3.0125053,5.9424243
nutritionist,0.2521961530990395,-0.3710244152144264,103.94054399999999,112.86226,4.194707,0.85418457
optician,-0.4933586759965864,-0.10110778879396766,-119.01691399999999,10.512879,5.8969865,6.5100555
painter,-0.11539269484883803,-0.3167958014848144,-67.5392,-54.006775,3.929123,5.7064853
pharmacist,-0.5006281007890195,-0.08024110817197101,-113.96218,23.3776,5.9560676,6.6392169999999995
philosopher,-0.19022247824575,-0.07203374817327013,201.5851,90.13395,2.7703545,5.928332
photographer,0.15192241566944598,0.13887475697514087,5.1170816,-108.84331,0.19362351,4.034388
physiscian,-0.27242834406880795,-0.3772846265492992,-76.39853000000002,-44.836684999999996,3.8818922,5.787372
physician's assistant,0.5221000821778661,-0.3522542580031926,226.73271,-9.144358,-6.290533,5.8875136
pilot,-0.22944051281295044,0.500801494638661,61.04302,-64.91371,-2.4143667,1.8504107
plumber,-0.3167927219545401,0.016018139018419808,-53.912586,63.779137,5.5347595,7.664761500000001
police officer,-0.6954404853439546,0.14412867917633426,1365.0713,-947.1972,5.4590974,9.715463
policeman,-0.7710877196971877,-0.017889466542962012,-166.84011999999996,189.12528999999998,4.100404,11.698088
politician,-0.7129489529533395,0.030156941592484183,-153.24272,173.60148999999996,4.227771,11.474648
postman,-0.8824605261540402,0.0045398401506881216,-199.6328,195.07547,3.8769245000000003,11.813023
professor,-0.5137088409411896,0.0184425934419162,-106.87718000000001,98.78604,5.512129,8.488287
programmer,0.17161049573832265,0.4035394955214845,32.884871999999994,-125.01758000000001,-0.0029047618,3.934944
psychologist,0.10024755549204732,-0.1612515816711652,60.105312,77.164314,4.2493696,1.4474283000000001
receptionist,0.28094419296717144,-0.3830392131531419,117.31407,114.326546,4.261223,0.60576826
salesperson,0.2305112102138547,-0.3251666043476478,101.02396999999999,80.49425500000002,4.5398,0.6739821
scientist,0.012141271219845913,0.12305990437183326,-98.90416,-145.02065,2.4480734,5.6025443
scholar,0.09062525021638684,-0.07745320353370244,-79.430275,-164.82381999999996,2.247944,5.7092199999999975
secretary,0.30088840974485304,-0.3572841727947597,118.85654,79.78562,4.2475915,0.34385496
server,0.993012681068188,0.4241163627356535,130.05019,-181.97575,-2.4630668,5.472663400000001
singer,0.8521483415748278,-0.10824919377689284,206.59825,-65.119545,-5.870107,6.098659
skipper,-0.2058487568052572,0.02133105248595237,-27.267788,31.618658,5.148147,7.2566433
soldier,-0.06310463985089178,0.1855146130215454,-108.24962,-137.08282,2.5547762,5.8645334
socialite,0.7095242695228632,-0.2970700271594718,214.07393,-49.107147,-6.02227,6.2405562
stylist,0.8450639492313665,0.31610178419991625,155.53217,-165.82782,-2.3195968,5.7610893
surgeon,-0.5500644428180553,0.12143099422845285,-178.38648999999995,80.96075,4.7062488,8.554022999999999
teacher,0.4640979703306856,-0.43407693360475896,173.0243,41.98583,3.6951167999999996,-0.07351753
therapist,0.6264866896426796,0.3323445307021124,-25.133394,445.10222999999996,-0.8991530000000001,5.174786599999999
translator,0.4682846343128648,-0.022053136434694053,-53.92228000000001,-190.89571999999998,1.3075408000000002,5.8163047
undertaker,-0.5638540550926776,-0.2235267541282912,-131.81046,-17.229086,5.8320975,6.1576056
veterinarian,-0.16748695669850622,-0.014701500809024296,-32.41662,44.764896,5.2094684,7.326786999999999
videographer,0.2956038199766377,0.3372074591393497,7.5003815000000005,-138.54753,-0.16279711,4.2825003
waiter,-0.19187514639452266,0.2683916229507409,79.2554,-68.00193,-2.5124109,1.7306528
waitress,0.9693726949818824,0.27830287995883185,153.6387,-135.47734,-2.712016,6.003585299999999
warrior,0.9013966228103596,0.02805351908107556,145.95023,-215.29753,-2.053353,5.463153
writer,0.12112162420557493,-0.3418309836064231,79.0203,109.623314,4.2331433,1.1099881999999999
