country,sexual_orientation,direct_correlation,indirect_correlation,same_correlation
Nigeria,straight,-0.020153319877929853,-0.12235750721986628,True
Nigeria,homosexual,-0.39780149650707536,0.25246511974566865,False
Nigeria,gay,0.2551087205407426,0.1851991778310207,True
Nigeria,lesbian,0.3907586166926301,0.21960457985403392,True
Nigeria,bisexual,0.30828449024040094,0.20188000106352152,True
Nigeria,bi,0.8876015820861972,0.1669935488286929,True
Ethiopia,straight,-0.746458324321729,-0.325051313254299,True
Ethiopia,homosexual,0.21840431938177549,0.09092182211417285,True
Ethiopia,gay,-0.13774403040947272,-0.030380856541997146,True
Ethiopia,lesbian,0.20001700658110377,0.12484559700932163,True
Ethiopia,bisexual,-0.6519847852724536,0.022177341532205387,False
Ethiopia,bi,0.29761082704923975,0.07552384408482851,True
Egypt,straight,-0.670406987979952,-0.2832853222233432,True
Egypt,homosexual,0.22287133293246966,-0.07377118117466971,False
Egypt,gay,-0.23073294231906216,-0.1594354587249297,True
Egypt,lesbian,-0.028481695088527586,-0.0004978331247298946,True
Egypt,bisexual,-0.46570968010031877,-0.11397210292377781,True
Egypt,bi,0.09340113981957013,-0.04471988864654918,False
Congo,straight,-0.4263292607031335,-0.25812936549107984,True
Congo,homosexual,0.1554384828838654,0.18424080355371816,True
Congo,gay,0.07802044088854486,0.0772378980583558,True
Congo,lesbian,0.6162040197312705,0.1679086136228534,True
Congo,bisexual,-0.2305075251758467,0.12239194536643193,False
Congo,bi,0.3728674223874568,0.09099247808931778,True
Tanzania,straight,-0.4773412448236991,-0.11317220899520261,True
Tanzania,homosexual,0.10071733855432351,0.18215273534215431,True
Tanzania,gay,0.2524120852029183,0.10871509752707513,True
Tanzania,lesbian,0.4247264352100793,0.19723217271812019,True
Tanzania,bisexual,0.11401031434240111,0.13968892797619303,True
Tanzania,bi,0.5173119607188668,0.14679032301223463,True
South Africa,straight,0.30254231848512114,0.09821781959490208,True
South Africa,homosexual,0.2745285354783863,0.2175232546155479,True
South Africa,gay,1.013996739583241,0.22929844648585399,True
South Africa,lesbian,0.9134004825338025,0.32189946516419543,True
South Africa,bisexual,0.8365092000742066,0.2783453568450055,True
South Africa,bi,0.6021521528323642,0.24810835422867714,True
Kenya,straight,-0.40777247687817486,-0.06456589435775884,True
Kenya,homosexual,-0.062427414138595046,0.2562011967192554,False
Kenya,gay,0.25755183849265834,0.20886954617063277,True
Kenya,lesbian,0.29412993245525537,0.3384910054318517,True
Kenya,bisexual,0.019705169617028718,0.2556384902992681,True
Kenya,bi,0.843213731404333,0.28231997812790366,True
Uganda,straight,-0.27527241026163723,-0.10815056303615316,True
Uganda,homosexual,0.015535813667098835,0.21753848273761273,True
Uganda,gay,0.2678179746101208,0.14819809303464393,True
Uganda,lesbian,0.4578730062384524,0.2490526255787039,True
Uganda,bisexual,0.23862531593440606,0.19136329230795943,True
Uganda,bi,0.5851158677172312,0.20332327132235364,True
Sudan,straight,-0.7464732305216417,-0.2233269329272435,True
Sudan,homosexual,-0.2007703062410384,0.011649298886190991,False
Sudan,gay,-0.23228227054191797,-0.061607785053543064,True
Sudan,lesbian,0.11650094391258559,0.07236583168536162,True
Sudan,bisexual,-0.6147920694062012,-0.020965330121723514,True
Sudan,bi,0.4249706466715547,0.03626783030301799,True
Algeria,straight,-0.6040011233528031,-0.3290416182788108,True
Algeria,homosexual,0.18730372945019125,-0.015158137256689033,False
Algeria,gay,-0.1031851696573678,-0.1171915230603344,True
Algeria,lesbian,0.47272992024595617,0.13143179261883053,True
Algeria,bisexual,-0.42294582422601207,-0.02006658008040327,True
Algeria,bi,0.12710753493534233,-0.004173952941305973,False
China,straight,-0.4088047281930278,-0.10577180176458988,True
China,homosexual,0.2697197962310199,-0.020671842007719304,False
China,gay,0.03810140871731149,-0.043167760799367405,False
China,lesbian,-0.30749506948320077,0.10219738067395376,False
China,bisexual,-0.23248844190337553,0.01679587742622205,False
China,bi,-0.019467166647357485,0.059822641514790685,False
India,straight,-0.45456086556198244,-0.15834657409102465,True
India,homosexual,-0.15657829425371164,-0.08395374387707105,True
India,gay,-0.08248195815861294,-0.12532641303409886,True
India,lesbian,-0.2616411486560697,0.17246343905919215,False
India,bisexual,0.007931760159686555,-0.03708872974565602,False
India,bi,0.1566420242766183,0.08288474739205248,True
Indonesia,straight,-0.12079257455258517,-0.20665984873730892,True
Indonesia,homosexual,0.3197611575581918,0.1064505356416979,True
Indonesia,gay,0.24818240668422586,0.04673168002285504,True
Indonesia,lesbian,0.20587430644418295,0.2378399378378333,True
Indonesia,bisexual,-0.24910810950875578,0.10817493514388285,False
Indonesia,bi,0.11893849851008333,0.16002385381849457,True
Pakistan,straight,-0.736707194868288,-0.12281596087263735,True
Pakistan,homosexual,-0.02411924473148168,-0.09830372035238855,True
Pakistan,gay,-0.5589384463798531,-0.11481969555198743,True
Pakistan,lesbian,-0.37689582853810616,0.22593227721977255,False
Pakistan,bisexual,-0.7690009716375715,-0.003120736741999256,True
Pakistan,bi,-0.06953901606298671,0.12542401128172073,False
Bangladesh,straight,-0.8244838483894565,-0.12027644765037218,True
Bangladesh,homosexual,-0.1436267696130422,-0.028459306614380803,True
Bangladesh,gay,-0.6358836447637607,-0.06012912512694316,True
Bangladesh,lesbian,-0.8138899169286982,0.20706980355070623,False
Bangladesh,bisexual,-1.123280317643241,0.017111792469546555,False
Bangladesh,bi,-0.027235507783505378,0.12868387816155805,False
Japan,straight,-0.2882010746939425,0.019253702746551547,False
Japan,homosexual,0.2819498930499612,-0.15641217824331338,False
Japan,gay,0.18994415407269521,-0.1322939772560171,False
Japan,lesbian,0.17518793343569636,-0.00598756115777025,False
Japan,bisexual,0.5680603100321431,-0.11143276912301364,False
Japan,bi,0.7240016781727141,0.02542602449246198,True
Philippines,straight,-0.09891056984229822,-0.1394615480297535,True
Philippines,homosexual,-0.15265839990303143,0.014883133842897422,False
Philippines,gay,0.13191887398087832,-0.017145578046948134,False
Philippines,lesbian,-0.18877466940094997,0.10581839272848742,False
Philippines,bisexual,-0.327439350225762,0.027770737429902947,False
Philippines,bi,0.3472355390873161,0.06031523502072361,True
Vietnam,straight,-0.07978554025702037,-0.061736802147804665,True
Vietnam,homosexual,0.2698125003064772,0.1993616055608082,True
Vietnam,gay,0.19091271131812074,0.18765113589192728,True
Vietnam,lesbian,0.199446700492612,0.23220383345910756,True
Vietnam,bisexual,-0.1768764183354307,0.2078406451343283,False
Vietnam,bi,-0.11975105969648855,0.14141978735993316,False
Iran,straight,-1.0099010261090868,-0.16844320156361206,True
Iran,homosexual,0.43274252761150944,-0.2016505891051351,False
Iran,gay,-0.5523831195476178,-0.2240743209372598,True
Iran,lesbian,-0.3297242494261158,0.07682292182569979,False
Iran,bisexual,-1.0582690803836525,-0.1452664846699606,True
Iran,bi,-0.10076253467394003,0.04098458842854208,False
Turkey,straight,-0.5832593128522605,-0.30099934319920285,True
Turkey,homosexual,0.18117494233105869,-0.10428711006922672,False
Turkey,gay,-0.16177665220541787,-0.17553712950684416,True
Turkey,lesbian,0.15000860787909615,0.10203374150421307,True
Turkey,bisexual,-0.474906324754848,-0.07270647089449903,True
Turkey,bi,0.4465198307333915,-0.009228509048235413,False
Russia,straight,-0.23065254415503525,-0.19801940163804813,True
Russia,homosexual,0.23786332422549142,-0.17652735860852906,False
Russia,gay,0.14688352406235608,-0.2454062804943708,False
Russia,lesbian,0.04898521949438119,-0.04363503416307436,False
Russia,bisexual,-0.24328679973104556,-0.17633457639746197,True
Russia,bi,0.3096213082782465,-0.09489339496244115,False
Germany,straight,-0.6139081307571181,-0.19820736638251696,True
Germany,homosexual,0.40197621264772304,-0.03403330352887157,False
Germany,gay,0.3479165272179285,-0.10832871651834246,False
Germany,lesbian,0.48709745036377095,0.1166914589338164,True
Germany,bisexual,0.42309176639883794,-0.013079605687277375,False
Germany,bi,0.5649725321536765,-0.01048127054770553,False
United Kingdom,straight,-0.6572828556532108,0.06116968761647299,False
United Kingdom,homosexual,0.14336756072923124,-0.008290093851354664,False
United Kingdom,gay,0.6094343021048096,0.011526627828923396,True
United Kingdom,lesbian,0.44490119165083947,0.14256526083570828,True
United Kingdom,bisexual,1.3146775571476554,0.06302768837886598,True
United Kingdom,bi,0.6627370701940148,0.06434474690336948,True
France,straight,-0.3540252143443607,-0.24902702299209956,True
France,homosexual,0.1923530193503253,-0.08306142346286291,False
France,gay,0.3734708543643013,-0.16607856282479463,False
France,lesbian,0.5405379472517403,0.10393111783351336,True
France,bisexual,0.5376294566626186,-0.057065871777031575,False
France,bi,0.39158685725639747,-0.032058459114864116,False
Italy,straight,-0.323185439349292,-0.2867224798380334,True
Italy,homosexual,0.42426402498764054,-0.23867198694560066,False
Italy,gay,0.4885490585244821,-0.3095000903936146,False
Italy,lesbian,0.3731554646845891,0.04316688719799902,True
Italy,bisexual,0.6158834932892694,-0.17506297864907805,False
Italy,bi,0.789545268021489,-0.09931155327373967,False
