index,gender_isomap_x,gender_isomap_y,gender_tsne_x,gender_tsne_y,gender_umap_x,gender_umap_y
accountant,-0.21783015510755924,-0.3091122850586892,-78.531876,48.366238,2.5624123,2.5156522
air traffic controller,-0.6911771004679187,-0.16608849942075612,-30.063953,170.15038,1.2916071000000002,0.17778319
architect,-0.6284421498181121,-0.2400398938951951,-46.02444000000001,168.48582,1.6655103999999998,0.22914353
artist,0.5116772887168385,0.050211780348688236,6.6404815,-82.94745999999998,3.2400105,6.429283
attorney,-0.4341662350786503,-0.3829533363008046,-97.21039,93.68373000000001,2.5555859,1.606636
baker,0.9721551224767864,0.025796960787985643,61.329097999999995,-207.55756,4.3150415,9.058063
banker,-0.7043103168297475,-0.26193962460236897,-62.424313,177.67876,1.7198721999999995,0.11682539
bartender,0.11095964857264536,0.3125003914314796,-3.6066964,-10.504522999999999,2.4080415,4.8623023000000005
barber,-0.5830952747897511,-0.15916837406435547,-21.973791000000002,153.9145,1.0131928,0.5082403
barman,-1.315575058438167,-0.0045913794951756215,233.79521,76.168564,-2.0185618,-1.37077
barmaid,1.7683964420643052,-0.019961091428965558,-105.998405,-122.83376000000001,16.102352,1.767465
bookkeeper,0.8145965429292722,0.031137872673116983,35.34871300000001,-149.30608999999995,3.5090517999999995,8.014453999999999
broadcaster,-0.10886340705505447,-0.16048497691981256,-59.52381,30.23,2.6822288,2.9970684
builder,-0.966934693292514,-0.1461528657785984,117.1655,36.745693,-0.6306754,-1.0278695
businessperson,-0.27496534322277383,-0.3257122083932784,-77.56463000000002,58.702415,2.6368117,2.2537296
businessman,-1.3647741943359617,-0.09804785489310404,238.20969,24.44623,-2.1932597,-1.779716
businesswoman,1.7943837866603811,-0.023767826984167423,-106.21734,-136.2433,16.007973,1.7806723999999998
butcher,-1.0506011984686767,0.17714229928733233,163.67479,62.65225,-1.7235049999999998,-0.3112925
captain,-1.2009938696937257,0.1210863223631024,197.44522,54.763133999999994,-2.1934862,-0.8662161
carpenter,-1.0631120399094771,0.008410803580882021,143.1305,44.59748,-1.0084601999999998,-0.9541636
cashier,0.9738973570965168,0.02221326837184097,65.28098,-187.35179,4.115804,8.868781
chef,0.3833684859312504,0.3064268769823155,9.596531,-47.89666,2.7023888,5.5707655
coach,-0.977761034985287,0.23967922366154001,134.82681000000002,117.02155,-1.828355,0.7109432
cook,1.4022803010909752,0.00035133267398807205,-157.78441,-123.89086999999999,16.297749,2.6574397000000003
computer programmer,-0.217038143978423,0.08725793567484726,-2.3792603,47.345859999999995,2.0382283,3.6870762999999998
dancer,1.401206210486414,0.004574699653454322,-166.97115,-161.27100000000004,16.73541,2.5738957
dental hygienist,-0.0010473000733833386,-0.2022464543666341,-52.001823,-2.5150776,3.2621021,4.2785459999999995
dentist,-0.8251681621741226,-0.1592089473384346,86.08397,57.08665500000001,0.16746409,-0.61009765
designer,1.065475217395149,0.0205229799869776,37.233635,-228.59181,4.0945477,9.186765
developer,-0.9299382142907184,0.29477754691654023,130.08615,127.41972,-1.9062463,0.78826135
dietician,0.8567683717132261,-0.032909075373751484,28.68678,-162.5706,3.6308973,8.142064
doctor,-0.33705303691601124,-0.2030332044727617,-38.998272,113.85105,1.3821943,1.3593522
economist,-0.5525265479843997,-0.2759723358115898,-67.84879000000001,149.8072,1.9188331000000003,0.7519158
editor,0.5448949637695366,-0.13809839321756134,-0.83330566,-127.10783400000001,3.6907876,7.148281599999999
electrician,-0.4362282368237233,-0.1819013829636726,-42.647945,124.88951999999999,1.4041303,1.2182423999999998
engineer,-1.1637008513307978,-0.060754790526418224,143.20044,24.86332,-1.3230374,-1.2327886000000001
farmer,-0.9181666229156124,0.2442177424111987,153.13486,80.42915,-1.5913943000000002,0.70490324
filmmaker,-0.4702948993782426,0.17747520555299576,24.830811999999998,130.78194,-0.23422201,1.9029058
financier,-1.0752610613198366,-0.22048173271610996,115.81817,15.715353,-0.5651748000000001,-1.1557239
fireman,-1.4226631240194283,-0.08850586719198851,228.37243999999998,89.02771,-2.077971,-1.6889707999999999
fisherman,-1.3049113919628297,0.2220823912852956,222.46307000000002,41.306946,-2.4576987999999997,-1.0436453
flight attendant,1.3840955774428392,0.003302797129664187,-163.70131999999995,-138.84708999999998,16.378016,2.68698
gardener,-0.6975489633562661,-0.11755000620018925,-15.029203,166.56392,1.0295708000000001,0.19998014
guidance counselor,0.3777381229864401,0.08377954991710214,1.7184275000000002,-71.95909,3.1123342999999997,5.871689
