beverage,country,direct_correlation,indirect_correlation,same_correlation
tea,Kenya,0.6922359564518266,0.3425801633589627,True
tea,Uganda,0.8454927278108364,0.2442391545482189,True
tea,Sudan,-0.20575674226069515,0.099151471940319,False
tea,Algeria,-2.056663303752059,0.12418844015031187,False
tea,China,1.0558249227476437,0.31735605653479787,True
tea,India,1.7824526994126362,0.3244209397666471,True
tea,Indonesia,0.985395810148531,0.14688013985629317,True
tea,Pakistan,1.5066495881332895,0.2657848184148795,True
tea,Bangladesh,1.786431063530863,0.2989917745328241,True
tea,Japan,0.9257728899093894,0.3343960706162576,True
tea,Philippines,0.9724653698025845,0.04751665572090355,True
tea,Vietnam,-0.7717455964627609,0.09254745083815155,False
tea,Iran,-0.19364363996788556,0.19594528948068596,False
tea,Turkey,0.253077001562499,0.3365452702578621,True
tea,Russia,0.024295284804120864,0.3432052131974631,True
tea,Germany,-0.6843692550948439,0.2528243214323789,False
tea,France,-0.7466715280314572,0.3057575008590144,False
tea,Italy,-0.6608253523554872,0.27663854452624814,False
tea,Spain,-0.9139862081546772,0.20092846444851759,False
tea,Ukraine,0.16067904969353294,0.3212648836142977,True
tea,Poland,-0.14812866313656198,0.3785126018109552,False
tea,Romania,-1.0209878649894792,0.2869253138398147,False
tea,Netherlands,-0.03170739974056835,0.24545572323307832,False
tea,Austria,-0.30398351484235764,0.34075492149254083,False
tea,Mexico,-1.4969090220686596,-0.005796020657618639,True
tea,Canada,0.22829674063278746,0.10510763269659568,True
tea,Guatemala,-0.7318615918709432,0.06873836340451099,False
tea,Haiti,-2.220135029890058,0.053272848186207734,False
tea,Cuba,-0.9733694113875314,0.10715832493586541,False
tea,Honduras,-0.6913013751966676,-0.005046082777320599,True
tea,Nicaragua,-0.6967059456182504,-0.09038552878848981,True
tea,Brazil,-1.1410784930654856,0.05263324233720805,False
tea,Colombia,-0.9386216154162087,0.02929223112267622,False
tea,Argentina,-0.9211132615245065,0.10729010249598779,False
tea,Peru,0.1240139236401388,0.1244093913249695,True
tea,Venezuela,-1.1652641648859492,0.0038378095317793065,False
tea,Chile,-0.1226590743622926,0.10930815585607287,False
tea,Ecuador,-0.427327832874411,-0.003922717159716054,True
tea,Bolivia,-0.7126709581517238,0.02040602715515364,False
tea,Paraguay,-0.4570325101825795,0.13290554504762356,False
tea,Uruguay,-1.3867923662783372,0.04907410228320087,False
tea,Australia,0.4937730540699315,0.18564241220095148,True
tea,Fiji,0.9607409613480268,0.1977723719359275,True
tea,Samoa,0.015817979496829383,0.09677836263110698,True
tea,Tonga,-0.38933721008891037,0.05804783203189818,False
juice,Nigeria,0.3980021398277506,0.008914466467460604,True
juice,Ethiopia,0.4443753653850705,0.12242808987349271,True
juice,Egypt,-0.058808760439182574,0.13094978866282125,False
juice,Congo,0.4144737401398483,0.01416159920291862,True
juice,Tanzania,0.37145875035917103,0.08391010803863962,True
juice,Kenya,0.9267069935779023,0.04746346148479257,True
juice,Uganda,0.4747333862143836,0.017564434586399603,True
juice,Sudan,-0.08847729439727417,-0.03427551456341612,True
juice,Algeria,-0.696118345181975,0.03334083091791598,False
juice,China,-0.05241202952745959,0.0924343612710289,False
juice,India,0.5475267147873579,0.07342385211349634,True
juice,Indonesia,0.09312398043156905,-0.0032989831388035864,False
juice,Pakistan,-0.38492092379931114,0.003722953864495996,False
juice,Bangladesh,-0.3836068582643694,0.0034557527012171493,False
juice,Japan,-0.02269283227195951,0.14621477146326972,False
juice,Philippines,0.9985832970134288,0.16639300557727368,True
juice,Vietnam,-0.04557802271592328,-0.05058311031647412,True
juice,Iran,-0.9954899331584689,-0.009828073475576371,True
juice,Turkey,-0.24602769967964502,0.0868808718753974,False
juice,Russia,-0.6936245500948791,0.03616456243536901,False
juice,Germany,-0.4961524735874116,0.0022322800962272992,False
juice,France,-0.21157358858598815,0.1892476778682411,False
juice,Italy,0.31060003583844975,0.22570461085650215,True
juice,Spain,0.06509364347494169,0.228514234235285,True
juice,Ukraine,0.3463461416489648,0.08089866511309758,True
juice,Poland,-0.2529005887973209,0.05253747661965965,False
juice,Romania,0.8073020397599071,0.20903524359757594,True
juice,Netherlands,0.1559333562624727,0.08951686630435807,True
juice,Austria,0.2027272719581822,0.11056349453102927,True
juice,Mexico,0.5388945154016311,0.18730334158442832,True
juice,Canada,0.05149058124194635,-0.010127577691792079,False
juice,Guatemala,1.0841787081723426,0.16712980234009328,True
juice,Haiti,-0.31287065202974973,0.008157504308085565,False
juice,Cuba,-0.4791385105842039,0.06736285844872798,False
juice,Honduras,0.8087237141887914,0.06848582060289725,True
juice,Nicaragua,0.40991041147850626,0.043379185644530985,True
juice,Brazil,1.2862784515600922,0.20000749145903188,True
juice,Colombia,1.1259051981286403,0.14618724192210553,True
juice,Argentina,0.332347866569013,0.15805557671699186,True
juice,Peru,1.3063573857124136,0.20380247681478944,True
juice,Venezuela,1.052752698327369,0.1767403452532589,True
juice,Chile,0.7039146003034616,0.23351062973769943,True
juice,Ecuador,1.1668812111284064,0.18944474055300564,True
juice,Bolivia,1.0916195704280207,0.1738638108736353,True
juice,Paraguay,0.46400554106966097,0.12474831577957392,True
juice,Uruguay,0.3685498692418838,0.14860662312973408,True
juice,Australia,0.002778549030257817,-0.00028049167388138164,False
juice,Fiji,0.7227696705238668,-0.0069019583158620584,False
juice,Samoa,0.18878280812159454,-0.0031208055990557463,False
juice,Tonga,-0.030112413185084962,-0.004898527383325278,True
milk,Nigeria,-0.15202376432291503,0.04236768197934764,False
milk,Ethiopia,1.40397341390147,0.22570334119236005,True
milk,Egypt,0.20097907892513234,0.18576762343528674,True
milk,Congo,0.48383118765748523,0.053749388027167375,True
milk,Tanzania,0.49073187871343615,0.20783306902272178,True
milk,Kenya,0.758491103295854,0.22710177591603925,True
milk,Uganda,1.607730315701066,0.1704910546631982,True
milk,Sudan,1.0169599709109278,-0.0018589680329559382,False
milk,Algeria,-1.352933643019914,0.011858254912304739,False
milk,China,0.016324493047952807,0.19475266309342937,True
milk,India,0.7845868027105717,0.2098941507239387,True
milk,Indonesia,-0.3999974205720613,0.04489635955296229,False
milk,Pakistan,-0.061698298235414444,0.12661741110964495,False
milk,Bangladesh,0.2511063166513185,0.1226266489197685,True
milk,Japan,-0.013094164407636368,0.27239120444584375,False
milk,Philippines,0.6125068708363207,0.051836616518791984,True
milk,Vietnam,-0.6407703112686963,0.09147731911232673,False
milk,Iran,-0.5601641584865723,0.09327041640110596,False
milk,Turkey,-0.1403394654770709,0.23013813424476903,False
milk,Russia,0.16679740298261878,0.22932879953031715,True
milk,Germany,0.16595716747194164,0.221622201641967,True
milk,France,-0.6807821667489281,0.17995351932835335,False
milk,Italy,-0.7526108630455258,0.12177630036170731,False
milk,Spain,-1.308327653481632,0.10184519966643107,False
milk,Ukraine,1.0755089690735744,0.2575994259327603,True
milk,Poland,0.305224032954063,0.3134572212274638,True
milk,Romania,-0.9767167301513481,0.14954521874366258,False
milk,Netherlands,0.5677168059638471,0.2056800973472366,True
milk,Austria,0.000607027528362273,0.2562697110307684,True
milk,Mexico,-1.5313716143452518,0.021615865889768923,False
milk,Canada,0.15443723056126685,0.10174516856896478,True
milk,Guatemala,-0.30009385038959646,0.07680915372261461,False
milk,Haiti,-1.3750691598557272,0.017938502721209136,False
milk,Cuba,-1.589453927424155,0.0463896946107911,False
milk,Honduras,-0.980533337688392,-0.047292068260464205,True
milk,Nicaragua,-0.902455592849718,-0.08324631702203776,True
milk,Brazil,-0.8138049387308832,0.0071012471913903365,False
milk,Colombia,-1.5221462718785324,-0.031236487232589923,True
milk,Argentina,-0.924746058741619,0.012501353536665257,False
milk,Peru,-0.6147219725074848,0.031154975255219694,False
milk,Venezuela,-0.48091803171049674,-0.004844631787767846,True
milk,Chile,-0.5567469698312651,0.053800598177510706,False
milk,Ecuador,-0.6639208820531627,-0.03406961808102147,True
milk,Bolivia,-0.11511138355126511,0.01596531889105977,False
milk,Paraguay,-0.2821801395826532,0.060782963120572124,False
milk,Uruguay,-0.9914410574451553,-0.020926372724672022,True
milk,Australia,-0.4008089647267061,0.09867728760939025,False
milk,Fiji,-0.39967491557105833,0.06367685535131308,False
milk,Samoa,-0.40229883127380717,0.012871898281265023,False
milk,Tonga,-0.3316867009375734,0.003757241496652556,False
soda,Nigeria,-0.5382499252674767,-0.02150284823281325,True
soda,Ethiopia,-0.9159298305856431,-0.27664649072712383,True
soda,Egypt,-1.2210968468674093,-0.32296101912664416,True
soda,Congo,-0.6817364047819655,-0.21057317888512034,True
soda,Tanzania,-0.5165956900834731,-0.18420370858279927,True
soda,Kenya,-0.053158139953801566,0.03370581244954928,False
soda,Uganda,-0.38064629963054536,-0.0010363083932609868,True
soda,Sudan,-1.1366905352713668,-0.14220311406537425,True
soda,Algeria,-1.6632167116885386,-0.4546081706919951,True
soda,China,-0.4696616238778117,-0.028042642930952412,True
soda,India,-0.8430214641849803,-0.014550193696630001,True
soda,Indonesia,-0.39342235270784714,-0.05938142380093342,True
soda,Pakistan,-0.5182518004403959,-0.030002745402233272,True
soda,Bangladesh,-1.336352460323733,-0.010715287534604306,True
soda,Japan,0.2296662361752114,0.08018200622122168,True
soda,Philippines,0.7302745449075395,0.018370112932831317,True
soda,Vietnam,-0.21984643892379954,0.1368371612143974,False
soda,Iran,-1.2742913106651768,-0.1399551522208534,True
soda,Turkey,-0.9544420059430749,-0.28262525602649896,True
soda,Russia,-1.0438092525305467,-0.22916645618977682,True
soda,Germany,-0.5579452172762216,-0.3716138758549666,True
soda,France,-0.8174971070448195,-0.37901998714081014,True
soda,Italy,-0.6927837219666743,-0.3534102192380516,True
soda,Spain,-0.9738827116670952,-0.4195881316776352,True
soda,Ukraine,-0.7592834813330749,-0.19112577118225768,True
soda,Poland,-0.6376551994814323,-0.27708677095765294,True
soda,Romania,-0.894745139207992,-0.3045082746667929,True
soda,Netherlands,-0.5172541551561085,-0.3576351872376308,True
soda,Austria,-0.6999165702610214,-0.3930214635276135,True
soda,Mexico,0.496452303092484,-0.09479043381983479,False
soda,Canada,0.7622478928364017,0.32629271353663397,True
soda,Guatemala,0.25359643654872727,-0.1876263917577488,False
soda,Haiti,-0.3836106100776544,-0.06365357690438048,True
soda,Cuba,-0.6352378942100004,-0.16312959205057523,True
soda,Honduras,-0.06662578315948667,-0.1025224896222664,True
soda,Nicaragua,0.4913274740599823,-0.04958056711299373,False
soda,Brazil,-0.03696907915975542,-0.24750300360756514,True
soda,Colombia,0.04571686779314376,-0.19624465084541454,False
soda,Argentina,-0.054237120693334154,-0.3436681328187714,True
soda,Peru,0.22319430419709824,-0.1950676560821442,False
soda,Venezuela,0.2675984682072616,-0.21734222515425164,False
soda,Chile,0.22004842973584793,-0.33372318238867693,False
soda,Ecuador,0.4447356130598291,-0.20561817271302008,False
soda,Bolivia,0.31258637954522506,-0.2466189267251568,False
soda,Paraguay,-0.12168497070587284,-0.2472566496683821,True
soda,Uruguay,-0.1889630490228505,-0.33950771689587195,True
soda,Australia,-0.03583230961141988,0.3304997510881195,False
soda,Fiji,0.006202345833373277,0.154489549230209,True
soda,Samoa,-0.1368877648410082,0.06823480723400918,False
soda,Tonga,-0.8691477341684142,-0.11449361095084298,True
energy drink,Nigeria,1.0897725692606437,-0.04429841425637462,False
energy drink,Ethiopia,0.4939685552057299,-0.08816809738435301,False
energy drink,Egypt,0.2810768483829122,-0.08042236500419425,False
energy drink,Congo,1.1438918729822165,-0.14425148196544235,False
energy drink,Tanzania,0.9447624715716735,-0.06297653513739572,False
energy drink,Kenya,1.1882914242425977,-0.10556653790630967,False
energy drink,Uganda,1.389774764883849,-0.02871467826877117,False
energy drink,Sudan,0.224250184831263,-0.04824442774872746,False
energy drink,Algeria,-0.7491052652197137,-0.17242990041007136,True
energy drink,China,0.18006011672649863,-0.13187595999140664,False
energy drink,India,1.1251380689781965,-0.07645848094506132,False
energy drink,Indonesia,1.040868845978729,-0.034716713937579656,False
energy drink,Pakistan,1.244843524483525,-0.02591092253717914,False
energy drink,Bangladesh,1.2640684880264257,-0.02127593001158905,False
energy drink,Japan,0.8846753024434839,-0.09232342365367766,False
energy drink,Philippines,3.3289448106301136,0.16151605305183817,True
energy drink,Vietnam,0.739531093124027,-0.10856772337812727,False
energy drink,Iran,0.32333153797177205,-0.10442037757421059,False
energy drink,Turkey,-0.3458450644951698,-0.14611257504036573,True
energy drink,Russia,-0.4044627205322001,-0.21092007188547554,True
energy drink,Germany,-0.626127256635493,-0.1969719653246373,True
energy drink,France,-0.7722975830861821,-0.2571578815414013,True
energy drink,Italy,-1.3614986625814922,-0.16217791723115574,True
energy drink,Spain,-1.1017568648392206,-0.0995801956843606,True
energy drink,Ukraine,0.7450003449152179,-0.12758549977739325,False
energy drink,Poland,-0.9178513606118508,-0.2719488113963748,True
energy drink,Romania,-0.7730364236842814,-0.07015516351158597,True
energy drink,Netherlands,1.336691215203634,-0.11527902607747652,False
energy drink,Austria,-0.7182759756436683,-0.20001560458147058,True
energy drink,Mexico,-0.07377886236149458,0.05707179155681985,False
energy drink,Canada,0.30278589289482427,-0.06463732283958093,False
energy drink,Guatemala,0.24215163660559946,-0.032005433177187396,False
energy drink,Haiti,-0.27265969724547856,-0.14812907889482163,True
energy drink,Cuba,-0.1720362986701842,-0.1095117124817114,True
energy drink,Honduras,0.13736882513030652,-0.014889091794984313,False
energy drink,Nicaragua,-0.11860349165900859,0.03652549089460301,False
energy drink,Brazil,0.29204786856102866,0.006068825974694692,True
energy drink,Colombia,0.3299160423779605,0.034629460256901876,True
energy drink,Argentina,-0.14925659128124447,-0.05341288761250457,True
energy drink,Peru,0.5206336389643854,-0.00677672901675883,False
energy drink,Venezuela,0.161364664296901,0.050515759542877896,True
energy drink,Chile,0.1647740967412544,0.024727569167248754,True
energy drink,Ecuador,0.32669693115824733,0.09238600943313902,True
energy drink,Bolivia,0.426511542293327,0.05495300733759981,True
energy drink,Paraguay,0.33654580306465887,-0.05466856942418251,False
energy drink,Uruguay,-0.2595736572944117,-0.02235269310864531,True
energy drink,Australia,0.30436060186351993,-0.020977738288562222,False
energy drink,Fiji,0.0986118977338806,-0.10586301606801551,False
energy drink,Samoa,0.4065511396028473,-0.05932540256257323,False
energy drink,Tonga,0.45720250722988365,-0.03670831887968502,False
milkshake,Nigeria,-0.2504465571032483,0.03918877663591102,False
milkshake,Ethiopia,-0.1416761629395649,0.04701694781281169,False
milkshake,Egypt,-0.41830992450523685,-0.0034985965086400165,True
milkshake,Congo,-0.22657028000170984,-0.036271968641558655,True
milkshake,Tanzania,-0.047658196942974705,0.05655088516291058,False
milkshake,Kenya,0.526575269894933,0.19179578958457935,True
milkshake,Uganda,0.924453642788683,0.13716670511848575,True
milkshake,Sudan,-0.3809703933364884,-0.05876511516484408,True
milkshake,Algeria,-1.780473311906851,-0.19658687161626742,True
milkshake,China,-0.5250482790162961,0.14531035938718098,False
milkshake,India,0.10243495846934862,0.17153770804152924,True
milkshake,Indonesia,0.09626442577725336,0.024802981189917035,True
milkshake,Pakistan,-0.3674016690403911,0.08875734432338347,False
milkshake,Bangladesh,-0.10663547211292938,0.10949517257450714,False
milkshake,Japan,0.3571364356837663,0.24958778976113186,True
milkshake,Philippines,1.8814438587780271,0.029696001533236132,True
milkshake,Vietnam,-0.48910947028811175,0.141368107913562,False
milkshake,Iran,-0.7423864128468628,0.049634815107933876,False
milkshake,Turkey,-0.35823775949717623,0.06375329707109471,False
milkshake,Russia,-0.2777787508442246,0.11612443548620413,False
milkshake,Germany,0.071127829803422,0.010591584201782075,True
milkshake,France,-0.46650282813502164,-0.03333672547142894,True
milkshake,Italy,-0.6553705501438977,-0.10096998607327468,True
milkshake,Spain,-1.1927936337818144,-0.1590958038306173,True
milkshake,Ukraine,0.9173095758295069,0.1511582594005858,True
milkshake,Poland,-0.13781443197515894,0.14491692312692298,False
milkshake,Romania,-1.2138859337868018,-0.046775177068416274,True
milkshake,Netherlands,1.4556596009265212,-0.005895497710284325,False
milkshake,Austria,-0.3598965300323488,0.011236200035659434,False
milkshake,Mexico,-0.9524963574928523,-0.06371351744275801,True
milkshake,Canada,1.1151538573457112,0.2764511911063805,True
milkshake,Guatemala,-0.11622922358211164,-0.04148120636606506,True
milkshake,Haiti,-0.8005252655866174,0.027479499360501765,False
milkshake,Cuba,-0.6324731577915472,-0.01120478854108594,True
milkshake,Honduras,-0.5951330910613635,-0.08300959961225031,True
milkshake,Nicaragua,-0.5555843128343828,-0.09718854678260325,True
milkshake,Brazil,-0.41378024310919775,-0.12232865606121959,True
milkshake,Colombia,-0.8780779098202787,-0.1339660379435835,True
milkshake,Argentina,-0.6630178627270036,-0.16873557282056353,True
milkshake,Peru,-0.45309792908546925,-0.09620480117957009,True
milkshake,Venezuela,-0.012322692085791375,-0.11400815479934365,True
milkshake,Chile,-0.3896794441499822,-0.15836702053434637,True
milkshake,Ecuador,-0.4153771037337806,-0.15696945954280556,True
milkshake,Bolivia,-0.22527083844010012,-0.13665625032302628,True
milkshake,Paraguay,-0.21707874678328723,-0.07659401635183911,True
milkshake,Uruguay,-0.6822039745075713,-0.20125685444492425,True
milkshake,Australia,-0.03288591031573845,0.23736821503546335,False
milkshake,Fiji,-0.202877649676015,0.12021879884550286,False
milkshake,Samoa,-0.5896401883217277,0.03251337752327379,False
milkshake,Tonga,-0.957336677115189,-0.07137705528805922,True
smoothie,Nigeria,-0.5532809685486882,-0.15503997386533616,True
smoothie,Ethiopia,-0.6057846713358539,-0.17904730498831709,True
smoothie,Egypt,-0.8862509155245406,-0.15105958946852455,True
smoothie,Congo,-0.8203500105823548,-0.2665154176395946,True
smoothie,Tanzania,-0.2977543863079577,-0.1480437561493892,True
smoothie,Kenya,0.06311049235637044,-0.064928727423767,False
smoothie,Uganda,-0.3881513825685872,-0.102272293917287,True
smoothie,Sudan,-1.3650924745219504,-0.19033991260915464,True
smoothie,Algeria,-1.250247859149943,-0.2662075853600269,True
smoothie,China,0.2653260952973683,0.02854304477653361,True
smoothie,India,-0.05367410003439757,-0.03532852098877947,True
smoothie,Indonesia,0.6031732966901093,-0.0625445423674913,False
smoothie,Pakistan,-0.11691897767600389,-0.045521111126502194,True
smoothie,Bangladesh,-0.20789235789519445,-0.020685296825917337,True
smoothie,Japan,1.0524891690134333,0.14515367795471304,True
smoothie,Philippines,2.160694274469979,0.12574481298971193,True
smoothie,Vietnam,0.19170435049736165,-0.017539629201163046,False
smoothie,Iran,-0.6895597523038367,-0.05813070542669864,True
smoothie,Turkey,-0.3794130096064533,-0.10105232931734462,True
smoothie,Russia,-0.6025428465661324,-0.07927735582467824,True
smoothie,Germany,-0.7193938779317015,-0.19991662059793505,True
smoothie,France,-0.3303694182369891,-0.06310128975949965,True
smoothie,Italy,-0.17819384502049326,-0.011735636852996665,True
smoothie,Spain,-0.5636535714288163,-0.04318009024262893,True
smoothie,Ukraine,-0.3866230057311077,-0.060246723649404456,True
smoothie,Poland,-0.7569642295186622,-0.16216806659375113,True
smoothie,Romania,-0.9883476215628674,-0.0024320185498716788,True
smoothie,Netherlands,0.6512456202920024,-0.14066117443330656,False
smoothie,Austria,-0.7434640574997289,-0.1456354049278411,True
smoothie,Mexico,0.4161519857072227,0.07188700396232625,True
smoothie,Canada,0.31894417399601277,0.07837912452037979,True
smoothie,Guatemala,0.2707099781387958,-0.02209243399319063,False
smoothie,Haiti,-0.479087590907148,-0.11210345142304484,True
smoothie,Cuba,-0.34966022150428927,-0.06546948550082107,True
smoothie,Honduras,-0.12733247052774835,-0.0759086362362438,True
smoothie,Nicaragua,-0.12668672333833048,-0.04097340779372019,True
smoothie,Brazil,0.19526752776005304,-0.05162952633689518,False
smoothie,Colombia,0.16194960109696205,-0.026109090101488056,False
smoothie,Argentina,0.08472342613343001,-0.08026934984804969,False
smoothie,Peru,0.25994035885757966,-0.013085431077559766,False
smoothie,Venezuela,0.27591901001654484,-0.009786573561815769,False
smoothie,Chile,0.07267447039913397,-0.04588975044379851,False
smoothie,Ecuador,0.5015075396788958,0.016103186842760984,True
smoothie,Bolivia,0.011657113581027565,-0.06462483706657034,False
smoothie,Paraguay,-0.11552536623383132,-0.11452758390310885,True
smoothie,Uruguay,-0.3734375196691335,-0.1320979525695819,True
smoothie,Australia,0.07707518914563997,0.061994582991621895,True
smoothie,Fiji,0.20511637140413938,-0.09176606373248117,False
smoothie,Samoa,-0.219103338105228,-0.12022247647535761,True
smoothie,Tonga,-0.8776855393333911,-0.2484956241264037,True
alcohol,Nigeria,0.3254271681693662,-0.1932709310277631,False
alcohol,Ethiopia,-0.41451629119055605,-0.422012886479995,True
alcohol,Egypt,-0.40796056136749465,-0.3106331717874587,True
alcohol,Congo,-0.022499995944777803,-0.3150001581521715,True
alcohol,Tanzania,0.05170909530283513,-0.3199697376107494,False
alcohol,Kenya,0.19824012517929968,-0.276304408425947,False
alcohol,Uganda,0.15908354951878406,-0.23890497810484773,False
alcohol,Sudan,-0.2958355083552208,-0.19903447574723956,True
alcohol,Algeria,-0.5241696549420084,-0.36635716325886747,True
alcohol,China,-0.2801742583481921,-0.33031181853829816,True
alcohol,India,0.001950883848991051,-0.2974934144164828,False
alcohol,Indonesia,0.2165798233735446,-0.25089831789001416,False
alcohol,Pakistan,0.2882822491911422,-0.26400170421974445,False
alcohol,Bangladesh,0.31153379757956456,-0.21297208130596518,False
alcohol,Japan,0.20963869834825197,-0.3342744531593175,False
alcohol,Philippines,1.4098644441409782,-0.07810705536104622,False
alcohol,Vietnam,0.27022121508339486,-0.22930677880240624,False
alcohol,Iran,0.20762162266387454,-0.2661466602070564,False
alcohol,Turkey,-0.5088902681505866,-0.4461513497466099,True
alcohol,Russia,-0.0375405740295178,-0.40939483723299275,True
alcohol,Germany,-0.06902865854900574,-0.4379982454276899,True
