sport,occupation,direct_correlation,indirect_correlation,same_correlation
volleyball,chef,0.40922927935897574,0.20821464034350495,True
volleyball,coach,0.11225661590913985,0.06106251327902851,True
volleyball,cook,0.2304002976782542,-0.16644532293063735,False
volleyball,dancer,0.14960227929332318,0.3219738773713937,True
volleyball,designer,-0.09339939918358932,0.21186631088624325,False
volleyball,developer,-0.24794364939240185,0.08804054528602641,False
volleyball,doctor,-0.8536361837487247,-0.4093278139377777,True
volleyball,economist,-0.2126788706370506,-0.24816088299481914,True
volleyball,editor,0.06532149075835947,-0.0518253873183635,False
volleyball,engineer,0.356467325600579,-0.22071335438134052,False
volleyball,farmer,-0.06333855642703391,-0.3435950967519825,True
volleyball,filmmaker,-0.42720846817319946,-0.08511398422399184,True
volleyball,housekeeper,0.18296401914341298,0.06453913396086779,True
volleyball,journalist,-0.3783555775059062,-0.19951094770242586,True
volleyball,judge,-0.2006568480134663,-0.37878633441286885,True
volleyball,lawyer,-0.656641953009597,-0.17709436113992139,True
volleyball,librarian,-0.20403743813970482,-0.017108463722406528,True
volleyball,magician,-0.8242032363707303,-0.23490108214861433,True
volleyball,mechanic,0.2064992905077963,-0.1400559259311554,False
volleyball,musician,-0.8777444986986173,-0.04575435225259081,True
volleyball,nurse,0.12319916880778076,0.2170150213271584,True
volleyball,painter,-0.31949602062959126,-0.3858137962905919,True
volleyball,philosopher,-1.1327129307477777,-0.49752054895613845,True
volleyball,photographer,-0.14425166298786446,0.04494668234909057,False
volleyball,pilot,-0.18211665986522232,-0.06489867674171833,True
volleyball,policeman,-0.28023096522786844,-0.2845863020575583,True
volleyball,politician,-0.4394494266296885,-0.22365763329777885,True
volleyball,professor,-0.7478400097261924,-0.30660835186964336,True
volleyball,programmer,-0.14741904903989342,0.2155110225757182,False
volleyball,psychologist,-0.9866342058415877,0.03858169872768379,False
volleyball,scientist,-0.9997270362353513,-0.40699093927785307,True
volleyball,scholar,0.4923679925346338,-0.3384246486328913,False
volleyball,secretary,0.12076103159492171,0.03445868765183962,True
volleyball,server,0.4510310286809411,0.33614817075464487,True
volleyball,singer,-0.7396612393568545,0.07682241378430571,False
volleyball,soldier,-0.5211866203867137,-0.26339794458087795,True
volleyball,surgeon,-1.2642710319930373,-0.3203186859808933,True
volleyball,teacher,-0.2348446785941446,-0.16521636974535853,True
volleyball,therapist,-0.8735144794666903,0.36722339058409714,False
volleyball,translator,0.024065359559590837,-0.37632048969779613,False
volleyball,waiter,0.4450562631512642,-0.0969365095079079,False
volleyball,waitress,0.5809080997387509,0.33302563452535705,True
volleyball,warrior,-0.5079094592826346,0.03270277619403483,False
volleyball,writer,-0.26715655304055985,-0.1290893799064118,True
table tennis,accountant,0.6401276479735912,0.15106028273629094,True
table tennis,architect,0.17279059916475117,0.025379681480603253,True
