index,country_isomap_x,country_isomap_y,country_tsne_x,country_tsne_y,country_umap_x,country_umap_y
football,-1.3658343467892018,-0.2007257536373412,94.12935,-74.36776,8.632475999999999,8.478408
basketball,-1.327305916498411,-0.13569390332439488,113.15521000000001,-57.644830000000006,8.309167,8.198861
cricket,1.3511424138610513,-1.1181596989185971,-117.93611999999999,-72.927376,1.9849505,12.674655
hockey,-1.6740113571136708,-0.2138725693558389,137.8515,-81.84431500000001,8.929634,7.9494419999999995
tennis,-0.08039736344405367,-0.006818850028090642,-66.89013,45.660763,3.6655812000000005,11.640295
volleyball,-0.6614126744654997,0.6327195063830332,56.06604,76.594734,5.959176,9.791718
table tennis,3.2815243648763195,-0.07335817231003681,-201.89479,-66.478065,0.8349941999999999,12.01971
martial arts,0.13438529100119584,0.7189804210522588,-36.981556,124.99224,4.9865346,11.320758999999999
baseball,-1.4739114313785766,-0.08280279769500072,112.26688999999999,-95.40939,8.596252999999999,7.861399700000001
american football,-0.4620544334272885,0.3248637838295231,-15.016534,58.424942,4.3222375,10.620588
rugby,-1.8824099006630488,-0.31543206395319723,161.3362,-58.18575,9.01425,8.32048
golf,-0.11835120746971925,-0.9711310748792292,-22.993873999999998,-65.7755,3.016657,12.430898
athletics,-1.2329296240013965,-0.19483718473491385,79.61586,-45.611247999999996,8.082879,8.596752
badminton,2.0734453093945246,-0.6098800949286655,-157.16565,-51.905120000000004,1.497379,12.26375
boxing,1.115297428476142,-0.04868382021010445,-113.47918,-5.044242,2.2521627,11.904772999999999
Formula One,0.2708739199385653,0.452427366177233,-66.316216,105.9634,4.477705,11.790494
MotoGP,-0.3394105108969385,0.8436665916255559,-1.023113,111.48921999999999,5.2127523,10.768322999999999
cycling,-0.144877085647065,0.30631424151599035,-75.78811,80.81851,4.409164,12.146785000000001
swimming,-0.7985987180156585,0.418911181657346,65.110916,47.92682,6.307976200000001,9.481902
snooker,0.776081352252575,-1.1874464457197202,-93.37269,-77.64471999999999,2.3083076,12.732983
shooting,-0.8923311968029578,0.11091080506093437,79.51778399999999,-6.2055607,6.938959599999999,9.340575
gymnastics,0.30220249258326826,1.6589265637544892,-61.730343000000005,151.32231000000002,4.807321,11.689397
handball,2.3956510881301605,1.1981700586610853,-207.34671,-27.470084999999997,1.1594551000000002,12.026388
wrestling,-0.29568898185671466,-0.20257087731756634,-39.064194,38.54541,3.76192,11.071521
skiing,-0.8047284512606218,0.39350234371409815,45.84774,31.591371999999996,6.3856244,9.971635000000001
horse racing,0.26711763920287257,-0.18988907478210024,-82.06470999999999,21.75354,3.193867,11.791031
horling,2.399895529075488,0.04881577505128725,-183.69391000000002,-43.248065999999994,1.0467802,11.849857
pickleball,0.6418928755859409,-0.9371960330856104,-66.23527,-66.97352,2.6059558,12.433034
water polo,-0.5821286772655195,0.3466455041557918,13.608254999999998,87.624275,5.365280599999999,10.250727000000001
bowling,-0.8731278273817613,-0.9663557277582208,16.838028,-66.275536,8.166442,8.881609
