country,beverage,direct_correlation,indirect_correlation,same_correlation
Nigeria,water,-0.1784815808712817,-0.03891754598658691,True
Nigeria,coffee,0.9756752215564862,0.05622774000471741,True
Nigeria,tea,0.6898558325650749,0.1729999897916103,True
Nigeria,juice,0.4470463205100492,-0.013498330239795648,False
Nigeria,milk,0.270067300287355,0.12363289284346367,True
Nigeria,soda,0.06335758131364426,-0.18475768179202187,False
Nigeria,alcohol,0.4544227044999749,0.01062555307432019,True
Nigeria,liquor,-0.5545925796489405,0.09962280895941333,False
Nigeria,beer,0.018772233634276728,-0.028863252303735796,False
Nigeria,wine,-0.6772374947176768,0.07545571396968209,False
Nigeria,vodka,-0.637943560891137,0.039533696647588754,False
Nigeria,whiskey,-0.1934212191261642,0.022623050888776492,False
Nigeria,champagne,-0.16549361462162385,0.14471216536674497,False
Ethiopia,water,0.8760294569630719,0.18784598994002064,True
Ethiopia,coffee,1.5584207549009832,0.12369473770534023,True
Ethiopia,tea,1.1444798742526368,0.25356565071739695,True
Ethiopia,juice,0.11497719324631206,0.08908746293644378,True
Ethiopia,milk,1.425730390836372,0.2265651972821434,True
Ethiopia,soda,0.15298512129299363,-0.21317203497513362,False
Ethiopia,alcohol,-0.10755578308092545,-0.04178469668929726,True
Ethiopia,liquor,-1.054292693671981,-0.14235253652114543,True
Ethiopia,beer,-0.727612105652432,-0.27174861996231536,True
Ethiopia,wine,0.14098660078544994,0.316109872391775,True
Ethiopia,vodka,-0.73211800143686,-0.062116829998481324,True
Ethiopia,whiskey,-0.8598425416372383,-0.2137924575778331,True
Ethiopia,champagne,0.25414851817630785,0.2674111251480632,True
Egypt,water,1.708818799748856,0.23660142311554425,True
Egypt,coffee,-0.05102557752740127,0.06330615620300009,False
Egypt,tea,0.9396582420023151,0.14987480417270857,True
Egypt,juice,-0.2849653898258888,0.1471006084349508,False
Egypt,milk,1.0275889683818924,0.13373093835158278,True
Egypt,soda,0.3450173142360969,-0.05451779229846331,False
Egypt,alcohol,-0.19656765007930285,0.009797264087847543,False
Egypt,liquor,-0.687202917158392,-0.1305160007352853,True
Egypt,beer,-0.7019566977847395,-0.2760458048218756,True
Egypt,wine,0.8572639247499713,0.2985898160903395,True
Egypt,vodka,-0.7947276619676632,-0.002870921707592974,True
Egypt,whiskey,-1.0943464694303444,-0.21360581031270737,True
Egypt,champagne,0.598363459519308,0.24538249369885728,True
Congo,water,0.6107897083662126,0.015591407021165479,True
Congo,coffee,1.5496250142532424,0.0747605903800109,True
Congo,tea,0.4998984349230638,0.19391872620216538,True
Congo,juice,0.6275238267806247,0.02000004709711118,True
Congo,milk,0.28594007172744607,0.1510093271112322,True
