index,country_isomap_x,country_isomap_y,country_tsne_x,country_tsne_y,country_umap_x,country_umap_y
accountant,-0.5734974147009704,-0.7603799924380763,-23.441036,173.9274,10.634207,7.4584846
air traffic controller,1.7075886045695057,-0.41261370872399267,-69.56242,-150.07556,4.7747083,5.526057
architect,-1.6896704469789536,0.6539414372457464,97.256424,100.16503,10.396099,4.50918
artist,0.41098479449920405,1.3114646220711064,-126.79634,29.509354,4.303376,1.9557836
attorney,1.634485963120719,-0.5978205855449606,-74.33044,-173.06546,5.111096,5.6054473
baker,-1.3943640265514585,-0.14093414179289857,134.07999,150.22078,9.033921,5.642935
banker,-1.31524106215917,-0.5595257599105924,62.85387,183.91818,10.427719,5.540166
bartender,3.034314446795931,-0.4115998592884402,-202.8087,-176.55008,2.5554297,6.368442
barber,-0.8910253652268288,-0.444310495869006,13.869042,-19.335562,11.144319,6.0993943
barman,-0.043763309088498126,-0.8484334856844123,44.114742,-66.19191,12.502815,5.8228946
barmaid,-1.3683888692741104,0.46622960656209295,165.1769,133.79926,8.6638975,5.5330005
bookkeeper,-0.9524971238563443,-0.4958392961639245,52.24732,148.98865,9.983013,6.378204
broadcaster,-0.07904044402508102,-1.044966573766113,81.48007,-105.42001,12.437428,6.630901
builder,-0.7651007733815282,-0.6902276449108179,3.5874624,-31.915981,11.29897,6.3544636
businessperson,-1.7665562203433145,-0.7964728401262076,77.88323,195.69029,10.241941,5.793425
businessman,-0.7163706042898792,-0.0943241201926049,13.391211,31.868826,11.80281,4.865855
businesswoman,-1.0034680954290762,0.5821724960043521,173.7056,121.61983,8.870672,5.389692
butcher,-0.7385137313410712,0.2700506420880287,68.136635,20.399595,12.392248,4.2480903
captain,3.0007299768179543,0.2951102543449782,-203.00317,-86.50893,1.672882,5.6905055
carpenter,-0.8607082966272958,-0.17603938902679603,6.6289897,-9.236539,11.297043,5.7999473
cashier,-0.8518650635381743,-0.5962025315551642,168.62473,-5.8648696,10.934526,7.025245
chef,0.9878794785388785,1.6432346920093566,-148.28006,14.501165,4.426274,2.159744
coach,2.8346276155332415,-0.126213934583508,-205.90419,-121.15113,2.30125,5.752557
cook,-1.5008177986155784,0.31765038805899193,161.28387,146.92873,8.632497,5.344754
computer programmer,1.7825564342631324,-0.18877053972415317,-87.281586,-150.54172,4.2346325,5.5953965
dancer,0.4376357429282801,1.7983501257135044,-143.87375,35.336926,4.4427757,1.9084063
dental hygienist,-1.1057168863048337,-0.7546316433047875,156.91728,-8.921871,11.005624,6.660541
dentist,0.14893999343795913,-1.0202906334325859,52.493767,-107.05961,12.533439,6.4126787
designer,1.5029368064080475,1.8567582944117509,-161.88516,5.450314,4.2465954,2.374815
developer,2.646284146952652,-0.14338994722164786,-197.07088,-145.05746,2.6921585,5.9377437
dietician,-0.4659213175296528,-0.4794396248700794,-33.301243,191.86035,10.785021,7.326457
doctor,-1.2357981082883924,-0.06786569400714679,62.928448,78.40713,10.739784,5.3595824
economist,-1.2554821260137587,-0.03219768062996908,66.827736,89.67581,10.631869,5.270328
editor,0.7599555710163683,-0.7869834198155035,58.784782,-189.4299,2.3737643,2.4655378
electrician,0.2786607561013374,-0.9738431067208205,48.06403,-118.14177,12.645872,6.5948896
engineer,-0.7153882413534891,0.19966500298256448,3.0214062,43.078583,11.613871,4.5136075
farmer,-0.9275118101075202,0.20182329860167922,79.34159,30.032312,12.016803,3.971909
filmmaker,2.844888694240795,0.04857152200712833,-219.59283,-100.18892,1.8938788,5.8231416
financier,-0.723681939840275,-0.23582209972651366,25.391201,26.133467,11.932805,4.9697223
fireman,1.864870891184778,-0.533199512222078,-62.56711,-129.3381,4.623464,5.378174
fisherman,-1.106238532362181,0.8143993031943134,-17.762884,49.3334,11.592295,4.0146103
flight attendant,1.4613107011796511,0.6108302087703579,-128.98701,-42.556843,4.146932,3.2193549
gardener,-0.1652588095737216,-1.1013588394669491,76.34076,-93.97413,12.467677,6.3458705
guidance counselor,2.8716184010553363,-0.294866341510909,-174.2051,-166.10909,2.938777,6.1834908
hairdresser,-0.5614744245701501,-0.7773981548820011,-48.057552,198.84349,10.707449,7.5095215
homemaker,0.11396337127173203,-0.36855928095020435,89.936806,-167.22308,2.5962386,2.2022846
housekeeper,-1.5708320115013363,0.10086739838046338,154.98439,161.0479,8.788267,5.131903
interior designer,0.45053373596749385,1.2285085385192525,-119.835365,20.267462,4.214856,2.0904584
jeweler,-1.801124089462452,-0.08380397125070753,158.89041,180.81908,8.813517,4.782709
journalist,-0.8727052855880755,0.3941100486412861,156.92252,81.39196,9.424618,5.3812857
judge,-0.8744627804252745,-0.1341211298269933,18.604631,59.714138,11.353899,5.1839604
lawyer,-0.41367096786676444,-0.8322375763028879,10.899365,209.52188,11.901896,5.471841
librarian,0.3488488824543123,-0.44422772797985777,90.67186,-181.76607,2.4525237,2.1830392
maestro,-3.1151776041230446,1.5170059666208495,245.51839,199.32318,9.474941,3.9506156
magician,-0.4805159998105771,0.9613310996652159,62.654045,2.3373172,12.3692875,4.241775
mason,-1.3805678769974548,0.3826843385758666,84.24285,47.410496,10.74688,4.1469197
mechanic,1.186264289373259,-0.7765714189154069,-31.441696,-143.98792,4.889495,5.0914617
musician,2.7851592213313303,0.02816078809971524,-204.61977,-101.749176,1.9241621,5.794208
nanny,0.3411807046519411,0.6946127067027565,-95.69148,0.06929734,3.5464091,2.4931986
nurse,0.8433434226713021,0.5528963717113469,-108.36835,-21.893383,3.8841007,3.0505273
nutritionist,-0.3617587432168212,-0.5608482151961285,-38.78394,181.25607,10.9879875,7.346461
optician,-0.9206067976314437,-0.5878625308950278,39.17068,143.11128,10.70559,6.3644133
painter,-2.97157300066072,0.47674928153926666,216.9707,199.61694,9.304477,4.2127633
pharmacist,-1.3169555020008012,-0.7241374956761135,64.2059,170.83043,10.2204075,6.014585
philosopher,-2.0363833750707196,0.4762409289394331,3112.1206,-3.4720166,9.949117,4.0657463
photographer,1.7960794660896837,0.25551678533587774,-100.58656,-141.86519,4.002722,5.2718325
physiscian,-2.742298477018464,-0.05832020865873296,201.53723,196.63818,9.082775,4.411049
physician's assistant,0.2679080307116186,0.2761296153839779,-83.19157,-4.5373435,3.0675943,2.4619472
pilot,2.3747336536611776,-0.3849713849261167,-209.86656,-145.5107,2.7211392,5.828419
plumber,1.5622958466478003,-0.6955355931888313,-59.25396,-176.31177,5.190314,5.5188737
police officer,0.6601644878894118,-0.9275111612877259,-16.497305,-142.2824,5.1126285,5.017724
policeman,-0.3935072286137922,-0.832197653678569,41.94693,-51.59466,12.345714,5.656545
politician,-1.4532785620995832,-0.09460617583510034,84.95623,103.62799,10.566034,5.001257
postman,-0.5485274082934276,-0.36469559087047665,38.27161,-34.000233,12.303549,5.042743
professor,-0.7283484109520761,-0.6258764690137608,-159.19043,-669.9017,11.640901,5.3994293
programmer,2.3669783844039327,-0.1416389814543151,-185.20572,-127.583374,2.6002955,5.741067
psychologist,0.41696842306289383,-0.7786848742472283,77.36399,-189.1943,2.3476713,2.3709528
receptionist,0.40697330808031157,-0.502907632213395,75.24844,-173.19136,2.5525608,2.2565906
salesperson,-1.4441010986539342,-0.449051379864839,103.35046,176.76515,9.707536,5.9819875
scientist,-1.0455421556233928,0.7666386034257955,91.406654,19.046808,11.989375,4.0352764
scholar,-2.1712789528916385,0.47280822983240556,-2163.0215,-13.637739,10.0276375,4.055768
secretary,-1.317538420333763,-0.26750532180194775,105.67457,165.0562,9.5701,5.8346534
server,3.499261364317767,-0.11815496623188486,-213.44304,-183.49698,2.395887,6.2205267
singer,-1.58915756703687,0.9146117564601215,147.4841,121.09692,8.660996,5.4882097
skipper,1.5936693272219424,-0.5244226765700641,-55.408566,-145.65825,4.5340247,5.275954
soldier,2.6516488455189,1.7771465174232723,-207.95941,-57.763336,1.4520469,5.6023345
socialite,-0.4176483123940725,0.5849716204946508,170.76582,84.05516,9.423467,5.3781586
stylist,1.215047670120073,1.1223215103668183,-136.72574,-22.880856,4.2062354,2.8542213
surgeon,-0.645878714461385,0.17311658978901728,46.311317,14.69903,12.316737,4.4720497
teacher,-2.1412350663761677,0.04933982951901533,176.46275,184.63992,8.765049,4.7207184
therapist,2.4184977348357624,-0.30829207394197733,-163.07394,-149.26884,3.1668966,5.912022
translator,-3.107808469011751,0.6406268074445632,230.81087,201.00256,9.5494175,3.9384964
undertaker,-0.5192956771163753,-1.1786201745108358,85.27705,-80.15814,12.31595,6.2155514
