index,trait_isomap_x,trait_isomap_y,trait_tsne_x,trait_tsne_y,trait_umap_x,trait_umap_y
accountant,-3.746191987332322,-0.15713745562058662,-109.11923,209.00499,12.649137,2.4130363
air traffic controller,0.2501730692432093,2.645236501811178,-245.192,-133.92632,12.172226,-0.73707426
architect,-3.527815642137188,1.7701590611421298,29.602835,213.8433,11.854055,4.647507
artist,6.394434389834818,2.128936327177788,-53.628296,-135.59117,2.2704964,2.2288296
attorney,-1.5390119698862166,0.9202443641802835,-203.02092,-98.191635,11.936065,-0.2199162
baker,-1.1932632377843162,-5.376490597750487,31.426292,-21.39191,3.7223861,6.7502947
banker,-4.703277844471187,0.9890128213692418,-1927.6993,5391.072,11.942764,2.9652724
bartender,6.512692169940354,2.881140888793989,-112.732376,-233.46376,1.7638096,2.4002564
barber,-4.540800763104662,0.2660914216310389,1763.3535,-3066.3428,12.636629,3.114452
barman,-2.5579563613418146,2.34739611445458,-77.50923,313.68143,11.748268,1.8237611
barmaid,2.423614499645819,-5.320321128136301,77.732124,-97.428055,3.3571415,5.5889697
bookkeeper,-1.9284272765232078,-5.398832979457158,20.396408,-0.52951664,4.0798507,6.705617
broadcaster,-3.875598454015015,0.15586344466216664,-133.29913,222.83614,12.702669,2.2287364
builder,-3.699156950895515,1.016865487818981,-28.92429,-417.50385,11.294174,2.8732595
businessperson,-4.108532727449986,0.5466974892196322,-87.65765,220.20276,12.476741,2.608943
businessman,-2.8296862546739265,3.465140181728113,96.78668,125.5858,11.908098,5.40691
businesswoman,4.020002084273886,-4.383137034493626,87.69502,-124.780716,3.3833015,5.0028405
butcher,-4.579928320283917,1.8909412929903782,56.9711,379.30502,10.607986,3.6482227
captain,0.9325533578659937,5.28092272395456,86.19763,-260.79126,6.413144,-0.67245734
carpenter,-3.8366811005776205,1.4770915263769664,-10.1922865,335.50494,11.090902,2.8813465
cashier,0.06032861473030302,-4.9326225878594,137.53146,-12.693841,4.587635,6.2556767
chef,7.410902723122696,0.997560596794532,-67.572754,-188.02219,2.316232,2.7111611
coach,2.287459265425874,4.494773426220644,44.970165,-327.84293,6.119386,-0.55116886
cook,0.3948099742545927,-5.570283095736499,61.223896,-60.46879,3.4530885,6.4450526
computer programmer,3.6123797822962183,4.32353688218784,180.41132,230.2224,1.9921063,1.6612068
dancer,8.98526497790612,-1.5824471770145458,-102.300934,-153.15805,2.3162658,3.1068478
dental hygienist,-3.9888994251078604,-0.0955151915574344,-109.84697,185.69173,12.970391,2.6186843
dentist,-2.582126640896424,1.1002886828898533,-96.448326,285.06583,12.101761,1.9311657
designer,8.907538866906116,0.811167578190794,-108.469185,-179.69174,1.9916785,2.9720106
developer,2.806509531657198,5.049372584548062,4.56707,-318.10352,5.9153886,-0.35935745
dietician,0.131425941734346,-4.1057760663938705,176.9568,-35.470215,5.008392,5.84738
doctor,-4.036898805043836,-0.7277756953623513,-47.705734,184.34789,12.948184,3.416553
economist,-4.111353722761755,0.8271788939071343,-7.7068563,214.27748,12.198157,4.0484
editor,-0.5969184372746484,-1.8362348417469976,179.88829,-93.76945,5.5007215,5.1985254
electrician,-2.818855730985883,0.10730864270504262,-110.58055,266.62997,12.366848,1.9082826
engineer,-2.640134523797366,2.7452890455925116,81.53821,141.91663,11.634087,5.2407823
farmer,-4.400986086309199,1.4876159013395387,76.95438,382.01886,10.41834,3.7401
filmmaker,4.126859644296925,5.12322276375106,-14.956687,-338.5164,6.036307,-0.17050228
financier,-3.861400664462319,2.499374757531342,74.27823,114.786385,11.625901,5.2777367
fireman,-1.041992425004499,3.227469091856765,146.13815,75.89534,12.454285,-0.36731791
fisherman,-3.7507286677174343,3.238270773825675,53.984646,166.7376,11.516197,5.2533183
flight attendant,7.493617063488737,-1.1298393065911025,-21.971878,-177.38863,2.690523,3.2279346
gardener,-3.715549079568046,0.7411090144907396,-12.666362,302.45148,11.399425,3.1527865
guidance counselor,5.484813369859342,2.7891214329338725,-76.74438,-243.44252,1.837171,2.147691
hairdresser,1.403815994799076,-4.034933833875243,265.1837,-10.201893,4.357626,4.8726177
homemaker,0.7555370521884144,-4.505356420938404,163.32051,-13.17754,4.6302433,5.990559
housekeeper,-0.537818746751367,-5.670889638842404,48.198772,-39.159092,3.668018,6.6539807
interior designer,7.558938181169388,0.2540611345578983,-50.428986,-156.21631,2.4429433,2.6193893
jeweler,-4.394622807123719,-2.1142822329752966,-73.156204,107.939156,13.601305,3.2506514
journalist,2.0454096725730646,-3.6569865620810025,286.0744,-25.686079,3.9514673,4.7438903
judge,-5.234806013581226,0.4927275348314252,-181.33311,202.792,12.156698,2.9699342
lawyer,-3.158864215638434,0.5343770466598332,-96.78606,250.50244,12.397262,2.0784943
librarian,1.3923829051022267,-4.376094588297436,242.87029,-1.0316864,4.3916707,5.14621
maestro,-0.6588407992454292,-0.7528045294186332,-172.90477,20.59388,8.947855,4.933689
magician,-1.5004327177253935,0.01695289762657298,-188.74416,41.8806,9.163599,4.730832
mason,-4.557533838478508,0.9530955347578609,-415.33923,-188.64624,10.5573,3.8432777
mechanic,-1.1250649258857583,2.257448601570795,192.12589,-159.95796,12.316881,-0.23500103
musician,2.2289834832701163,4.869066010628767,27.68572,-312.10907,6.17512,-0.6135659
nanny,5.754725268858108,-3.982145955782828,55.21365,-154.03194,3.0231857,4.2116942
nurse,6.414805140198086,-3.2405636520997962,34.061386,-164.27957,2.9697049,4.0616274
nutritionist,0.20106308753018076,-3.4495950610365265,200.12785,-42.599293,5.093341,5.4609876
optician,-4.814660439166883,-0.5518596684557412,-97.24527,161.94122,13.11403,2.9454486
painter,-3.1192874793238308,-3.4996018271746716,-58.895363,62.44357,13.755597,3.4727416
pharmacist,-5.113710802730426,-1.1598141037717105,-92.77787,136.59898,13.289707,3.042128
philosopher,-2.9462211995464034,1.3228945653535675,-230.60843,31.276482,9.632147,4.321214
photographer,4.525695468877804,3.7325599843313704,-116.45051,-282.37592,1.9442953,1.8318563
physiscian,-4.356532591277113,-2.8372362489053495,-62.979034,81.66839,13.694197,3.3912618
physician's assistant,1.8370396200073253,-4.298400367611415,235.54137,16.492231,4.3028073,5.0975084
pilot,1.7932876051103004,3.884296249402959,57.3821,-310.78735,6.3533545,-0.5860172
plumber,-0.6826146206648488,1.094538312633545,-203.99289,-120.22368,11.917009,-0.3936499
police officer,-1.2023150477494382,2.0108919101188656,-173.50217,-101.93669,12.257034,-0.2141397
policeman,-3.8283173672364232,1.6465980916706158,-28.183992,316.97217,11.071398,2.9272962
politician,-4.576675945665492,1.0127108788454342,1.4310694,194.2011,12.044927,3.9547842
postman,-3.7444278647977454,2.2195095877986506,-22.990353,357.90732,11.095304,2.6881454
professor,-3.5055631974860284,0.46558912047377904,-28.379478,215.64629,12.398302,3.4778538
programmer,2.945647719647394,4.943262874615504,8.598651,-339.60843,6.0294943,-0.30154592
psychologist,-0.1480952606053946,-3.0757250764839004,189.64548,-66.98954,5.367705,5.308243
receptionist,0.6423486267370436,-3.775466974168522,213.97571,-18.937305,4.6280828,5.3294435
salesperson,-0.08470590038794197,-5.1786115604284415,112.631294,-12.113644,4.4399843,6.3797464
scientist,-1.8091635296917947,2.811936667710458,-209.76114,52.98375,9.412437,4.500323
scholar,-1.6236191512610274,-0.5668334097085213,-216.00374,16.390097,9.352247,4.5581527
secretary,-0.2749092314724461,-5.3778080827540435,94.3775,-19.227783,4.3114567,6.3984942
server,7.46712632016832,3.0571531967138754,-123.25727,-204.16249,1.9270416,2.8540647
singer,4.1904725698272065,-3.581364394767043,298.73654,-64.60346,3.675838,4.7629504
skipper,-0.4307914837870689,1.4714437403262124,-227.8341,-145.51648,12.123521,-0.813905
soldier,0.892781404044657,5.82309864397402,107.93397,245.7418,6.5980253,-0.5605738
socialite,3.0557220622399397,-4.447448183508038,273.39352,-59.4282,3.778041,4.879998
stylist,7.650706824213519,-0.24275219171254317,-44.22468,-183.82008,2.4843624,2.8924441
surgeon,-3.136856025377066,2.8929984886141593,79.86831,160.6254,11.694624,5.1622105
teacher,-0.6419949737389086,-5.846289579528765,56.030766,-19.944584,3.5411947,6.5771637
therapist,6.392887853044094,1.3678368048701812,-61.189785,-227.5616,2.139054,2.4303365
translator,-0.32739435131726236,-2.50269953324694,-181.07358,2.9392655,8.977129,4.8941584
undertaker,-4.5290685816197485,-0.06089425834232074,144.69722,174.42007,13.269347,3.3251705
veterinarian,-1.1508112145462626,-0.13001886835390727,147.72784,-128.8848,11.737909,-0.31729499
videographer,4.9818479867274945,3.530874405165342,-93.44018,-256.9105,1.7778982,1.9923438
waiter,-0.6746556892403469,2.613632626636095,-232.92165,-172.49843,12.227076,-0.9450678
waitress,6.883201913505883,-2.529848595932629,12.758288,-169.99135,2.8217375,3.7912745
warrior,4.216980050095656,6.704314030962151,-56.65257,-345.68484,6.457799,-0.2257276
writer,0.6357629761080537,-3.2655300990039295,217.11928,-72.153175,5.202183,5.3349376
