country,yob,direct_correlation,indirect_correlation,same_correlation
Nigeria,1920,0.4642299456388278,0.17072424434139544,True
Nigeria,1921,0.5423720442534731,0.1788458001297667,True
Nigeria,1922,0.43350458402713016,0.16346226998733632,True
Nigeria,1923,0.49399579535423066,0.16675563852224598,True
Nigeria,1924,0.3291878779445588,0.20699890513573624,True
Nigeria,1925,0.45181769163506197,0.18727264676217437,True
Nigeria,1926,0.5064175475537405,0.2120061514218673,True
Nigeria,1927,0.46886917633502395,0.16767610263466304,True
Nigeria,1928,0.10256686580410006,0.19652698858914505,True
Nigeria,1929,0.36916082004171785,0.18407728064432416,True
Nigeria,1930,0.5773128467659262,0.19667512352842256,True
Nigeria,1931,0.1358164365031823,0.16686355805521125,True
Nigeria,1932,0.20543544743950562,0.2044921611328625,True
Nigeria,1933,0.28464843628508546,0.20468051141678809,True
Nigeria,1934,0.30097533917058666,0.22140655619736807,True
Nigeria,1935,0.4280428669756145,0.22021456380137222,True
Nigeria,1936,0.17606260740637095,0.18893604283161447,True
Nigeria,1937,0.0987504063770277,0.1971777175628142,True
Nigeria,1938,0.06584358028829541,0.18695745505246614,True
Nigeria,1939,0.05876433193339796,0.14635289830936404,True
Nigeria,1940,0.10693378773186,0.12403018839844278,True
Nigeria,1941,0.2887965960490139,0.11881266401273045,True
Nigeria,1942,0.21461367057489678,0.13681852794659075,True
Nigeria,1943,0.35475135078282116,0.12457607429001308,True
Nigeria,1944,0.08400319913820674,0.12166273977939211,True
Nigeria,1945,0.24009925559058828,0.10237189306206798,True
Nigeria,1946,0.34452462828112523,0.14370132057694487,True
Nigeria,1947,0.3087780857897508,0.15437263397809267,True
Nigeria,1948,0.145268438527388,0.14057245535594937,True
Nigeria,1949,0.20377403632138236,0.11496325454120473,True
Nigeria,1950,0.6683073582111939,0.08564199731126565,True
Nigeria,1951,0.4487522542576611,0.09833675103244219,True
Nigeria,1952,0.240218465748608,0.10705218107766368,True
Nigeria,1953,0.25389987075264975,0.09316636252594396,True
Nigeria,1954,0.6796958381177097,0.10153132884278541,True
Nigeria,1955,0.4955602819485822,0.07388344451524044,True
Nigeria,1956,0.40732354613567734,0.07848090013002736,True
Nigeria,1957,0.5653351730454688,0.05734705031985411,True
Nigeria,1958,0.2911799903276895,0.08249127777218222,True
Nigeria,1959,0.32952928401243264,0.037079917446122976,True
Nigeria,1960,0.7460469771486441,0.07686826812477689,True
Nigeria,1961,0.6246464258359155,0.10784902864812296,True
Nigeria,1962,0.4682293467593405,0.052075894978796375,True
Nigeria,1963,0.6043972598933166,0.044793246232958495,True
Nigeria,1964,0.4326165983867882,0.028087665325539742,True
Nigeria,1965,0.3572875725066893,0.05755008421768102,True
Nigeria,1966,0.6209474507156811,0.03671874440513916,True
Nigeria,1967,0.532571355231776,0.014723988976046522,True
Nigeria,1968,0.016396757888299127,-0.005380678083067138,False
Nigeria,1969,0.13059224367053426,-0.016566073085727065,False
Nigeria,1970,0.3957777839399051,-0.040591273909434934,False
Nigeria,1971,0.204341711115687,-0.05554362416149123,False
Nigeria,1972,0.2708626628115949,-0.02597003540918823,False
Nigeria,1973,0.2783818485785351,-0.02611988894062585,False
Nigeria,1974,0.49773012487887885,-0.008429338912135534,False
Nigeria,1975,0.5251459796829657,-0.0707469842672634,False
Nigeria,1976,0.49426979072041805,-0.06146336391456412,False
Nigeria,1977,0.2832350530128326,-0.05579194959966677,False
Nigeria,1978,0.35295867617360294,-0.06091546398690245,False
Nigeria,1979,0.4086433494284833,-0.10794906304872795,False
Nigeria,1980,0.5423114962666081,-0.1448419338658464,False
Nigeria,1981,0.39255746300720346,-0.10001854124147813,False
Nigeria,1982,0.2884783722171226,-0.09598223663286184,False
Nigeria,1983,0.5930630893783877,-0.09176366536151986,False
Nigeria,1984,0.12625026992768623,-0.07250969211526609,False
Nigeria,1985,0.6105593858136187,-0.0907464442137464,False
Nigeria,1986,0.5403924922239505,-0.11454872887639025,False
Nigeria,1987,0.4481290488553674,-0.08833152617812323,False
Nigeria,1988,0.2445863340660854,-0.102082333986494,False
Nigeria,1989,0.10675709614869704,-0.13681445710085532,False
Nigeria,1990,0.39102518676451864,-0.1406829485930248,False
Nigeria,1991,0.35904922839291953,-0.14690488763858933,False
Nigeria,1992,0.3540212780456695,-0.12336837748669555,False
Nigeria,1993,0.4838098821831173,-0.11251500575183107,False
Nigeria,1994,0.5332019374446874,-0.12319675867074503,False
Nigeria,1995,0.5946280837035943,-0.16299332514374695,False
Nigeria,1996,0.5692092685479232,-0.11761114332546127,False
Nigeria,1997,0.3435318264364071,-0.11934033099923946,False
Nigeria,1998,0.44932442722741267,-0.11693963658540833,False
Nigeria,1999,0.5117254070563986,-0.14887855724764348,False
Nigeria,2000,0.3484190709688264,-0.12920818070559711,False
Nigeria,2001,0.04102808933338295,-0.13105888370464855,False
Nigeria,2002,0.19387830049783153,-0.09884048263728852,False
Nigeria,2003,0.27927651338907233,-0.1319792001395388,False
Nigeria,2004,0.06991349140129326,-0.16520334896550262,False
Nigeria,2005,0.18631868530753273,-0.16622592679312864,False
