index,sport_isomap_x,sport_isomap_y,sport_tsne_x,sport_tsne_y,sport_umap_x,sport_umap_y
accountant,0.6610139095447692,-0.26121950245367404,79.96785,-192.6287,11.353068,3.6279593
air traffic controller,0.611687104956721,0.2622470014095719,-81.03476,-179.05472,8.802571,3.936978
architect,0.179591829527105,-0.1457498321358892,28.803745,-65.75164,10.649722,5.3314967
artist,-0.4104199607259631,0.44491921315655447,-79.07105,110.05048,2.3243887,6.9864564
attorney,0.2261937320562954,0.0907349238229069,181.76405,-114.181076,12.055114,6.0620003
baker,-0.4831218069846724,0.06348856102884844,-17.235922,136.49896,1.969691,8.155062
banker,0.2688730263553423,-0.1798258932648951,151.5719,-107.27811,12.024689,5.6918273
bartender,0.4645355265717934,-0.08991117777118063,29.789274,-194.07953,10.901902,3.7355583
barber,0.05339905626452751,-0.3516822813816644,102.1496,-11.335643,14.346353,6.788924
barman,0.4549653763300039,-0.27776773746068995,69.97849,-150.78241,11.375884,4.584423
barmaid,-0.9227258633838848,-0.18097760620467088,15.917296,264.96133,-0.07805538,8.2662525
bookkeeper,-0.4907851917183948,0.21981204746407754,6.364202,132.13362,2.0773954,7.9966264
broadcaster,0.7201508960081131,0.21689240717176916,-91.9297,-186.81891,8.717298,3.864836
builder,0.3120526854497315,-0.2935708639767863,90.78538,-109.5745,11.517953,5.0819807
businessperson,0.7688186361469438,-0.14002772968691765,49.775448,-229.78542,11.228167,3.1409056
businessman,0.4416051070248327,-0.25812333205664695,80.36015,-140.40817,11.329926,4.663669
businesswoman,-0.7996413483006506,-0.193553823503648,5.185937,239.07701,0.41615573,8.354155
butcher,-0.015118118155013679,-0.30045154465973084,117.27353,10.099453,14.323494,7.024735
captain,0.3474097292366462,-0.09591808299389389,183.47762,-136.81168,11.969089,6.125636
carpenter,0.17182265706559782,-0.40140698621102533,110.43496,-50.616653,13.214776,5.8805294
cashier,0.10284229911039011,-0.1488584448612948,3.0011573,-114.76174,14.610102,6.5733333
chef,0.44753091143663837,-0.19763870800142616,95.55827,-203.76587,11.400802,3.7717829
coach,0.881321097644364,-0.103443821581906,44.83861,-274.62167,11.427905,2.5976949
cook,-0.6082579573610354,-0.00989426018678609,-16.467525,150.2726,1.6587996,8.167835
