country,race,direct_correlation,indirect_correlation,same_correlation
Nigeria,Arab,1.1346396547857058,-0.03607435931965767,False
Nigeria,Asian,1.4872637001987574,-0.19904736960764507,False
Nigeria,Black,0.8588281342517649,-0.0729526381099302,False
Nigeria,Hispanic,0.8886700022792507,-0.06653293080325096,False
Nigeria,Latino,1.0071900930848905,-0.028154472034049007,False
Nigeria,White,0.329757253701885,-0.05482409002306779,False
Ethiopia,Arab,1.4326797300792462,0.030645790220749553,True
Ethiopia,Asian,0.8278739729760415,-0.20080399833996454,False
Ethiopia,Black,0.3930048369089876,-0.12421973022650366,False
Ethiopia,Hispanic,0.3000753476850688,-0.10461714651457282,False
Ethiopia,Latino,0.08748465034370653,-0.08814991266011939,False
Ethiopia,White,-0.024066286881208508,-0.11753748620547741,True
Egypt,Arab,2.2983325217018042,0.09827931617727557,True
Egypt,Asian,0.18569278564315972,-0.16241805553918942,False
Egypt,Black,0.4547827208876387,-0.05979826605341662,False
Egypt,Hispanic,-0.3783558018666895,-0.05261097417527707,True
Egypt,Latino,-0.6952710977217704,-0.08884562797083269,True
Egypt,White,0.10475670512918105,-0.032023469697976314,False
Congo,Arab,0.9022813954327793,-0.06869387218576609,False
Congo,Asian,1.0453439091543648,-0.17105245785206255,False
Congo,Black,0.7020654312908896,-0.12180741001483428,False
Congo,Hispanic,0.34019857717938684,-0.009311203294609384,False
Congo,Latino,0.42741512807922594,0.044226913421648965,True
Congo,White,0.25043341980186096,-0.10934530712530481,False
Tanzania,Arab,1.2196605205737372,-0.06455739738604656,False
Tanzania,Asian,1.409030981165591,-0.15084328496980504,False
Tanzania,Black,0.47583591337738157,-0.041369313885932894,False
Tanzania,Hispanic,0.48758402886192187,-0.07627606009116084,False
Tanzania,Latino,0.39160765282244847,-0.06496825448726667,False
Tanzania,White,0.28067830520172754,-0.02526080043702512,False
South Africa,Arab,0.725530930378086,-0.1211265457292871,False
South Africa,Asian,1.3038845637728387,-0.192589166321002,False
South Africa,Black,0.8976910294712721,-0.12359931250685109,False
South Africa,Hispanic,0.7288090546773376,-0.13812935497360482,False
South Africa,Latino,0.8928070116385627,-0.09279264009469268,False
South Africa,White,0.38448207418662206,-0.08409382427740024,False
Kenya,Arab,1.1676378379876622,-0.0699592454810694,False
Kenya,Asian,1.406681216056949,-0.18218236833767654,False
Kenya,Black,0.5807081156023377,0.008597703281388522,True
Kenya,Hispanic,0.5386811821811218,-0.11600453182511705,False
Kenya,Latino,0.5253625407787946,-0.11630720070705824,False
Kenya,White,0.25841366740414873,0.022518300830339174,True
Uganda,Arab,0.8321994839931972,-0.08420322330500057,False
Uganda,Asian,0.9302411229275458,-0.20565272415995883,False
Uganda,Black,0.4334406199639929,-0.09012990989935687,False
Uganda,Hispanic,0.2555984712201667,-0.13772563641221694,False
Uganda,Latino,0.24085635417821577,-0.11669239700002368,False
Uganda,White,0.10121285058074778,-0.06498749015904688,False
Sudan,Arab,2.6957700161847638,-0.008759996172427117,False
Sudan,Asian,1.3511378204023397,-0.16057190569168495,False
Sudan,Black,0.9756922246656187,0.027217971949948183,True
Sudan,Hispanic,0.4746112244673776,-0.11333309805651529,False
Sudan,Latino,0.19518042956093926,-0.13495763329957067,False
Sudan,White,0.6396378432884786,0.052194627453683196,True
Algeria,Arab,2.235051795408878,0.11947350538381205,True
Algeria,Asian,0.8564022687155569,-0.07677404957383557,False
Algeria,Black,0.4792417453637938,-0.1907951534749214,False
