index,yob_isomap_x,yob_isomap_y,yob_tsne_x,yob_tsne_y,yob_umap_x,yob_umap_y
accountant,-0.7336804268623965,1.4413258652441905,27.687973,-114.07883999999999,10.902244999999999,1.469517
air traffic controller,0.5214510733758501,0.4932178861364629,22.858513000000002,66.99812,5.1333933,4.842162
architect,-1.0735938079636604,-0.1557938986446996,-106.13838999999999,-76.12443499999998,11.174164999999999,9.658792
artist,0.6943829779092265,-0.5510607492092274,-37.09329,80.17939,6.9804429999999975,5.389272
attorney,-0.5507585124433273,-0.049366714802295895,-68.04125,-5.3496532,8.885096,8.128647
baker,0.4395728849717661,-0.7487565487438334,145.7452,45.799927000000004,1.7336638,7.4180136
banker,-1.421323134187254,-0.0070489705771579715,-104.39573,-101.15822,12.117828999999999,9.904342
bartender,0.6455797052429237,0.2909250775251384,94.94554000000001,1.0272715000000001,4.099868,6.4159045
barber,-1.114882930136912,-0.04286433579914626,-83.87576,-106.50023999999999,11.605694999999999,10.29536
barman,-1.3230836226316192,0.04728899898158556,-91.267426,-102.86384,11.908883,10.271041
barmaid,1.0172650237945149,-1.0228978392995516,156.01265,81.07153000000002,0.6303119,6.884606
bookkeeper,1.315918615742539,-0.4657052126001986,141.31874,85.19594599999998,0.6993587,6.9222803
broadcaster,-0.16125687398970928,0.5875031491821033,20.645754,-35.63755,6.02573,7.3338857000000015
builder,-1.3675329531117602,0.05006949253895431,-69.18672,-101.51434,12.009007,10.5095415
businessperson,-0.7680712375929375,1.509942510166874,33.983337,-121.68936000000001,11.154496,1.7215302
businessman,-1.7529543849232019,0.00021354224727678279,-111.64295,-111.80982,12.287681,9.988844
businesswoman,0.9283191575630638,-0.7484753197715079,149.85207,64.79016,1.0609515,7.0324240000000025
butcher,-0.8572207124042241,-0.1974725086641299,-105.79562,-36.350063,9.932667,8.904931
captain,-1.2505146015163748,-0.5216058005080908,-122.48337,-5.1079826,9.931052000000001,7.908815400000001
carpenter,-1.4806227156175182,0.12642637553215658,-60.620619999999995,-104.76722,12.150001,10.728392
cashier,0.06941510219875427,-0.04060954276947583,40.07261,16.453583,6.315526,6.163180400000001
chef,0.9407725863137608,0.5061983220747259,104.81638000000001,8.46822,3.6869400000000003,6.49515
coach,-0.7514314975473538,1.5378181638818291,37.822865,-114.11591999999999,10.945958000000001,1.5120132
cook,0.6542915239117242,-0.7940618001020499,152.12108,53.08195,1.4748789,7.1989527
computer programmer,0.912930756050976,0.28007192428847844,34.105404,74.47425,5.4938917,4.672361
dancer,0.8493996676175108,-0.9232521311345456,152.46715,88.42875,0.6244291000000001,6.968741400000001
dental hygienist,1.549187437793691,0.4220833631793229,53.639359999999996,110.2815,5.2488722999999995,3.8484013
dentist,0.2898931974397313,0.2941256792542247,29.608826,10.064418,5.8973374000000005,6.122939
designer,1.317372409521908,0.25962931358752644,30.159857000000002,98.900734,5.620354,4.3411802999999995
developer,0.08137230555738201,0.9520739346465406,41.31043,-46.40007,5.356704,7.5618380000000025
dietician,1.846038140445508,0.28893381456467737,88.12795,160.21867,1.5177459999999998,4.549169
doctor,-0.6123006488087426,-0.2789242772271361,-87.47291,-34.52101,9.403456,8.614961
economist,-1.3726902051479115,0.962492481798602,12.612314,-129.70009,11.344177,1.9429494999999999
editor,0.6082091470854307,0.6435547147602333,66.68,-16.782239999999998,4.7303996,6.5233419999999995
electrician,0.2914599804607192,0.6307570790408334,57.2511,-20.247608,5.096021,6.5797114
engineer,-1.1815045856726951,1.0710504175046909,20.930424,-121.02799999999999,11.148368,1.7248539
farmer,-1.3673607354916724,0.22043317956182115,-58.293804,-114.27162,12.051097,10.852553
filmmaker,-0.2456410945465027,0.10248467340395156,8.811444,-21.14665,6.349444,7.1682086
financier,-1.6819800536785896,-0.1660647948936044,-123.89291000000001,-97.156265,12.006680000000001,9.735702999999999
fireman,-1.3388785178550455,0.2315919933188048,-64.0111,-121.40191999999999,11.888902,10.747717
fisherman,-1.025246447385552,0.005726892563103742,-77.280754,-118.01811000000001,11.586774,10.57059
flight attendant,0.4149676243278568,0.17541881292698586,86.033264,-7.304988400000001,4.268142,6.267186
gardener,-0.4142369611333856,-0.4176729396135018,-28.679471999999997,-0.17302224,8.007899,6.981809599999999
guidance counselor,0.5114595248855709,0.5558673149406225,77.87910500000002,-10.366739,4.57684,6.340268599999999
hairdresser,1.7145494453520462,-0.9655302559637694,176.61008,89.23808000000002,0.7793361,6.2662983
homemaker,0.8798669795504168,-0.5413173477757681,165.44853,40.115757,1.7148683,6.997425999999999
housekeeper,1.190871208908155,-0.9910937588236728,164.84188999999995,84.39761999999997,0.67627174,6.644883999999999
interior designer,1.884723433945726,0.3181596250744942,88.2464,169.6724,1.6111991,4.435703
jeweler,0.3061062718359734,-0.4415526142952933,-45.45498,66.09100000000001,7.2074356,5.695912
journalist,0.11040296215788332,0.2959449642861275,25.855404,1.8822225,5.8470945,6.476964499999999
judge,-0.986066004135974,-0.8504238395506956,71.95908,-114.16351999999999,10.706773,7.7000210000000004
lawyer,-0.7730095518726102,-0.3120867802729158,-97.32521,-7.0658369999999975,9.435574,7.8291383
librarian,1.855990880726132,0.2868301434871253,94.67354,155.87833,1.5342863000000002,4.6041665
maestro,-0.4226462885564617,-0.7284964744767376,-91.79267,29.181261,9.427477,7.0892015
magician,-0.3059686468419597,-1.050327554015065,-90.450455,49.904358,10.108749000000001,7.100629
mason,-1.1897393585777218,-0.4037586132500554,-138.18068,-33.862120000000004,10.58968,8.2426195
mechanic,0.1281695331526933,1.2191273096130673,48.735465999999995,-55.960014,5.260669999999998,7.7283077
musician,-0.6499607644288375,-0.1505355363333561,-58.178695999999995,-29.519040999999998,8.608134,7.8708844
nanny,0.6268952179129519,-0.6668643934342198,154.90755,42.684658,1.8367316000000002,7.021192599999999
nurse,0.7377544566615194,-0.5872815752194205,141.83417,56.02118000000001,1.5418156,7.234788000000001
nutritionist,1.307675501719989,0.4889509949068418,61.670469999999995,104.56768000000001,5.2528973,3.7057083
optician,1.0692558732230564,-0.09308225911778648,15.904179999999998,100.45796,6.0355099999999995,4.8378735
painter,-0.12151253519036805,-0.6682031269237036,-83.27381,36.315727,9.132233,7.001399
pharmacist,0.7971042330530718,0.029709974752173737,96.817276,-10.796706,4.000851,6.2315682999999975
philosopher,-1.3395021161916925,-0.32917763933759475,-132.97397,-20.70044,10.408471,8.369969000000001
photographer,0.9247915242043141,0.3764213128406297,40.7972,81.307594,5.545236599999999,4.4938183
physiscian,-0.8750780353457862,-0.7417444051186585,-104.27728,14.867351000000001,9.62749,7.369905
physician's assistant,-0.7965127419825941,-0.7079272863813006,-98.30041,22.231848,9.6467085,7.330038
pilot,-0.2694284765720125,0.2693480774096476,12.888195,-27.909233,6.2550735,7.2312546000000015
plumber,-0.09912997260587254,1.4290771884421418,48.821667,-65.15945,5.2111588,7.7565527
