country,sexual_orientation,direct_correlation,indirect_correlation,same_correlation
Nigeria,heterosexual,-0.03717567132971334,-0.0319059207083649,True
Nigeria,straight,-0.01851250941551715,-0.06579496344865482,True
Nigeria,homosexual,-0.4633926206360182,-0.006995133990150361,True
Nigeria,gay,-0.32897701550446806,-0.005207444368932847,True
Nigeria,lesbian,0.11772654429686887,-0.14763680646078559,False
Nigeria,bisexual,-0.014913261740487049,-0.08366258516467114,True
Nigeria,bi,0.4985245985735134,-0.0233008603285705,False
Ethiopia,heterosexual,-0.7556227194889432,-0.039353249056814095,True
Ethiopia,straight,-0.5729341232711184,-0.07088463946733327,True
Ethiopia,homosexual,-0.8101848297878129,-0.032458551801404924,True
Ethiopia,gay,-0.9861661996689927,-0.0811987069981283,True
Ethiopia,lesbian,-0.47652134461428464,-0.03505062925638119,True
Ethiopia,bisexual,-0.4790097012537129,-0.0700351693133034,True
Ethiopia,bi,0.4499381633818598,-0.03118410044747973,False
Egypt,heterosexual,-0.5265796633678108,-0.010728722720721876,True
Egypt,straight,-0.4044552517821712,-0.0979172416462957,True
Egypt,homosexual,-0.12952492506953966,0.01472334454144058,False
Egypt,gay,-0.5793427435629841,-0.07970609290043756,True
Egypt,lesbian,-0.22815167058325359,0.052867053773827825,False
Egypt,bisexual,0.006570767380066457,-0.013720309958377083,False
Egypt,bi,-0.07390002158125258,-0.10442835575474746,True
Congo,heterosexual,-0.7205694260747328,-0.004436916431290035,True
Congo,straight,-0.5316118371962082,-0.09245239081890091,True
Congo,homosexual,-0.4606127092132774,0.009515498516893596,False
Congo,gay,-0.6735851732547146,-0.029583225470239557,True
Congo,lesbian,-0.09210911748565723,-0.08175600372631275,True
Congo,bisexual,-0.3773698163899235,-0.05380302671576875,True
Congo,bi,0.17821425239836136,0.012001584650378752,True
Tanzania,heterosexual,-0.35392381555965713,0.029875492914120012,False
Tanzania,straight,-0.30055985725188,-0.02523896071654794,True
Tanzania,homosexual,-0.7686855132647604,0.023268505067458548,False
Tanzania,gay,-0.7469723655680172,0.03341835446950787,False
Tanzania,lesbian,-0.3079284924463295,-0.0390798608387153,True
Tanzania,bisexual,-0.24811353431973762,-0.01009368005085418,True
Tanzania,bi,0.6043252722417003,0.062209570809177835,True
South Africa,heterosexual,0.09973250586521132,-0.055749923811414505,False
South Africa,straight,-0.019827929403431935,-0.03594162988860487,True
South Africa,homosexual,-0.2977329961261926,-0.07975247201441972,True
South Africa,gay,-0.07434797278291151,-0.06522877533222579,True
South Africa,lesbian,0.22461246737104318,-0.11083358014192553,False
South Africa,bisexual,0.27653249507373623,-0.10796768097600512,False
South Africa,bi,0.514468792596368,0.018626815545081825,True
Kenya,heterosexual,-0.24215437097876236,0.02137040289550445,False
Kenya,straight,-0.11482776091205112,0.040844736065563235,False
