index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne,Nigeria,Ethiopia,Egypt,Congo,Tanzania,Kenya,Uganda,Sudan,Algeria,China,India,Indonesia,Pakistan,Bangladesh,Japan,Philippines,Vietnam,Iran,Turkey,Russia,Germany,France,Italy,Spain,Ukraine,Poland,Romania,Netherlands,Austria,Mexico,Canada,Guatemala,Haiti,Cuba,Honduras,Nicaragua,Brazil,Colombia,Argentina,Peru,Venezuela,Chile,Ecuador,Bolivia,Paraguay,Uruguay,Australia,Fiji,Samoa,Tonga
Troy,0.2513657405395538,0.20646095513766663,-0.21366085444621538,0.12904532085956882,-0.22625594160902657,0.6090033238560923,-0.22130115514894913,0.01870493997884058,0.035738554149366594,-0.015065910456244226,-0.08208411093581996,0.5007020400203968,0.2328895301787653,0.48375464997953865,-0.4413707756733892,0.28271155160136835,0.43624791156099885,0.296647702944322,-0.18410692846794768,0.4037685319598153,0.6100026328529449,0.4632762071729433,0.18715127660891215,-0.3784882269295206,-0.07369018573475894,0.7085019098116411,-0.0992078266659805,0.768047353758433,0.3010259285703904,-0.6719716862337753,0.19326893098922407,-0.06085113086141016,-0.2376922934292518,-0.3492926389231125,0.6033255146181805,0.24665651588370566,0.16438539025854765,-0.008759619023311353,-0.2944178984877918,-0.0032723258361531953,0.0941069747137986,0.07823269545317192,0.10652345037759328,-0.17062665034497568,-0.1858151596864004,-0.7025317359563463,0.10359577176657998,0.5793861120586465,0.40216673047850693,0.22469871969927607,0.023204945730849268,0.6793501421029576,0.06418213176687192,0.10447080565813331,-0.6859543664117088,0.009185771544093987,0.12488104952285588,0.1869764511650984,0.08009872652380162,0.21680579238997785,-0.3695417174699694,0.5000111977449958,0.5161172267535321,-0.02407899608786321,0.18586235539547752,0.2960810790884634,-0.20626947175018145,-0.13058948542543902
Mackenzie,-0.29668194058847674,0.06228156891905342,-0.05803559349970401,0.31372012232575347,0.38201183981421305,0.2557963206397374,0.14379429102139513,0.3002948774017745,0.7487787070443825,0.16083549784090803,-0.03530028642815849,-0.09610165410060717,-0.5311158680627645,-0.04892815690227218,0.19975906782653602,-0.06031827116638203,0.4208763523755087,-0.2012875244396983,-0.4274656051195582,0.7658386906135335,0.15978418781131865,0.2079588089061116,0.11300645167639198,-0.2279797595590117,-0.012523006475037419,0.11306925239311984,-0.5879721554138094,0.4456725045711024,-0.2911453855524789,-0.9323791574286379,-0.04783628011298308,-0.32161384419715233,0.010064648003398794,-1.1902807595014129,-0.03391668998178582,-0.3183543794683057,0.4967216947697657,0.13584245272415574,0.5789239820624325,-0.1335560557379379,0.544811827057844,0.01324042217153227,0.45524415469604107,0.9408723101713751,0.19919166415825498,-0.4828311164859403,0.8246525329520276,0.8915265138573727,0.7293181681844013,0.422162594850526,-0.4832210323751451,0.5289625940534809,0.22127292989056202,0.07043898174658894,-1.0114259912062162,-0.045738279154100565,0.16897282907767108,0.20490412556581294,-0.4717759541359817,0.23536127502750512,-0.4107640430992272,0.5815611122761213,0.3831125294983763,0.07463193347005412,0.2984003709112225,-0.5526688088873677,-0.17138401975480894,-0.2107499997080046
Earl,0.04036770285721831,0.445338519719324,0.5357395324457703,0.273556270791415,0.7599365236892182,0.39085308296601873,-0.5667082160370608,0.645516505797145,0.3582112434158672,0.16050599247476594,0.6642340150921312,0.3111056804203306,0.5416414181286651,0.32460812545032935,0.39787446744945965,0.0776310327234911,1.0079248467411057,0.6815666868522762,0.182695004891041,1.6258548416965466,0.972102388471524,-0.17049841462416485,0.9884663929885107,0.02220595056678371,0.6554448278913568,1.5276237404263318,-0.7450543856253253,0.2167843052234252,-0.48523966122690027,-0.5443016086514233,-0.44578618428040057,-0.8400349660639962,-0.6518105319605076,-1.1174380695465473,0.6755230476700441,-0.2572554514079538,0.6094736160177148,-0.6643783363109923,-0.03035885195275177,0.003914054607434137,-0.25289275096510605,0.3844175996793317,-0.6378834640529898,-0.5847855918937863,-1.0947937472772291,0.2553662626598074,0.15080255811552473,0.8945774218546263,0.9441354607897244,-0.06681930064269144,-0.7716857812991536,0.2873444329691639,-0.4185097801605948,-0.08849789450366566,-1.199762814254844,-0.9768579439959179,-0.7134309557329729,-0.20513806994297074,-1.136773699980807,-0.1582584581498261,-0.12291534340257504,-0.8539614408869584,0.06896631233041955,-0.08745850108928424,0.8842618643477632,-0.03574745951847105,0.0067722513242016325,1.371029979943903
Levi,1.0715498074700467,0.06524430062508099,-0.22680464844475934,0.23564922072439065,1.1617073613257816,0.5558057761945908,-0.09665803786563125,0.2441069571722795,-0.158564335212633,0.17967092407370094,0.5661635449507477,0.33469077829535965,0.7338481307054407,-0.010808725949460451,0.5052896448106272,-0.45595508238872884,0.40670192447203174,-0.23834739549649894,0.09958853471598454,1.2974402878285225,1.197610759478866,0.4728129891604776,0.4612805928117051,-0.17020345753643276,0.2960513246067386,0.9486299056112436,0.5394881934961497,0.4258771052475929,0.017102110197752915,-0.4968071406118237,-0.2374294863262424,-0.8039006930662219,-0.2976903577440737,-0.9109407564625938,-0.19471408784809557,0.8438115229297031,0.772052716985872,0.7668848869485676,0.23397442564225576,0.5628235757073102,0.6419918756410826,0.5316559216815178,1.37671723000669,0.6582489559212577,0.9075052165318551,-0.3448148724258529,0.9015230053326047,0.5134505388300827,0.00610286546157307,0.001455218552705493,0.07127394078984378,0.4584748442723452,-0.11163186424585783,-0.006502936806074061,-0.7614743362142868,-0.7056009068479026,-0.10317108401951457,0.403249633584498,-0.03269654480768029,0.26379752988554406,-0.2768374678864251,0.21482381854052937,0.19376715142402326,-0.008906951959785546,-0.14838093450903386,0.4279941939198785,0.25434625417722967,0.4144521642354438
Ella,0.39054064817333334,0.06260516008163104,0.1763965826043011,0.23843440931825072,0.6160895409494439,0.29750311223576614,0.2568443235918803,0.23219872526942914,0.09477318503837008,-0.26958017921914657,-0.25400709560296797,-0.001590785420816116,-0.07731572003555458,0.3714691886065668,-0.14285076616179743,0.03829427930924671,-0.08957249787802755,0.07784068772733448,0.3546904875526387,1.1795525195934282,0.8829764124638597,0.23892395670031175,0.5998766228509516,-0.21706079877941906,0.045196005844409526,0.8485820053699046,0.26399312453722035,-0.002637928136191187,-0.19080396232966668,-0.38563229736024496,-0.3614430320585214,-0.7097900234587454,-0.16775048824998717,-1.0077792652668056,-0.16384789011920922,0.5129062220965475,0.7075896545106622,0.04951940145721806,0.3697387866088834,0.3789265157499579,0.7233274731751437,0.850905240689236,0.6359873516978544,0.1470980443650964,0.5618080471466523,-0.12834055964229313,1.124168513558715,0.8651893752974515,0.017323301796470767,0.3222617462178304,-0.26449456930802573,0.28575223634209745,-0.05933448643480191,0.0423852613289235,-0.37819460987236714,0.09640905845757942,0.1899350598784183,0.42187906129802444,0.011732044649416289,0.587508603345509,0.1033938980123366,0.34879237010204256,0.506286965026531,0.10582517163204662,0.17970862613090421,0.1896260267385945,0.340762902223563,0.22937255328521836
Melissa,0.0007064817673821482,0.7303004185873256,0.4047338791615407,0.733586729898914,0.32698188659725,0.90353934418678,0.5376578199644634,0.705310021163117,0.8533308874451706,0.1652695750753462,-0.32813561467884617,0.2395845556411517,-0.328350776741527,0.2302068062571966,-0.08588066050110608,-0.09507133138127696,-0.18430009355855392,-0.10092541549286489,0.367906360255937,1.162421549032923,0.5102530999116723,-0.2393442508091136,0.36727704536697997,-0.1265861818815362,0.2693816527119709,0.533197197376776,-0.23567662775854592,-0.13279132016232437,0.18173490617544813,-0.5268516106328077,-0.23331290023700904,-0.5068364307723074,-0.0540126555110984,-0.8136385231827814,-0.5134522504944468,0.20249887257518134,0.7499897971550208,0.1635975207529471,0.11704933637082388,0.16543092195753945,0.20621182079314132,0.2774402529387873,0.8448549782396606,0.19414560165660075,0.3499839782355405,-0.43854151778553385,0.7250151362433759,0.609681742854346,0.2747778939574606,0.01885617889994206,-0.5601671419811435,-0.24933762305743784,-0.22258158731805333,-0.3711822202334508,-1.0063684201232617,-0.3889088375566046,-0.5383767258145522,0.3694409801880495,-0.41355199769344836,0.13068945853840544,-0.3853388985512027,-0.16737276311496133,-0.16111434282545317,-0.3905918067696386,0.2997434349437603,0.35520962295076774,0.18376251432382693,0.1107561171382875
Chris,0.0680413501537978,0.7773081634044744,0.3533073233727516,0.40599363870569005,-0.13333217510673387,0.8606628344068851,0.3241316835913251,0.5244065267364352,0.6725595075880898,0.34015000419428565,0.19185280842085572,0.8496446452270571,0.04893140468016955,0.43329492787350327,0.49123263443268084,0.3955377258845982,0.6547791481739051,0.6662437899340956,-0.10897505067522073,0.27188971487599717,0.26448957719510496,-0.7622205260649337,-0.24740830289739524,-0.6462232147085474,-0.3595946466582641,-0.10717626138629255,-0.5150596392097819,0.06162714802986628,-0.08175641140486022,-0.9968131494867308,-0.38032451588221977,-0.853202633572286,-0.2888950330343584,-1.2122720561420033,-0.29846174796620706,0.2537616893166278,0.5479292600158682,0.0036372629600397535,0.3178581818105861,0.1598837698384735,0.036732545664036026,0.01727975421046681,0.5932331150619202,0.38236976504917214,0.12100785013364612,-0.3797212179370276,0.8757779232724544,0.3968806006944125,0.31357275796997425,-0.28343945168782375,-0.5752894498174278,-0.15343410655817152,-0.3884560476338657,-0.5055366459840048,-1.26711008192495,-0.7368589785324299,-0.7783845115451655,-0.036453234724148735,-0.6930789330946096,0.024915477372504723,-0.740795075182794,-0.3967361731781686,-0.38255455093034335,-0.7046293715754299,0.11272890781619356,0.11115487725894717,0.15126877954155302,0.08305200412528173
Santiago,0.19844757207287947,0.40183357401990555,0.056827403907435875,0.6609559103891758,0.12492875146306802,0.15384784002385998,0.4647896520491076,0.22315632003830246,0.2777313674837206,0.009386796911845475,0.033477382895617976,0.2266564442661219,0.146361372421904,-0.04656493345930828,0.13838382768464544,0.19529473669862923,-0.04079460375135568,0.18629436551732076,-0.048455539213530796,1.1320942443446844,0.3192124045263841,0.6110027548545116,0.8823554623744015,-0.2551351704895916,0.25416194104593903,0.8692153769527706,-0.18598480895859568,-0.14639079598604177,-0.49371342944839386,-0.2899125078252227,-1.0779001893563263,-1.1704594670190258,-0.26100898821127005,-0.152411464719952,0.067530176681146,-0.5570333640891291,-0.25546086454672745,-0.42150774870893704,-0.12369905339297399,0.16020926680958097,0.8063697517701979,1.0277840945201593,-0.18833625359486597,-0.40732005832275897,-0.11703086174017063,-0.484960334698512,-0.060502678332524595,0.9237120435033798,0.0027077495360752772,1.001236674306137,0.5331479847193359,0.8186490790906864,0.6816447156929055,0.7019670752211172,0.8040433262262079,0.7594863896188547,1.1412181734538949,1.3706767821993426,0.6485720602179597,1.3170162369621536,0.9988030742884623,1.6177882911795678,2.0797217262070418,0.9343737668373967,-0.15780410580001147,0.41958039973172256,0.8270215969948885,1.211006471594837
Mallory,-0.19103459019112903,0.15878272292321696,0.06781508429124847,0.4147175171929905,-0.45087379326346566,0.3998047794262906,0.2348800410987414,-0.05451622273035013,0.4467636332041366,0.29737498272556195,0.04340490641316809,0.24825552217344407,-0.18370817578036747,0.30893810785191933,-0.1742875018851899,-0.44588943235193707,0.3308916091109859,0.30481864544276266,-0.9859619978644728,-0.4911135248328552,-0.14911494725874624,-0.42974965925188174,-0.40702496605126937,-0.9681701884041181,-0.6727204554688494,-0.6721743217592636,-0.9863628937486871,0.028519008129042712,-0.3365743720752346,-1.0717801678932477,-0.4752335007296655,-0.2678572822091297,-0.3609932025173046,-0.9924941015819104,0.0026379895879905992,-0.4768450955375864,-0.7272254553957329,-0.6448882679285056,-0.4492188969735011,-0.4597354240228613,-0.4371007829560067,-0.4082711429464052,-0.6803485312974195,-0.4214807910930802,-0.9139718159575789,-1.0149226977554893,-0.36785990280405917,0.0868984813160106,-0.24892702294304717,-0.2540613107740543,-0.41160890498565295,-0.009666813480293173,-0.6733766392794086,-0.5536456908385555,-1.2076038896203118,-0.5915141752921271,-0.8094666740386356,-0.49329806303740054,-0.6972587532503725,-0.4229121655474262,-0.6191275116765879,0.005235063299067018,-0.21019851238708148,-0.3137531827664482,-0.33503310644672174,-0.6649142745146085,-0.5835886041022152,-0.6384682704268636
Russell,0.02172067234916629,0.43266138162978446,0.25756052595490975,0.07559588385407116,-0.03973636039866478,0.6763305067361507,-0.19030845345677894,0.2689730317312862,0.4510049493002198,-0.05981285424483596,-0.28335750334437687,0.34067693127936804,-0.07132996589851373,0.2487289481664147,-0.4133147793118475,0.15684469024567127,0.13047221866576067,0.08289989809609437,-0.21753712473869466,0.051305756322700284,-0.1597424501723998,-0.7503849399167671,-0.17448313249182784,-0.5344955173832632,-0.5674845961264283,-0.23005199109008045,-0.5209998087497143,-0.24430265584474598,-0.22617708156257071,-1.115832040773938,-0.2920671115167772,-0.4594347039859819,-0.00861108791336511,-1.6770435121319331,-0.5377808035798368,0.25393699298964023,-0.057707039296135826,0.21050097573230622,0.8745191220975296,0.020216642270750308,0.04237520329099458,-0.1455696936839653,0.896866553837517,0.5547850712735234,-0.36854528949049875,-0.10572502164209752,1.0478291105305761,0.08504502666810419,0.1936849115995043,-0.9106471144240946,-0.9471776260057544,-0.37610948383934545,-1.1153318771071619,-0.9626482396263977,-1.017547629265202,-0.660935199806406,-0.48226220106039974,-0.4568729148098416,-0.5025623471193853,-0.2092975204021575,-1.0343549118127202,-0.6167984765880998,-0.16725684518391654,-0.5252014333473813,0.14894788729068964,-0.4273625539651832,-0.3032636033002086,-0.4656876485417982
