index,gender_isomap_x,gender_isomap_y,gender_tsne_x,gender_tsne_y,gender_umap_x,gender_umap_y
Nigeria,-0.3916056314796295,-0.0703463687331899,-66.87774,-146.92381,6.270436,2.5034862
Ethiopia,0.12285149435006673,-0.042166686603305296,79.75586,155.15068,15.6296425,-6.6901283
Egypt,0.20640469332193268,0.06645937238590156,92.64045,215.25012,15.966448000000002,-6.0183973
Congo,-0.2860063908789053,-0.07037339744861341,-53.808834,-116.96086,6.782962,2.6833334
Tanzania,-0.4552715017332575,0.0077106898842319764,-20.760345,-197.64786,5.0251455,2.279162
South Africa,-0.215342700908337,-0.1241709764706634,-62.650173,-90.38028,7.238223599999999,2.5445454
Kenya,-0.4793509009557638,0.025414244016249903,-5.401177,-219.19717000000003,4.378716000000002,2.1200056000000003
Uganda,-0.3926189146571811,-0.019006927551297848,-27.864628000000003,-176.16957,5.4350824,2.3890274
Sudan,-0.43535913023928585,0.15241113436823925,0.12291812,-233.01749,3.9844034,1.8854403
Algeria,0.3489199283880873,0.08392565632645042,-154.06299,90.41329,-0.25930756,15.327988
China,-0.08724330281947337,0.2850958546584172,-39.10532,-318.52222,2.4288201000000003,1.569025
India,0.4145723899982409,0.09829757896820378,-130.60661000000002,93.58787,0.4830449000000001,15.400455
Indonesia,-0.1971424518017755,0.3284425545793941,-32.33343,-304.52927,2.5267024,1.5033389
Pakistan,0.5136572271048384,0.11992762757042393,-84.60634,86.00001,1.1511921,15.138007
Bangladesh,0.13825107788624375,-0.05535734574743792,99.619835,160.62544,15.366684,-6.364882
Japan,0.12483680173497967,0.10636330203198506,90.46951,198.78772,15.85455,-6.176811
Philippines,-0.3118219421810663,0.3051272633392409,-1162.9585,2807.8257,2.7853422,1.6538433999999995
Vietnam,-0.18738715248379645,0.3470016858960849,-22.76257,-317.70578,2.3463438,1.6726742
Iran,0.5441729481492182,0.12634004309709812,-71.59206,125.11168,1.0099493,15.68227
Turkey,0.3460641629226236,0.0964254450703594,-157.19093,110.499985,-0.24967517,15.697504
Russia,0.46324985836134,0.10888198985372816,-102.93743,87.24091999999996,0.89864707,14.991778
Germany,0.2923587057653875,0.0709405592446946,-167.05981,98.34743,-0.409299,15.586573
United Kingdom,-0.15714197783460918,-0.13171642417135004,-52.799213,-80.975235,7.3875194,2.5462985
France,0.394543003815359,0.09188513624492928,-141.43164,56.84692800000001,0.11209838,15.129538
Italy,0.6370167230550589,0.14918165644694714,-49.546833,126.07936,1.1149975,15.900861
Spain,0.4474219480322281,0.10587851961469948,-101.85846,69.63271,0.8617794,14.814707
Ukraine,0.591860825776035,0.13807502285397216,-59.91096,117.30213,1.1718886999999998,15.834884
Poland,0.4214796772335928,0.10032530622428372,-115.61565,74.914825,0.7418518,14.894
Romania,0.3960680769196917,0.09494818435994826,-131.08133,76.91487,0.42149603,14.948827
Netherlands,0.185003360417392,0.04582705473660146,79.085014,184.9085,15.717747,-6.290852
Austria,0.4596177845492089,0.10917960962819297,-151.98418999999996,46.95183,0.11790241,15.432454000000002
United States,-0.30771258233884924,-0.2041849098664402,-95.61443,-90.40366,7.277329400000001,2.1197586
Mexico,0.009148022102694815,-0.21297007756490674,108.85342,25.970135,11.926625,-7.1514044000000005
Canada,-0.3138996279672878,-0.13494820795974688,-87.6343,-103.28201,7.228329,2.0570168
Guatemala,0.0834364690415718,-0.14396852662008125,157.93347,66.70874,13.474134,-6.089373
Haiti,-0.3780949185886932,-0.025412221274560668,-39.71262700000001,-167.29128,5.8465347,2.342734
Cuba,0.06514258349582851,-0.13362349601998974,148.10173,85.06535,13.862155,-6.4448566
Dominican Republic,0.0710816266944083,-0.18489876100482605,160.50589,44.4425,12.917004,-6.101098
Honduras,-0.032802753654989546,-0.15919276440977662,156.73932,115.89048,13.652444,-7.005304
Nicaragua,0.11578514191716816,-0.07847242509377693,111.72722,166.44624,15.27028,-6.520732
El Salvador,0.14582480153329214,0.0009055055147030587,92.08179,176.68146000000004,15.540692000000002,-6.4663863
Brazil,0.04654896769963631,-0.22562679707258984,128.55545,21.953606,12.233735,-6.711616
Argentina,0.09597531138031908,-0.2630106359182551,205.32991,36.078514,13.058515,-5.456462
Peru,0.09123729910917616,-0.2143039910944671,190.01488,43.348053,13.100739,-5.644879
Venezuela,0.04274002846121122,-0.2262554044896233,135.30688,10.0265465,12.0371275,-6.8887490000000025
Chile,0.03762790904437388,-0.239087365559674,118.75296000000002,8.751558000000001,11.820013,-6.901061
Ecuador,0.035446291012710435,-0.14102767085664927,147.48783999999995,100.44681,13.859726,-6.8301325
Bolivia,0.028664532831437082,-0.2897310636428033,113.993515,-9.7511215,12.068741,-6.8807554
Paraguay,0.042687809881014484,-0.17890734774949904,139.88821000000002,36.59244,12.585107,-6.6157165
Uruguay,0.0935308231898392,-0.2953357715242768,209.08633,22.916882,13.129054,-5.3572445
Australia,-0.3218747100796926,-0.06658993196467189,-65.20978000000001,-129.11546,6.503298,2.4007242000000004
Papua New Guinea,-0.4876696191030727,0.153802710169707,33.36231,-258.54498,3.5915352999999994,1.6794188
New Zealand,-0.4494934158474281,0.015228769443892681,-40.295254,-192.15184,5.1596875,2.174795
Fiji,-0.37086263566457023,0.22037135795885046,-8.703949,-264.1112,3.2307732,1.7785766
Solomon Islands,-0.4241823598211541,0.049477638698471715,-34.647293,-204.63475,5.2268763,2.2191029
Vanuatu,-0.40044340168985343,0.1882341884314689,-1.1389462,-253.4716,3.7600062000000007,2.0725830000000003
Samoa,-0.28881496166071224,-0.08620571402867243,-70.32267,-114.96644,6.966303,2.4675555
Kiribati,0.04448418848926095,-0.1396936672289248,134.19394,106.7918,14.050914,-6.710988499999999
Micronesia,-0.3054290370371328,0.3435635293034325,-15.94631,-283.3065200000001,2.8957684,1.7650131999999998
Tonga,-0.4996690920840406,0.2044188792173016,39.08816,-247.77168,3.7039459,1.8737679
Colombia,0.07952861984508909,-0.18348319246803527,172.88544,50.97404,13.162816,-5.8892503
