index,country_isomap_x,country_isomap_y,country_tsne_x,country_tsne_y,country_umap_x,country_umap_y
water,0.35482767800215137,-0.4086125684489832,6.7629766,229.30016,6.58322,5.0959415
coffee,-0.924988058328714,0.10928374612811112,-44.106323,-147.80615,5.4949064000000005,10.865095
tea,-0.12114987723249535,-0.0476612854220822,26.342438,50.57365,5.2631907,5.9609675000000015
juice,-0.003856815769953417,-0.4367807708045591,-61.667774,65.36152,5.446326999999998,5.41774
milk,0.6281100763719238,-0.3891148433773267,51.94916,236.15657,7.322634700000001,5.3808002
soda,-0.957650245063428,-0.14977541017274335,-94.4527,-144.76688,5.81274,10.611205
energy drink,0.18424480487209224,-0.4262251404095818,-19.634336,102.445755,5.375155,4.933795
milkshake,-0.16159698246683735,-0.3794052865711313,-47.86402,22.86277,4.953665,5.291582599999999
smoothie,-0.6191904618049858,-0.3508071079042543,-94.94566,-95.66092,5.870322,10.164182
alcohol,0.2581534122698385,-0.017010969992750903,47.425865,91.85891,5.8511534,5.899493
liquor,0.7741702503017648,0.15697761742051164,159.36456,195.47153,7.7270702999999985,6.618266
beer,-1.058466793713372,0.2805770141973879,-71.40992,-222.34375,4.6938486,11.384534
wine,1.142187728864903,0.38977182584362907,188.1264,279.9362,8.110078,6.379254
cider,-0.5053759628639118,0.33736045394507075,14.585988,-185.01674,4.8808265,10.984124
vodka,0.8611772881043946,-0.08317399436129473,111.822495,244.61127,7.703772,5.8982606
rum,0.7618545207819869,0.2799099682128524,197.74577,208.14719,7.305073700000001,6.365387
whiskey,-0.8594991179327931,0.34088682020732536,-18.36118,-221.39984,5.017700700000002,11.5473795
champagne,0.2470485556074357,0.7937999315098206,221.14505,154.81226999999996,7.0559883,6.773821400000001
