country,age,direct_correlation,indirect_correlation,same_correlation
Nigeria,1,0.11344533647488309,-0.06468030746257541,False
Nigeria,2,-0.41127464872807135,-0.15612733798908845,True
Nigeria,3,-0.5629043109468461,-0.15625903015110928,True
Nigeria,4,-0.5682808903130225,-0.14751860161209096,True
Nigeria,5,-0.47230217021763865,-0.1502515617777809,True
Nigeria,6,-0.6263070764050136,-0.11635838388666372,True
Nigeria,7,-0.53510493953295,-0.12665931345663725,True
Nigeria,8,-0.6293227793800662,-0.12246791426230445,True
Nigeria,9,-0.5589217354413198,-0.11391809562324064,True
Nigeria,10,-0.47008049151734066,-0.10697962850604566,True
Nigeria,11,-0.3471904178562837,-0.05270908304549084,True
Nigeria,12,-0.2910793899148306,-0.07721393759923174,True
Nigeria,13,-0.19329347353613116,-0.03184635159246385,True
Nigeria,14,-0.09106531839727922,-0.009709851167275239,True
Nigeria,15,-0.021751921208666387,0.015186400215548818,False
Nigeria,16,0.03848935324695047,0.06372733531978515,True
Nigeria,17,0.13193811797670582,0.1312658407480334,True
Nigeria,18,0.3062690150208929,0.10738714432828692,True
Nigeria,19,0.3843470561675294,0.1657532176361717,True
Nigeria,20,0.3076801113263329,0.14934676626647617,True
Nigeria,21,0.6255362095483155,0.1631408712603834,True
Nigeria,22,0.4973567637067826,0.17046619509812397,True
Nigeria,23,0.5617934578736042,0.17072541308781466,True
Nigeria,24,0.49391153092403167,0.1658883326548337,True
Nigeria,25,0.4514671833327951,0.16294077476260813,True
Nigeria,26,0.46286677017564426,0.17277543254246333,True
Nigeria,27,0.5379453225414508,0.18178764808528838,True
Nigeria,28,0.5038728214392905,0.1689092054195118,True
Nigeria,29,0.5644193818813618,0.1752078760947205,True
Nigeria,30,0.3340136138713347,0.14745680517789045,True
Nigeria,31,0.5138945571936754,0.17427186922254284,True
Nigeria,32,0.39094991954331526,0.16119264274799305,True
Nigeria,33,0.4262703129047995,0.1759685737245685,True
Nigeria,34,0.4187832725353153,0.1814246026489326,True
Nigeria,35,0.36883233964214734,0.17264888467464293,True
Nigeria,36,0.2643103072750418,0.17210718062866467,True
Nigeria,37,0.3035152944805158,0.17388393346944175,True
Nigeria,38,0.27299128970253284,0.17983958845996417,True
Nigeria,39,0.2549987141286711,0.17617694847228665,True
Nigeria,40,0.159133300167928,0.15066285060269102,True
Nigeria,41,0.3587545773704735,0.17374539748866702,True
Nigeria,42,0.3151487368341713,0.1526281302051483,True
Nigeria,43,0.3447906664372985,0.16650046633546522,True
Nigeria,44,0.28162217217701296,0.16671450328715465,True
Nigeria,45,0.3337508148271925,0.15605726115948126,True
Nigeria,46,0.22275967334345623,0.17135796246992066,True
Nigeria,47,0.2750505679666491,0.16666324298991295,True
Nigeria,48,0.3473492663211874,0.16816776179136178,True
Nigeria,49,0.45491615973391303,0.15950677987066697,True
Nigeria,50,0.14770990822772243,0.13933429915656997,True
Nigeria,51,0.4114486555517517,0.16809546036329573,True
Nigeria,52,0.11797776935964278,0.1580693934169554,True
Nigeria,53,0.35516872288297097,0.162146364721808,True
Nigeria,54,0.267996508179631,0.15848304019589032,True
Nigeria,55,0.284621222784302,0.15226815102548796,True
Nigeria,56,0.18026277600711127,0.15654893101932707,True
Nigeria,57,0.2749507001462515,0.1699461636803253,True
Nigeria,58,0.22797354418709423,0.16192356860120838,True
Nigeria,59,0.20442594807384704,0.17071635029892218,True
Nigeria,60,0.0524104473132798,0.13464450030174105,True
Nigeria,61,0.2488198863979516,0.1729498260909551,True
Nigeria,62,0.18397313933596451,0.15267992832421723,True
Nigeria,63,0.1388878059419446,0.1592696091074048,True
Nigeria,64,0.1495886626491345,0.14194118249893814,True
Nigeria,65,-0.03156868828540018,0.14876837431308715,False
Nigeria,66,-0.12020770697314766,0.15541209328829508,False
Nigeria,67,0.004631973929210169,0.16099200693066582,True
Nigeria,68,-0.08060989335385224,0.15896648265833208,False
Nigeria,69,0.13660782847283087,0.15734891946263582,True
Nigeria,70,-0.09093554800134021,0.14458115114909573,False
Nigeria,71,0.06699627872502628,0.1687727077842675,True
Nigeria,72,-0.08610755256348875,0.15169442194227906,False
Nigeria,73,-0.03973466316876101,0.16140145588962557,False
Nigeria,74,-0.09506249229997953,0.1514373228258168,False
Nigeria,75,-0.18346709146139442,0.1458297142667187,False
Nigeria,76,-0.1761421974203532,0.1545125658296071,False
Nigeria,77,-0.2642019907264712,0.16117976370540552,False
Nigeria,78,-0.3619924782927211,0.15048728964132282,False
Nigeria,79,-0.28445962379408923,0.15443817326602446,False
Nigeria,80,-0.32820778432454467,0.12564973171759306,False
Nigeria,81,-0.22202747295630487,0.1501387798493251,False
Nigeria,82,-0.31478200971429804,0.14545793689143324,False
Nigeria,83,-0.25968976537321004,0.15000041057488114,False
Nigeria,84,-0.3516953706638854,0.14357546229058826,False
Nigeria,85,-0.31329615262338045,0.12875982500979466,False
Nigeria,86,-0.452043282008207,0.140406548611196,False
Nigeria,87,-0.459454826492157,0.1454037166596488,False
Nigeria,88,-0.4324716731689999,0.132801689621078,False
Nigeria,89,-0.2858422637143415,0.14146251660973125,False
Nigeria,90,-0.35527658432562587,0.10532204545839849,False
Nigeria,91,-0.28681116100969234,0.1486385587811176,False
Nigeria,92,-0.38627195584208807,0.1242300554217103,False
Nigeria,93,-0.33689679848869003,0.12723094632302437,False
Nigeria,94,-0.3768106380123943,0.12205088243000262,False
Nigeria,95,-0.44882904534358153,0.11003620339832036,False
Nigeria,96,-0.3419261799108096,0.10449772270486309,False
Nigeria,97,-0.3909154354646704,0.10614454593010297,False
Nigeria,98,-0.35978367152666796,0.09924107231141734,False
Nigeria,99,-0.403473031029104,0.0948784650048982,False
Nigeria,100,-0.3300313114138884,0.09724621070417519,False
Nigeria,101,-0.2642394653204858,0.09263490390156646,False
Nigeria,102,-0.29095638828322534,0.09547955090883392,False
Ethiopia,1,0.3815634290445326,-0.02775724716597415,False
Ethiopia,2,0.15095464522906896,-0.05792634341177635,False
Ethiopia,3,0.15546248568073837,-0.051308641089659004,False
Ethiopia,4,0.24350515797083902,-0.038227086340399126,False
Ethiopia,5,0.1757611166419399,-0.04745296428068445,False
Ethiopia,6,0.13145411171110594,-0.01978989202340335,False
Ethiopia,7,0.17014960380290106,-0.03322616259337935,False
Ethiopia,8,0.033152988883401645,-0.035279640782201305,False
Ethiopia,9,0.1346678630683498,-0.028994828218367002,False
Ethiopia,10,0.07726011992282121,-0.03967189440745542,False
Ethiopia,11,0.07677687085418518,-0.0186073846662397,False
Ethiopia,12,0.020235232930356697,-0.03853466035947916,False
Ethiopia,13,0.07500619422124839,-0.026357162466792036,False
Ethiopia,14,0.1094059699946448,-0.019742833943892674,False
Ethiopia,15,0.07073830881020814,-0.03139152235293456,False
Ethiopia,16,0.0519134060830571,-0.018327355271458772,False
Ethiopia,17,0.09678077640712225,-0.008401081003382656,False
Ethiopia,18,0.11672816304771298,-0.011172387507425432,False
Ethiopia,19,0.22012485747296065,0.01137341235593744,True
Ethiopia,20,0.08327135324815074,0.01431792357795711,True
Ethiopia,21,0.2401778626330403,0.020099976329338902,True
Ethiopia,22,0.18187305870785173,0.032555742179385665,True
Ethiopia,23,0.15543680127561768,0.027923180239767087,True
Ethiopia,24,0.19365891861520068,0.01182472240710249,True
Ethiopia,25,0.13228418718215473,0.021667202002627256,True
Ethiopia,26,0.13664220276423697,0.021385515047890172,True
Ethiopia,27,0.18222443976851074,0.016673924411384395,True
Ethiopia,28,0.18441304794239594,0.019185984932247137,True
Ethiopia,29,0.2079367305205978,0.015824613605331894,True
Ethiopia,30,0.06249861625800198,0.011203077398833824,True
Ethiopia,31,0.08146193699063504,0.02709474342083285,True
Ethiopia,32,0.11276679263045689,0.031212360977244842,True
Ethiopia,33,0.10761828932345847,0.031011984604376694,True
Ethiopia,34,0.09586154600941368,0.02602870751155382,True
Ethiopia,35,0.09009018947683313,0.022998399901452755,True
Ethiopia,36,0.06127212160052492,0.02460989751256844,True
Ethiopia,37,0.06309584252140928,0.025877325273991905,True
Ethiopia,38,0.070821421785332,0.02782522828450507,True
Ethiopia,39,0.04423579968148399,0.026842278137092064,True
Ethiopia,40,0.015589073591028757,0.02552587805828469,True
Ethiopia,41,0.033954100552525755,0.020704717638832883,True
Ethiopia,42,0.07248452392263609,0.012332800043989756,True
Ethiopia,43,0.0011881919213095262,0.02317297891192299,True
Ethiopia,44,0.01377081319207524,0.014748924684986037,True
Ethiopia,45,0.05023090786958083,0.012592914778077008,True
Ethiopia,46,0.009225718652576712,0.028839551991329385,True
