index,sexual_orientation_isomap_x,sexual_orientation_isomap_y,sexual_orientation_tsne_x,sexual_orientation_tsne_y,sexual_orientation_umap_x,sexual_orientation_umap_y
Nigeria,0.054928674789037436,-0.26250364585888303,6.017139,74.92936,5.040131,0.049658567
Ethiopia,-0.05509326825578957,-0.15589524406277674,8.874206,-22.734081,6.1905794,2.5713308
Egypt,-0.16098085648048166,-0.02455386317411673,16.661005,-37.853134,6.475665,2.9944897
Congo,0.06209582382520159,-0.1870599835694041,11.5288,62.17990500000001,4.6721725,0.2324664
Tanzania,0.20043651265443874,-0.09965182864034357,62.09727,89.60839,3.6827886,-0.07317374
South Africa,-0.055645742894382434,-0.19022492339556246,-1.0170343000000002,14.18362,6.2687473,1.6340243
Kenya,0.2392685736825241,-0.12310402878996354,62.384876,104.63135,3.4375212,-0.28015605
Uganda,0.13632850874023245,-0.20649595914093624,32.733574,63.55018000000001,5.4878725999999975,0.40803564
Sudan,0.05823091538641144,-0.22412954579824887,19.419647,79.97613,5.1759453,0.28440762
Algeria,-0.16529741345971313,0.16148289875341695,-132.764,-51.04023400000001,10.338541,2.4460578
China,0.4997212000899946,0.057433448382201074,156.00679,85.82488000000002,1.0310199,-4.564839
India,-0.0734647761927202,0.13195794111259998,226.26915,-1141.0281,8.722894,1.928006
Indonesia,0.4377350116117241,0.05408785245584993,161.01852,98.902664,0.90330786,-4.540661
Pakistan,-0.2582263607798068,0.024437276782389657,-71.4124,27.593668,8.273173,2.1018379
Bangladesh,-0.15148527639866188,-0.07727487876760898,-26.94888,1.5211112,6.861689599999999,2.1269560000000003
Japan,0.16703633771485307,0.12932106912850566,-158.93094,29.573818,11.046373,0.2253182
Philippines,0.2301513365720608,0.04191976771721629,74.687775,77.398674,3.8179495,-0.20410936
Vietnam,0.445042892600521,0.05370330462239669,148.97342,101.89185,0.9137252,-4.4391947
Iran,-0.20543242377467394,0.12301743417787465,-82.36103,23.776659,8.636608,2.03918
Turkey,0.0570808901445887,0.2285830936972868,-170.82803,-10.029845,11.120095,0.9944017
Russia,-0.10225792551749592,0.2603492713267739,-148.10843,-48.305847,10.59242,2.187279
Germany,0.07761800629297888,0.2111502370126571,-164.22878,0.6030812,11.16174,0.837684
United Kingdom,-0.07670796359281122,-0.16087664787266373,-10.088071,6.2783256,6.5435567,1.8751558
France,-0.03582933640478417,0.2873282193932367,-175.14803999999995,-36.46317,11.345919,1.5932775
Italy,-0.16542423142165202,0.3148814026987452,-148.55885,-82.60773499999998,10.417167999999998,2.3568633
Spain,-0.23558937607843475,0.16394777455902146,-123.368256,-64.774895,10.206305,2.5505228
Ukraine,-0.2205953991494976,0.279611660330618,-137.42981,-81.86926,9.985777,2.5919776000000003
Poland,0.008062628020504094,0.2575234054451028,-163.56703000000005,-20.745428,11.097499,1.4790541
Romania,-0.04543568865734128,0.2484178111669585,-162.61417,-38.177063,11.011272,1.6861258
Netherlands,0.1587842800552241,0.16656003619399773,-163.20331000000004,14.26774,11.195184,0.4581569
Austria,0.009614726144926427,0.2969928337820796,-187.78264,-27.00201400000001,11.367335,1.2401538
United States,-0.04117900399110907,-0.24772186861810425,14.071428,17.355946,6.2825055,1.4191527
Mexico,-0.21636246671725864,-0.10959604408131586,32.03993,-131.41653,6.175871,6.273037
