sport,occupation,direct_correlation,indirect_correlation,same_correlation
football,accountant,0.15122231544760104,0.13316300563502584,True
football,architect,-0.2233273716889579,0.12619941414990887,False
football,artist,-1.0985787652687418,-0.01577208702985598,True
football,attorney,-0.8399684190262324,0.15625931490073344,False
football,banker,0.36849309056964313,0.18476795832932225,True
football,bartender,-0.3427293887862126,0.08395833743091197,False
football,barber,-0.7270621023152816,0.17335276510678507,False
football,broadcaster,-0.24207596730209077,0.14319392969351646,False
football,businessman,0.569881168884429,0.22150181708750022,True
football,butcher,-0.42937935173158986,0.12682801868858082,False
football,captain,0.4526496207968809,0.22505404218734135,True
football,carpenter,-0.0753699368127961,0.20659565922784354,False
football,chef,-0.27475100535324165,0.032971249430770365,False
football,coach,0.6283290054437712,0.13868778097907059,True
football,cook,0.047692651013251985,-0.060892375595372174,False
football,dancer,-0.946984717525917,-0.10338459005911695,True
football,dentist,-0.30101091691990706,0.05940132613454801,False
football,designer,-0.47270194996421416,-0.013526924219436161,True
football,developer,-0.40217791306945305,0.15715027064629303,False
football,doctor,-0.4216066521576223,-0.03411414424350706,True
football,economist,-0.5961202576574338,0.12186623250750547,False
football,editor,-0.6408199781147021,0.04133471271578955,False
football,engineer,0.08127050652157705,0.19069200767586064,True
football,farmer,0.5656595907345093,0.19275142501596015,True
football,filmmaker,-1.1920459281374387,0.0810901960745834,False
football,financier,-1.0142643422610276,0.199647081771081,False
football,fisherman,-0.12104627857525349,0.2282661357491688,False
football,gardener,0.1493326637329005,0.03080575623448376,True
football,journalist,-0.07502250234459638,0.07801337434340813,False
football,judge,-0.3882784989248216,0.08253710754192767,False
football,lawyer,0.14607137943553303,0.12935782925868355,True
football,librarian,0.3683588329008948,-0.08167839397144974,False
football,magician,-1.8427399045438517,0.128180915728987,False
football,mechanic,0.24744109830992947,0.19393355130629883,True
football,musician,-1.3050997970652447,0.11729957015800105,False
football,nanny,0.5881351425787418,-0.13858024133072377,False
football,nurse,-0.035198406834339495,-0.16234671104205717,True
football,painter,-0.5917386251189851,0.01733836486759798,False
football,pharmacist,-0.5054878723889455,-0.0029053428876589455,True
football,philosopher,-1.530010180820386,0.07982857240892657,False
football,photographer,-0.5579433192691126,0.03653333168933705,False
football,pilot,0.16435140288830594,0.24798704046590608,True
football,plumber,0.20319960949423063,0.22973538653955697,True
football,policeman,0.2889206134562192,0.21402589284987183,True
football,politician,-0.04174240684412818,0.09432012577763546,False
football,professor,-0.6696489879617668,0.08368494437526112,False
football,programmer,-0.40327045506749015,0.17359536648709867,False
football,psychologist,-0.5731266706277336,-0.02119835560419823,True
football,scientist,-0.723465884198588,0.10391735857562134,False
