country,yob,direct_correlation,indirect_correlation,same_correlation
Nigeria,1920,-1.3478556505398143,0.034164106289733494,False
Nigeria,1921,-1.3726306819109515,0.0509078862715732,False
Nigeria,1922,-1.075551160959604,0.05792657263834851,False
Nigeria,1923,-1.1399293106727522,0.053590016352864596,False
Nigeria,1924,-1.5315359320420132,0.054900247455210646,False
Nigeria,1925,-1.4927619095429674,0.08302283582765296,False
Nigeria,1926,-1.3723848373436907,0.07739533863814904,False
Nigeria,1927,-1.473312450415714,0.08606707163137253,False
Nigeria,1928,-1.2116687825866543,0.09186130489347356,False
Nigeria,1929,-1.4361761443116021,0.0931723319066586,False
Nigeria,1930,-1.1550319291141675,0.07234640340606388,False
Nigeria,1931,-0.9688594551393628,0.08459827963075053,False
Nigeria,1932,-1.0285516372713543,0.0638389673724652,False
Nigeria,1933,-0.8328184470021976,0.09539494510400554,False
Nigeria,1934,-0.9328607729184932,0.08032109814095241,False
Nigeria,1935,-0.7600382018869419,0.08967805900766111,False
Nigeria,1936,-0.6560947834707025,0.09649724713371008,False
Nigeria,1937,-0.7995904148690288,0.059234960616205666,False
Nigeria,1938,-1.154441176100701,0.06429284182333204,False
Nigeria,1939,-1.1451051762545834,0.06662643431008317,False
Nigeria,1940,-1.1793199692812284,0.06315923907066143,False
Nigeria,1941,-1.4553400621098491,0.04440878907277516,False
Nigeria,1942,-1.3849015020167412,0.04621394239027825,False
Nigeria,1943,-1.3429593902151233,0.0344987262287753,False
Nigeria,1944,-1.8186027538598528,0.04095181173193093,False
Nigeria,1945,-1.331052265657138,0.03691386584494904,False
Nigeria,1946,-1.2006895732750051,0.0452268979529609,False
Nigeria,1947,-1.110806211503179,0.05570985098930168,False
Nigeria,1948,-0.8804206680729612,0.07164893967486995,False
Nigeria,1949,-1.328382349936678,0.03971693961144409,False
Nigeria,1950,-1.0842674365102134,0.02983007737337933,False
Nigeria,1951,-1.268646811897361,0.05114576404327705,False
Nigeria,1952,-1.174301446775015,0.035358415444117094,False
Nigeria,1953,-1.2763428029942305,0.06187333299566397,False
Nigeria,1954,-1.0828769752223981,0.04127562992694977,False
Nigeria,1955,-1.4152856224625252,0.029318451060089724,False
Nigeria,1956,-1.3283347134160528,0.02032636807825859,False
Nigeria,1957,-1.1237165037646057,0.03889522339448489,False
Nigeria,1958,-1.0299836847812522,0.03176647178558068,False
Nigeria,1959,-1.0821383914745357,0.02628831348675757,False
Nigeria,1960,-0.4439211371622581,0.023514994232444245,False
Nigeria,1961,-0.8058724660132273,0.0360684108076269,False
Nigeria,1962,-0.6364155130999811,0.019939619317240562,False
Nigeria,1963,-0.36807430375159866,0.0033589007111368262,False
Nigeria,1964,-0.39465758037879806,-0.008276336568520615,True
Nigeria,1965,-0.6436744420184061,0.007622517625908108,False
Nigeria,1966,-0.37334126399932255,0.013668608826484395,False
Nigeria,1967,-0.3581692814474008,0.052382944978557194,False
Nigeria,1968,-0.8360878452758386,-0.0033209443218562983,True
Nigeria,1969,-0.5056715015662115,0.00401906835819961,False
Nigeria,1970,-0.2979364596213568,-0.005321536757630075,True
Nigeria,1971,-0.7075640476926047,-0.019788595221345514,True
Nigeria,1972,-0.5755880359863976,-0.05607331952905013,True
Nigeria,1973,-0.39086879758397647,-0.0035139667564401565,True
Nigeria,1974,-0.3357616026589816,-0.02879542735746696,True
Nigeria,1975,-0.3227207034419469,-0.027931598761979943,True
Nigeria,1976,-0.054352279379148466,-0.010080919282228984,True
Nigeria,1977,-0.48949901253585903,-0.030365095455003332,True
Nigeria,1978,-0.24831617887859994,-0.05089004169634135,True
Nigeria,1979,-0.7147395745628602,-0.05827366943789582,True
Nigeria,1980,-0.3139355973771907,-0.09430397539357219,True
Nigeria,1981,-0.615524165370904,-0.05293991659515268,True
Nigeria,1982,-0.6147806509126089,-0.07994694619639772,True
Nigeria,1983,-0.32034068999183196,-0.10118034250266862,True
Nigeria,1984,-0.5172411858530738,-0.12752580331870703,True
Nigeria,1985,-0.46300859211977125,-0.09975168155070628,True
Nigeria,1986,-0.373085697135351,-0.10231994626427827,True
Nigeria,1987,-0.4454174367909434,-0.11464754647739427,True
Nigeria,1988,-0.12166459361896274,-0.15064710995022504,True
Nigeria,1989,-0.3253757901435877,-0.1548964554478062,True
Nigeria,1990,-0.05112190455041634,-0.15928080095114455,True
Nigeria,1991,-0.16157683991527927,-0.1671444113793092,True
Nigeria,1992,-0.33308475568886914,-0.15917625780389014,True
Nigeria,1993,0.05746098428830643,-0.17178512756243378,False
Nigeria,1994,0.09426758301253395,-0.16335232755916607,False
Nigeria,1995,-0.3859660345375299,-0.17479030541156096,True
Nigeria,1996,-0.43845996228169093,-0.1781132498811236,True
Nigeria,1997,-0.41094155079383693,-0.17626752785810104,True
Nigeria,1998,-0.0637022931563139,-0.17817584334158684,True
Nigeria,1999,-0.06554290636929774,-0.1719818014849224,True
Nigeria,2000,-0.13072066669260587,-0.1681828684863706,True
Nigeria,2001,-0.37407819541396414,-0.16641578858850908,True
Nigeria,2002,-0.03461696745598055,-0.16610778532870277,True
Nigeria,2003,-0.08764138397884717,-0.17476381890109413,True
Nigeria,2004,-0.3322559548206444,-0.17374882094400423,True
Nigeria,2005,-0.0767709464014544,-0.15509075548091034,True
Nigeria,2006,0.025593488474158974,-0.16502093039246157,False
Nigeria,2007,-0.007491354067422041,-0.15638119645055445,True
Nigeria,2008,0.08318754674734652,-0.17810705552658387,False
Nigeria,2009,0.11789383688229108,-0.17682110973991844,False
Nigeria,2010,0.15078731269060572,-0.1775824827026395,False
Nigeria,2011,0.3113772541552645,-0.1782493639504016,False
Nigeria,2012,-0.023701370756277228,-0.18437885757158323,True
Nigeria,2013,0.4902852158172723,-0.18128152891912971,False
Nigeria,2014,0.5239116368533706,-0.19037206964475337,False
Nigeria,2015,0.5859114670437753,-0.1847514448514127,False
Nigeria,2016,0.5266801329532785,-0.18073108592170906,False
Nigeria,2017,0.29093448129289295,-0.17212973522666916,False
Nigeria,2018,0.2718760308124495,-0.19089755253368001,False
Nigeria,2019,-0.19377116125512694,-0.15161401130093255,True
Nigeria,2020,-0.36178737044966436,-0.20403436698536215,True
Ethiopia,1920,-0.36000745664801054,0.10736127960678041,False
Ethiopia,1921,-0.5931160944511108,0.1017774489976453,False
Ethiopia,1922,-0.2322255909064763,0.11814227249777637,False
Ethiopia,1923,-0.48597858631741164,0.11348512500011343,False
Ethiopia,1924,-0.19848936331014083,0.11990853590250594,False
Ethiopia,1925,-0.06399215930757433,0.1411433860741083,False
Ethiopia,1926,-0.6034482476117791,0.13713776293334856,False
Ethiopia,1927,-0.38369474623251615,0.1435079324792547,False
Ethiopia,1928,-0.020638146939561716,0.1526870274086996,False
Ethiopia,1929,-0.26706601175277905,0.15266953529219168,False
Ethiopia,1930,0.05528751762791472,0.11821392884696393,True
Ethiopia,1931,-0.09945030557518159,0.1150485959574433,False
Ethiopia,1932,0.16612068956137852,0.12003640822489081,True
Ethiopia,1933,0.057893406952527426,0.13788586348159887,True
Ethiopia,1934,0.12406369246534966,0.1217356690937441,True
Ethiopia,1935,0.08628369905468802,0.12173878036989182,True
Ethiopia,1936,-0.03485453771862484,0.1256664450673408,False
Ethiopia,1937,-0.277518936826137,0.08358332037374505,False
Ethiopia,1938,-0.4999372044521,0.10033165133947632,False
