index,trait_isomap_x,trait_isomap_y,trait_tsne_x,trait_tsne_y,trait_umap_x,trait_umap_y
accountant,-2.4269253678971996,-1.9429858262009765,49.098347,115.55999,2.2079923,9.893802
air traffic controller,-2.684633305769215,1.442132054124901,-10.288074,192.81108,1.7942272,11.459372
architect,-1.3746369758668024,-2.417162382916818,29.221972,63.6014,3.8595989,9.885197
artist,1.7818875565321497,1.6995277371738877,112.828186,398.59222,8.824029,7.4806056
attorney,-1.5402035150299738,-0.34467354169371445,156.60754,15.325139,4.406496,11.384238
baker,2.668364090279052,-1.7852445103564054,-23.934265,-122.77969,9.977387,7.5036306
banker,-1.6389603845760299,-1.6866020115560383,56.12469,68.08389,4.155818,10.165814
bartender,-0.4823871214234007,0.7655833793294207,-41.824043,-13.055927,7.230401,6.2034316
barber,-0.34363834764817,-2.238963501096137,85.13287,-5.838826,5.794194,9.050429
barman,-2.1792596847811065,-2.167149317254998,67.17809,53.7463,4.65911,9.83432
barmaid,4.210806149711833,0.10473165759208941,-79.31196,-164.17618,11.33897,6.461294
bookkeeper,3.0179261071848806,-1.4460039764355495,-12.093996,-146.84639,10.757483,7.394973
broadcaster,-2.865911490038703,0.9795791426069779,6.2303553,193.92874,1.5748656,11.292907
builder,-1.3426841789739816,-2.32275716402036,77.112076,38.553967,4.887285,9.578879
businessperson,-3.295761594967389,-1.1648226127951233,45.988377,126.64267,2.1211145,9.975499
businessman,-1.9801470645562984,-2.287039400332333,42.681126,92.54901,3.3188572,9.901804
businesswoman,4.042245233196868,0.0077824971355479325,-60.407635,-163.71495,11.4152,6.5260024
butcher,-0.1902313774638662,-1.9890938817120534,93.0676,-13.435002,5.9775767,9.170319
captain,-1.864390663455331,0.4834497371259866,-47.790047,206.1251,2.983301,11.530003
carpenter,-0.9069665206196222,-2.785560131080798,69.068375,14.830187,5.295412,9.484626
cashier,0.8618043309872694,0.28102180412110445,-28.53398,-27.770538,7.2692094,6.372405
chef,0.8439365514684142,-0.7306123069918764,-10.85504,-36.8192,7.2586446,6.768958
coach,-3.3541248960938037,0.5568777818997599,-7.2360806,158.02654,1.8341633,10.676309
cook,3.2585174166809234,-1.2905100954213775,-32.368927,-132.4962,10.447088,7.2190237
computer programmer,-1.5534343578005185,1.8080481498919903,-78.98404,72.87114,7.7950263,3.0233784
dancer,3.719202105722976,1.2417309671080454,-92.53649,-171.36942,11.191757,6.3574905
dental hygienist,-1.7954839787136319,2.5770949310191917,-99.91625,38.926,7.0774436,2.9268084
dentist,-0.16769128456122123,-1.9576066525439493,11.859227,-34.24922,6.777894,7.7214375
designer,-0.07034210601681351,3.134835382012055,-117.53933,-6.9629836,6.3797164,4.080182
developer,-3.5906558132274986,1.4832235142977295,-33.887463,189.20358,2.1819234,11.430777
dietician,1.991820746082166,3.1602481404293035,-130.47437,-46.228725,6.6336727,4.585529
doctor,0.5811400047565429,-1.4154436622856894,89.60277,-36.770203,6.6869326,9.038793
economist,-2.4109998266342036,-1.9373021584189698,39.166447,105.86184,2.6354945,9.8658495
editor,-1.6017478013211073,1.9884740450039111,-70.22648,68.52594,7.7853565,3.0100493
electrician,-3.471061588008375,0.34671499499773734,23.57971,131.81758,2.2108204,10.531885
engineer,-3.1276343347534508,-1.1064394353192555,35.048275,117.18827,2.2519894,10.057232
farmer,-1.081126024750899,-2.794297923559441,71.49549,24.5105,5.070644,9.596418
filmmaker,-1.5177752042637207,0.8962323814540067,-71.94873,110.05129,8.464347,3.4640388
financier,-2.82434307401135,-0.4845375356629026,16.431484,198.276,1.4316567,11.16635
fireman,-1.7477474922042397,-2.5994112914957044,65.84073,39.225067,4.907131,9.674113
fisherman,-0.6546569479558201,-2.435140365177293,83.943016,7.239623,5.5731816,9.323361
