,occupation,age,direct_correlation,indirect_correlation,same_correlation
0,accountant,1,-0.7784987128220604,-0.2151854841684592,True
1,accountant,2,-2.260168727313728,-0.1884392196839712,True
2,accountant,3,-2.370354784588121,-0.1746200331211438,True
3,accountant,4,-2.3722207731460525,-0.1634788120910107,True
4,accountant,5,-2.3164763961152497,-0.12520891679648508,True
5,accountant,6,-2.505763532781626,-0.11174541540761816,True
6,accountant,7,-2.3747751691587204,-0.11215395462912572,True
7,accountant,8,-2.441413286647239,-0.08271258141381192,True
8,accountant,9,-2.304822058249904,-0.06779968760272992,True
9,accountant,10,-2.0931742919667022,-0.028338110789540186,True
10,accountant,11,-1.9046715120314688,0.14743821272955712,False
11,accountant,12,-1.9374860103834566,0.10017909293266812,False
12,accountant,13,-1.789318399506316,0.19123262801696392,False
13,accountant,14,-1.6933268372840844,0.2170719244712087,False
14,accountant,15,-1.4230438902177598,0.21915835609923956,False
15,accountant,16,-1.2832399994703008,0.25923184539140826,False
16,accountant,17,-1.2065469974207734,0.275524314735678,False
17,accountant,18,-0.8908654881842757,0.274312122003531,False
18,accountant,19,-0.5920650222981103,0.2670401169276898,False
19,accountant,20,-0.4026493784866916,0.09322028828729602,False
20,accountant,21,-0.04435061109099939,0.19022505313367255,False
21,accountant,22,-0.1140439444064862,0.14091490751664415,False
22,accountant,23,0.1096965169002695,0.17303157096397126,True
23,accountant,24,0.012308597865188994,0.15711674564418204,True
24,accountant,25,0.29469059819537435,0.0918771083962292,True
25,accountant,26,0.4307231711669388,0.12187834605132455,True
26,accountant,27,0.5981629416356677,0.1360192979102953,True
27,accountant,28,0.6383503358594589,0.11860926765590185,True
28,accountant,29,0.8256275462145565,0.13457484143333082,True
29,accountant,30,0.7383582946429731,0.05866146689044813,True
30,accountant,31,1.0231261006106542,0.10711518537906868,True
31,accountant,32,1.00179106884576,0.05257475435214252,True
32,accountant,33,0.9915897781650084,0.08177417052852669,True
33,accountant,34,1.1906012968695034,0.0889421295197573,True
34,accountant,35,1.2355283796254537,0.09878329273931584,True
35,accountant,36,0.9729778546621664,0.07576774351687805,True
36,accountant,37,1.1237245102471305,0.06596881265446891,True
37,accountant,38,1.0657090095152542,0.08255125445556957,True
38,accountant,39,1.194724925746744,0.09831598424780788,True
39,accountant,40,1.1083284732205845,0.024049164605422002,True
40,accountant,41,1.3274251462616933,0.11161495599855248,True
41,accountant,42,1.2011140403983849,0.08363692757861865,True
42,accountant,43,1.3127502719410262,0.0955712436710436,True
43,accountant,44,1.2036974567291825,0.08965564306135929,True
44,accountant,45,1.2211629389084304,0.08392396054134167,True
