country,yob,direct_correlation,indirect_correlation,same_correlation
Nigeria,1920,-0.16582904467051407,-0.02805639267066751,True
Nigeria,1921,0.07704189391847041,-0.0312255157029068,False
Nigeria,1922,0.19287611113728528,-0.04758721819056222,False
Nigeria,1923,0.05359297032650907,-0.03700131666353769,False
Nigeria,1924,-0.08869897160353701,-0.052256833767748805,True
Nigeria,1925,0.038013667931181765,-0.01601422943465554,False
Nigeria,1926,-0.0550351438875538,-0.017644319627573186,True
Nigeria,1927,-0.24545883260203302,-0.030005243218533924,True
Nigeria,1928,-0.3596676265752115,-0.041862786419342386,True
Nigeria,1929,-0.41002345862820644,-0.03332104307501843,True
Nigeria,1930,-0.4348061131552833,0.015026692932920667,False
Nigeria,1931,-0.3456122620308126,-0.025438251885393903,True
Nigeria,1932,-0.09810043807421594,-0.008705319378083578,True
Nigeria,1933,-0.08360047752804496,-0.020508907676510302,True
Nigeria,1934,-0.360189673228191,-0.04049052250000329,True
Nigeria,1935,0.11395799038703154,-0.014863553514557622,False
Nigeria,1936,-0.06449382589574094,-0.0028963890936928582,True
Nigeria,1937,-0.14184821850029436,-0.025135609214553087,True
Nigeria,1938,-0.07269308705702872,-0.051633495333087205,True
Nigeria,1939,0.10105938252511419,-0.03376590743291578,False
Nigeria,1940,0.11460954657942338,-0.05839505717172905,False
Nigeria,1941,0.2873244206983183,-0.04037159989655771,False
Nigeria,1942,0.2764400900930846,-0.03588272557068668,False
Nigeria,1943,0.22906645314892757,-0.031355292201417466,False
Nigeria,1944,0.014539052681891033,-0.0818506907087561,False
Nigeria,1945,-0.17595816016103544,-0.03053079991572739,True
Nigeria,1946,-0.13398270937001724,-0.0710256658521422,True
Nigeria,1947,-0.14085733704359388,-0.055526521170267025,True
Nigeria,1948,-0.1375524627830134,-0.03202506642214859,True
Nigeria,1949,0.07599660723490967,-0.056547229252111746,False
Nigeria,1950,-0.3433438858241116,-0.026498384365705913,True
Nigeria,1951,0.074613233916885,-0.03304325854585587,False
Nigeria,1952,0.19685663194910008,-0.04361434597507195,False
Nigeria,1953,0.3562764263179881,-0.022026491982697655,False
Nigeria,1954,0.2002904298756391,0.016905055625619482,True
Nigeria,1955,0.33392334499883786,-0.015387056515379813,False
Nigeria,1956,0.5132728444206051,0.0034297416152419538,True
Nigeria,1957,0.65329339644665,0.012818445281952527,True
Nigeria,1958,0.4070911769746572,0.013537489993340278,True
Nigeria,1959,0.635871611697,0.029904015271524496,True
Nigeria,1960,0.674682116840916,0.056054731129703494,True
Nigeria,1961,1.0009502012158633,0.05308724848493908,True
Nigeria,1962,0.8298699233182405,0.034263088345977535,True
Nigeria,1963,0.9662253949498915,0.016503172170974467,True
Nigeria,1964,0.7346663800982118,-0.019002809912017613,False
Nigeria,1965,0.7605005983841923,-0.002476859130864874,False
Nigeria,1966,0.8829833236992586,-0.012801283966650102,False
Nigeria,1967,0.9283953408200354,0.01382225079026276,True
Nigeria,1968,0.10682539684062703,-0.05620417665882694,False
Nigeria,1969,0.14985101207609272,-0.05583340973448721,False
Nigeria,1970,0.06063472850884099,-0.041602125349030905,False
Nigeria,1971,0.24868654584061728,-0.07201516214430319,False
