sport,country,direct_correlation,indirect_correlation,same_correlation
football,Nigeria,0.45908314214147267,-0.13758268449299313,False
football,Ethiopia,0.09046830723433658,-0.30703542026250896,False
football,Egypt,-0.33043171139090244,-0.3042922552497664,True
football,Congo,0.1424763233965285,-0.21513435676214976,False
football,Tanzania,0.07645250847133336,-0.2754778648891117,False
football,Kenya,-0.10331857068475209,-0.13011349203228062,True
football,Uganda,0.25936909178103984,-0.2158826346751925,False
football,Sudan,0.13969892914280166,-0.3008624913294313,False
football,Algeria,0.5215155280704665,-0.36791021272823854,False
football,China,-0.20342123259911865,-0.19910034872669327,True
football,India,-0.5046267635636088,-0.33657585426973746,True
football,Indonesia,0.2213211470799211,-0.3426101499780888,False
football,Pakistan,0.07625230137213193,-0.2654159760031461,False
football,Bangladesh,0.22505814002923805,-0.2669758466597278,False
football,Japan,0.0633633818596261,-0.20489876281071268,False
football,Philippines,0.3078410827389284,-0.10407515019006955,False
football,Vietnam,0.19898569936158395,-0.09949834600813456,False
football,Iran,0.25429421443098116,-0.31339320141831345,False
football,Turkey,0.7093406160292971,-0.29718581974999003,False
football,Russia,-0.15498789954021233,-0.38046725290211597,True
football,Germany,0.4700932918865407,-0.3998541395500026,False
football,France,-0.08579391529706017,-0.45592910841161605,True
football,Italy,0.019707727939451587,-0.44759555009337965,False
football,Spain,0.03653215625644382,-0.3718841624562126,False
football,Ukraine,0.2215225827415604,-0.22164222610425496,False
football,Poland,0.3122005600661707,-0.3424707579569742,False
football,Romania,0.2429201141503489,-0.3304452334895466,False
football,Netherlands,0.7027952453371482,-0.3727513720432167,False
football,Austria,0.340742744439975,-0.46777535430337736,False
football,Mexico,0.15406715594490325,-0.03830276296448914,False
football,Canada,0.29011887467354136,0.13693707844093395,True
football,Guatemala,0.17756192326678416,-0.12136574654819832,False
football,Haiti,0.26007343565663577,-0.07430385895805365,False
football,Cuba,0.33818706338081894,-0.008674730044645619,False
football,Honduras,0.5424838473420367,-0.00900492919483297,False
football,Nicaragua,0.23284798580386917,-0.04277545705577154,False
football,Brazil,0.3396875186202563,-0.20315606845858772,False
football,Colombia,0.3927080265839884,-0.1039120305015538,False
football,Argentina,0.4817431402948089,-0.2795145398594891,False
football,Peru,-0.01878281235956019,-0.10628002205987873,True
football,Venezuela,0.256034724731348,-0.13895832879194633,False
football,Chile,0.21983688152270284,-0.23779226311772322,False
football,Ecuador,0.024109453876055186,-0.13404596882324074,False
football,Bolivia,0.4268306561475841,-0.13161969158122974,False
football,Paraguay,0.5100637194879953,-0.22949228983274836,False
football,Uruguay,0.5847030422208206,-0.235442352392833,False
football,Australia,0.418170359687084,-0.09684793389706117,False
football,Fiji,0.32960162026579304,-0.013182479739823512,False
football,Samoa,0.5649677397912493,0.11793877155499417,True
football,Tonga,0.6449823074658425,-0.14577141914724243,False
basketball,Nigeria,0.3743035339988526,-0.17215457124974004,False
basketball,Ethiopia,0.20658680422830297,-0.22985128028774193,False
basketball,Egypt,-0.24812343178124852,-0.24573100481531782,True
basketball,Congo,0.2249805372793134,-0.1508099403289374,False
basketball,Tanzania,-0.0818644873243908,-0.23028361749562207,True
basketball,Kenya,-0.07606200456342513,-0.12100927412481163,True
basketball,Uganda,0.13783153636590856,-0.2031925556097097,False
basketball,Sudan,-0.1249609754267248,-0.27797773947842064,True
basketball,Algeria,0.4056735508707001,-0.31233918154641227,False
basketball,China,-0.0018212956750779362,-0.13240495009765024,True
basketball,India,-0.6198856626933639,-0.2685702817329053,True
basketball,Indonesia,0.2550306576112381,-0.2829630990663064,False
basketball,Pakistan,-0.22244567091342848,-0.23196054139765973,True
basketball,Bangladesh,-0.2067513846466944,-0.20659195345107617,True
basketball,Japan,0.19018336310044873,-0.11349823554412967,False
basketball,Philippines,0.5161891362516909,-0.033125750417837684,False
basketball,Vietnam,0.20421582247989384,-0.045348946894538444,False
basketball,Iran,0.08811463359445863,-0.28329217270245605,False
basketball,Turkey,0.7329933631228487,-0.24345705427159575,False
basketball,Russia,-0.033362305938281676,-0.30316462707704933,True
basketball,Germany,0.4905568653251383,-0.3467212874410479,False
basketball,France,-0.05500007234463198,-0.3563696763728296,True
basketball,Italy,0.15175431470525727,-0.35145316293424533,False
basketball,Spain,0.05468259310740137,-0.3040693662952957,False
basketball,Ukraine,0.3680646794617577,-0.21330205346655007,False
basketball,Poland,0.5310856195065904,-0.30115067106327825,False
basketball,Romania,0.29614471594643454,-0.2601743860798156,False
basketball,Netherlands,0.605383892521927,-0.2912472868649381,False
basketball,Austria,0.4129780589636953,-0.3664151629324845,False
basketball,Mexico,0.3961718436967974,0.014517424817159653,True
basketball,Canada,0.49418031150090874,0.16619635057272075,True
basketball,Guatemala,0.35368600729945576,-0.0890130197197659,False
basketball,Haiti,0.5730208339094036,-0.05087951881739679,False
basketball,Cuba,0.8422200424214472,0.018732760233795758,True
basketball,Honduras,0.5883949693441262,-0.019745699007884872,False
basketball,Nicaragua,0.4131129578768365,-0.023057274815528717,False
basketball,Brazil,0.5861844791133977,-0.16251942946539125,False
basketball,Colombia,0.5774662326308382,-0.06487982345014347,False
basketball,Argentina,0.5568191924125303,-0.24600300395877137,False
basketball,Peru,0.11924102735725478,-0.09896724121599908,False
basketball,Venezuela,0.654133372025279,-0.11621502022480618,False
basketball,Chile,0.23606717846419334,-0.21691378139049278,False
basketball,Ecuador,0.2234247555583865,-0.09601536017723636,False
basketball,Bolivia,0.447823638037637,-0.11112994872824974,False
basketball,Paraguay,0.5459618252228209,-0.21105576230546663,False
basketball,Uruguay,0.5987812370616384,-0.23789746119753838,False
basketball,Australia,0.14686795506324735,-0.11471508455200805,False
basketball,Fiji,0.07508225003131494,-0.05292460381699411,False
basketball,Samoa,0.3862320709400275,0.016338139827817757,True
basketball,Tonga,0.313476029652234,-0.2120677344033647,False
cricket,Nigeria,0.4798430010504875,0.16222150570556015,True
