direct_correlation,indirect_correlation,same_correlation
-0.391278136898055,-0.10732536196198589,True
0.7988503907720309,-0.020742061385365572,False
-1.153609294751418,-0.027187310543198676,True
0.7170030459973149,0.09118337215420405,True
0.8658332985837095,0.2801538664034283,True
0.25769743911170573,-0.009309592358335459,False
0.8231320734530565,-0.14159440964579373,False
-1.4009532749493119,-0.01929321912887171,True
1.7254605220071013,0.2723038099081098,True
1.005182302480391,0.28287558090421117,True
-0.5636820198544625,-0.09435424765873109,True
0.07812444286656167,-0.2738211551012187,False
-1.2258431754558237,0.021041530668430702,False
1.4520043683816655,0.3115333573963818,True
1.2345440776619743,0.3451240709280465,True
0.0153283467463937,-0.002230292491773253,False
0.7814048296091551,-0.05652853929474856,False
-1.2980760508802178,0.004278233798180249,False
0.6188697453766019,0.038013643419455775,True
0.6495136253228564,0.26970951588911474,True
0.3228565108801746,0.05030463349562986,True
0.6911770442741763,-0.031696913786317636,False
-0.9432172240937263,0.03641459079164164,False
0.9210004879540831,0.08515047424605297,True
0.9212438692775771,0.28834168943169897,True
-0.25177147216663176,0.012224273922578278,False
0.7897049350930879,0.023177488401005458,True
-0.5457851292315643,0.03640172238067995,False
1.2685797990116638,0.09857103607439399,True
0.11494851172948756,0.11268617940820473,True
0.3394445530047171,0.10883897803825647,True
0.8137868247510153,0.07439529808062512,True
-0.8504898158048939,0.06528183790962352,False
1.1773950106719273,0.141594231864004,True
0.7222952458967741,0.2256910214363466,True
0.3411252276287928,0.03341202593085976,True
1.1105502273273145,0.022848655364292526,True
-0.934504375600484,0.009770167299723567,False
0.886574438664513,0.08081626104501176,True
0.5737944413639041,0.22166895006814064,True
-0.2612608252335286,-0.05182267891243885,True
0.3573709245273091,-0.11642268767353378,False
-1.1618364574881561,0.014554297178666126,False
1.0631723485957836,0.18733073772517098,True
1.324909227266986,0.4490827803194028,True
-1.452963435259754,-0.13315038341616173,True
-0.37567902832449845,-0.18015797022230004,True
-2.806286377314157,-0.07869340185397476,True
1.1013174695942212,0.16826084135178893,True
1.3381093055298066,0.38565880310594564,True
2.126778804678077,0.3558533945583026,True
0.30696378045802764,-0.04642421230128859,False
-0.8101538494459096,0.07825710025583664,False
0.36186779798378216,-0.0011662849232829003,False
