,beverage,country,direct_correlation,indirect_correlation,same_correlation
0,water,Nigeria,-0.10885229393544144,0.029938620392520737,False
1,water,Ethiopia,0.5793889421984362,0.27919620456289945,True
2,water,Egypt,0.5798857405451404,0.2481552537745321,True
3,water,Congo,0.4159371155781037,0.10221896474601656,True
4,water,Tanzania,0.1633028222526699,0.16747802754218175,True
5,water,Kenya,0.1546975556294306,0.09246022526454674,True
6,water,Uganda,0.02820881258725689,0.0784439958598097,True
7,water,Sudan,0.35191135208309343,0.2486044142160947,True
8,water,Algeria,0.02824359730894968,0.09386913665131373,True
9,water,China,0.39649214663382265,0.18643179691375775,True
10,water,India,0.2775262992612494,0.20755178699882976,True
11,water,Indonesia,0.3484368364648293,0.1726022285684813,True
12,water,Pakistan,0.21661054912525696,0.17250269864739665,True
13,water,Bangladesh,0.5966095641636379,0.1920856284370285,True
14,water,Japan,-0.099228492163005,0.07607455765638127,False
15,water,Philippines,-0.042804918856714856,-0.013796940527440859,True
16,water,Vietnam,-0.036124870079046016,-0.056817494455168614,True
17,water,Iran,-0.13072421893938466,0.2135053201305264,False
18,water,Turkey,0.19536069176857504,0.14408124965774716,True
19,water,Russia,-0.1890823013014755,0.1448944472811985,False
20,water,Germany,-0.17272491825393094,0.08799871794054093,False
21,water,France,-0.2933248423063156,-0.0195180062320242,True
22,water,Italy,-0.08888232454077115,0.03879716349195004,False
23,water,Spain,-0.26869729072209364,0.027794799111353383,False
24,water,Ukraine,0.1630787031539504,0.2123699899675745,True
25,water,Poland,-0.12021350053852875,0.18517132439563044,False
26,water,Romania,0.10466841324968544,0.08467672291135138,True
27,water,Netherlands,0.042216832886664966,0.03785971813078947,True
28,water,Austria,0.08644418424070516,0.10623556213026117,True
29,water,Mexico,-0.14188591998007447,0.020855056281748233,False
30,water,Canada,-0.1920590691772328,-0.1194202504186498,True
31,water,Guatemala,-0.011245632797730996,0.07297365535134966,False
32,water,Haiti,0.3091436342231782,0.06808127243226471,True
33,water,Cuba,-0.11962370498114125,0.0517010945169402,False
34,water,Honduras,0.08381989983897455,0.0272583437455543,True
35,water,Nicaragua,0.20223934722318915,0.101914121835562,True
36,water,Brazil,0.10812617122609146,0.06074177539000637,True
37,water,Colombia,-0.2467948221808495,-0.0003325976996727307,True
38,water,Argentina,-0.4114611507202167,-0.0514235558550497,True
39,water,Peru,0.3855059445718485,0.1532723943462817,True
40,water,Venezuela,0.028004852883386847,0.09449485909123616,True
41,water,Chile,-0.08596923631195384,-0.00242853769949753,True
42,water,Ecuador,0.017794834957036938,0.09485379832004504,True
43,water,Bolivia,0.5189420201395367,0.09250759844233856,True
44,water,Paraguay,0.12915470841135507,0.04523127356556051,True
45,water,Uruguay,-0.19307206906166496,0.0011334759602616242,False
46,water,Australia,-0.24962817754602326,-0.08581115430956822,True
47,water,Fiji,0.07849514163195698,-0.04204482467893386,False
48,water,Samoa,0.4419967881576877,-0.02749036618942977,False
49,water,Tonga,0.13249028941511987,0.04218047084302221,True
50,coffee,Nigeria,-0.19336958880845664,-0.06743288324251076,True
51,coffee,Ethiopia,-0.1013603839766628,-0.17847087032684408,True
52,coffee,Egypt,-0.6451006958957588,-0.22141048099483104,True
53,coffee,Congo,-0.3859892169055935,-0.30093254016558657,True
54,coffee,Tanzania,0.15933329544971953,-0.1183138808242055,False
55,coffee,Kenya,0.11011582662268618,-0.037495864980025766,False
56,coffee,Uganda,-0.03871804100063196,-0.0608959231892136,True
57,coffee,Sudan,-0.6147161447053646,-0.1689174821071948,True
58,coffee,Algeria,-0.31433827928166963,-0.1918217031516377,True
59,coffee,China,-0.13157045451840635,-0.1122113505376381,True
60,coffee,India,-0.22695984586213297,-0.10644105997592906,True
61,coffee,Indonesia,0.09858464230583378,-0.18790901451147413,False
62,coffee,Pakistan,-0.22969688118312626,-0.0961276262721333,True
63,coffee,Bangladesh,-0.3401429511975319,-0.07453535599691627,True
64,coffee,Japan,-0.0531899387705936,-0.1214743991958168,True
65,coffee,Philippines,-0.03699574557866076,-0.08578457026481015,True
66,coffee,Vietnam,-0.21428149380332628,0.020425449175478283,False
67,coffee,Iran,-0.1733601598035451,-0.15853809640722946,True
68,coffee,Turkey,-0.1759108951370971,-0.1323188779573119,True
69,coffee,Russia,-0.4038574242006624,-0.18203256014217709,True
70,coffee,Germany,0.0811645924289727,0.004580421175515677,True
71,coffee,France,-0.2456715045501487,-0.16014973038084865,True
72,coffee,Italy,0.16718772319027453,-0.13254149541389704,False
73,coffee,Spain,-0.17735002370703612,-0.27078062641828043,True
74,coffee,Ukraine,-0.7653216518729234,-0.3282271142838286,True
75,coffee,Poland,-0.15957056730479258,-0.1059512605781623,True
76,coffee,Romania,-0.3839711102125598,-0.2800290548057671,True
77,coffee,Netherlands,-0.1690773758257675,-0.05354597106344737,True
78,coffee,Austria,-0.4253872823001871,-0.08465985185630309,True
79,coffee,Mexico,0.2178160538471024,-0.1780291308398057,False
80,coffee,Canada,0.1599845902838362,0.22159950972050693,True
81,coffee,Guatemala,0.4065686661030622,-0.191655123240126,False
82,coffee,Haiti,-0.15871990506285166,-0.2109202894739616,True
83,coffee,Cuba,0.17639599042255066,-0.1743933128872951,False
84,coffee,Honduras,0.2460388893635921,-0.0997761392173364,False
85,coffee,Nicaragua,0.375719035696493,-0.1451618092631234,False
86,coffee,Brazil,-0.16049769779018586,-0.2219199415094541,True
87,coffee,Colombia,0.2013472979821216,-0.1923778538930587,False
88,coffee,Argentina,-0.1028513097013403,-0.08403961172830665,True
89,coffee,Peru,0.1069516671209714,-0.16144872747305994,False
90,coffee,Venezuela,-0.01464873725786701,-0.2567997116067713,True
91,coffee,Chile,-0.19924362527270692,-0.13253195975066764,True
92,coffee,Ecuador,0.22642353744379626,-0.2024279178001563,False
93,coffee,Bolivia,0.0306746884370525,-0.19903482616401635,False
94,coffee,Paraguay,-0.24643713854642596,-0.07385230814938999,True
95,coffee,Uruguay,-0.11812254558944453,-0.12828525082083062,True
96,coffee,Australia,-0.20199292968915136,0.18026284910129814,False
97,coffee,Fiji,0.28105011347937714,0.1498412239343158,True
98,coffee,Samoa,0.2393608815111052,0.10632378017756494,True
99,coffee,Tonga,-0.621913478683631,-0.015180249863284374,True
100,tea,Nigeria,0.2863384393977385,0.08683899941703459,True
101,tea,Ethiopia,0.707958112835824,0.2839992027037964,True
102,tea,Egypt,0.4526770944107257,0.3014295522558154,True
103,tea,Congo,-0.030954977316606267,0.010611551893092106,False
104,tea,Tanzania,0.5587635489752181,0.16354314506229142,True
105,tea,Kenya,0.7213767787223069,0.10284373249002472,True
106,tea,Uganda,0.4525814585228405,0.16646622962649624,True
107,tea,Sudan,0.3197521735064989,0.2837963932861841,True
108,tea,Algeria,0.05010575638913118,0.2511523814966884,True
109,tea,China,0.8028890637466002,0.1959450045856759,True
110,tea,India,1.1939868857799492,0.360156485944771,True
111,tea,Indonesia,0.6985001363397451,0.19099361065995288,True
112,tea,Pakistan,0.8581668191189757,0.24169230271236256,True
113,tea,Bangladesh,0.9672856028398292,0.27278947794919484,True
114,tea,Japan,0.5910406908770148,0.07231633066858571,True
115,tea,Philippines,0.12466937734100544,-0.05715012762599987,False
116,tea,Vietnam,-0.3490641453505749,-0.0529249581493919,True
117,tea,Iran,0.5773643212165869,0.28229842717656706,True
118,tea,Turkey,0.4446862476607482,0.27838788416041155,True
119,tea,Russia,0.19746858831977368,0.27608568722997456,True
120,tea,Germany,0.354666067532224,0.3463779847869111,True
121,tea,France,0.2802426088987493,0.2797440292672299,True
122,tea,Italy,0.32533553245557145,0.30947676651976325,True
123,tea,Spain,0.014982706927696631,0.15954935820220875,True
124,tea,Ukraine,-0.16081545196539798,0.15453606681365234,False
125,tea,Poland,0.3657231077494316,0.3744512187582125,True
126,tea,Romania,-0.18350235422130587,0.14041915769788685,False
127,tea,Netherlands,0.42040029648793936,0.2777230358543998,True
128,tea,Austria,0.4263823248995326,0.40435378557685203,True
129,tea,Mexico,-0.7178572005758255,-0.18966527810707776,True
130,tea,Canada,0.1893871827410348,-0.09741197567386987,False
131,tea,Guatemala,-0.19113922805497088,-0.08876629675784607,True
132,tea,Haiti,-0.5228774331009534,-0.09846442154652596,True
133,tea,Cuba,-0.3394030062104547,-0.12750244289653348,True
134,tea,Honduras,-0.274997291806739,-0.13205618573429387,True
135,tea,Nicaragua,-0.1773995156983426,-0.09682227220170386,True
136,tea,Brazil,-0.2201739708553224,0.011361195393144329,False
137,tea,Colombia,-0.6080867468859856,-0.1277442301066721,True
138,tea,Argentina,-0.14798563486434194,0.12330753698830214,False
139,tea,Peru,-0.08166403882997668,-0.022975488771535744,True
140,tea,Venezuela,-0.5923559022788392,-0.06044745819672431,True
141,tea,Chile,-0.2600689838938776,0.05610543378607315,False
142,tea,Ecuador,-0.3001188965215792,-0.06519507616993178,True
143,tea,Bolivia,-0.05629965159727177,-0.032353600012198884,True
144,tea,Paraguay,-0.14850200718474882,0.13052889963710065,False
145,tea,Uruguay,-0.19168736116670174,0.11393371310953378,False
146,tea,Australia,0.4978584364661034,0.18556735217811304,True
147,tea,Fiji,0.7439110318228213,0.08600515442414365,True
148,tea,Samoa,0.09590930528579708,-0.1084501546984848,False
149,tea,Tonga,0.09615119755742088,0.16963118476214115,True
150,juice,Nigeria,0.3133653297619962,-0.06072918626327496,False
151,juice,Ethiopia,0.6308831897699118,0.10578354339114353,True
152,juice,Egypt,0.19462295906107085,0.02487456479993696,True
153,juice,Congo,0.6744414656557274,0.05572621692513791,True
154,juice,Tanzania,0.3312204958490742,0.06821056734454675,True
155,juice,Kenya,0.4663406013788157,0.053216379668543284,True
156,juice,Uganda,0.4581507753208404,-0.012202454638016395,False
157,juice,Sudan,0.240031796567716,0.02949001855477935,True
158,juice,Algeria,-0.2494097276582683,-0.12613924738470872,True
159,juice,China,0.4943893824454329,0.11732231533650353,True
160,juice,India,0.2504528651643838,0.026947609083902826,True
161,juice,Indonesia,0.13266821224178516,-0.0001318371010365229,False
