index,Nigeria,Ethiopia,Egypt,Congo,Tanzania,South Africa,Kenya,Uganda,Sudan,Algeria,China,India,Indonesia,Pakistan,Bangladesh,Japan,Philippines,Vietnam,Iran,Turkey,Russia,Germany,United Kingdom,France,Italy,Spain,Ukraine,Poland,Romania,Netherlands,Austria,United States,Mexico,Canada,Guatemala,Haiti,Cuba,Dominican Republic,Honduras,Nicaragua,El Salvador,Brazil,Colombia,Argentina,Peru,Venezuela,Chile,Ecuador,Bolivia,Paraguay,Uruguay,Australia,Papua New Guinea,New Zealand,Fiji,Solomon Islands,Vanuatu,Samoa,Kiribati,Micronesia,Tonga
football,0.7883064544768187,0.561950789035646,0.38293409396046507,0.6137414188480023,0.6630564140880837,0.475698540755509,0.7325536023987363,0.7631805113002212,0.8669648401718901,1.02648438743898,0.20293305274249948,0.08779292607715844,0.5535655171002208,0.6264678248050057,0.45722355838589257,0.09602856224207708,0.5145034894887824,0.39841903123164013,0.8720852153180787,0.8354505155517841,0.39381903371119975,0.4310426785342579,0.08120226659998707,0.46662355822993246,0.5657151966561363,0.5386867490433027,0.7466623719472277,0.6089996449086629,0.6968016345020268,0.4207832106390337,0.4267853232496023,-0.030505054970979276,0.20594787203580855,-0.21247014176369955,0.6428399918824859,0.29974405610830535,0.13832927173517706,0.46149967425136024,0.8165039954330826,0.42950774837926453,1.0691886931004086,0.583288338795412,0.6311060879757485,0.7010324061109742,0.7506026391575249,0.649928874563812,0.732493224405366,0.6813479430699014,0.8486119950819355,1.1326324044174436,1.1111252047879239,0.09656301344386503,0.5906652441184792,-0.0006828102499106516,0.47008548287979035,0.4455773667652525,0.8039071071807949,0.7111100772885028,0.8454320811282519,0.5357284318575221,0.6782154635881251
basketball,0.8084911360937824,0.963668590586464,0.7418975250816408,0.7888564720251113,0.6462001651066516,0.4177808173444929,0.5267298324486044,0.740265263170211,0.9185233908541027,0.9006294862971377,0.30512249109836226,0.05831585999689414,0.7744644317085432,0.4401082230024733,0.30089107543457716,0.0923987532926353,1.0381850367108667,0.5841944747629616,0.6394661771083755,0.9086937287670614,0.5144018692285162,0.1948629748300596,-0.12189260254226353,0.20164876054875078,0.39660764304472107,0.5166163280433196,0.7720751924761363,0.5302296898098323,0.5703537292989694,0.3243776139017652,0.32892245033201106,0.4250212025612434,0.6135406196119891,0.14335140329843674,0.7723535633187175,0.7631620027424264,0.725731322351844,0.9137849739029258,0.8000499046858679,0.561747463425398,0.4812694537453636,0.6652025938795945,0.8421036671735745,0.5671539659235796,0.43052521835929297,0.9984894238740358,0.5958759710398641,0.6586250281154985,0.77957650529092,0.6439725899862959,0.6407509821497976,0.31580582563023835,0.23955461776604814,-0.3004833045812936,0.42412052949095475,0.42625424279380103,0.5750169575406531,0.42387920534391355,0.5709520352299581,0.7720271439631673,0.48741592796229344
cricket,1.0798987682108703,0.28424933218484255,0.6264665713979111,0.9095276412909776,1.4406619164770569,1.4891811571649325,1.668270398472859,1.4620609689168216,1.0802101483181064,0.3118048111634219,0.4227939792938982,2.368364088805588,0.9155724135567701,2.251815134300528,2.5293870635205584,0.09290467811773448,0.3153427398863067,0.3569705142063097,0.8022520736145976,-0.03658080957496155,-0.06892456057163018,-0.03550439114373396,0.9510282251686608,0.05621481883614063,-0.130144793199261,-0.37334448968264544,0.0061688162805524326,0.09071665364649352,-0.43269695733044633,0.2792730435637608,-0.3453282499128052,-0.27141927644890285,-0.7404578162186174,0.2923639401048109,-0.5454999050183986,-0.20686155270615098,-0.6924444499261831,-0.470942201452933,-0.009600970110030948,-0.4273256934050499,-0.10657325317412315,-0.31601532042069086,-0.16877895840519275,0.09613429022498599,0.0965218720160155,-0.14181166207155402,-0.2817014157230763,-0.24287558339992896,0.21506034676212904,0.08486848454246915,-0.31258178908108325,1.5203913801711466,1.4327331788552635,1.234897820374541,1.2736588081582771,1.150218147706957,0.9422743480922655,0.7573973143948282,1.1080419331466889,0.33127742739568244,0.6141556371643566
hockey,0.09467719597213674,-0.1431305359407368,-0.06378579960270649,0.26303049352338137,0.3022553999488456,0.5333563145486181,0.5825956449698172,0.3922546505761901,-0.0019395287235046928,-0.2931713764881292,0.11901072089485124,0.998523033917979,-0.1563394688465057,0.897807756037635,0.8306053284834609,-0.1379749577329449,0.01907816641307781,-0.19127020910470652,0.22973943905586056,0.12333608890583886,0.7832986047287955,0.3003756652913464,0.3878395602361143,0.2534097821441264,-0.024073762813283193,-0.2190979842150168,0.7934014671253149,0.6121864516817709,0.2795383531728147,0.2395466458743345,0.4753744245696011,-0.008292191356410744,-0.4376768773433106,1.2637345686840955,-0.22873716060422344,-0.33172746816928356,-0.45016465051901944,-0.10400083871424443,0.036613402609335245,-0.18698362064355706,-0.3011963786143387,-0.08960310427983327,-0.2072706596976611,0.08832622690773906,0.13428546413981093,-0.1941013949291381,0.21758309881801116,-0.2588578010550717,-0.013619007107198626,0.06693810801564148,-0.15597927825062552,0.20546224190017232,-0.11228644108524506,0.30884371444237024,0.2768687142829823,-0.07183707923702015,0.1020081391124966,-0.22586923999157477,0.6270579966551715,-0.3682078983541861,-0.32499941255322284
tennis,-0.023527010153290732,0.29071146931842046,0.10588968864428207,0.45539287684457586,0.5057380061703508,0.461880802186735,0.20170506145108555,0.3457465916483334,0.28716987536934196,0.5112011528685964,0.1808163283528426,-0.39077646900877144,0.3382007057561641,-0.18088804286599505,-0.3596252125894295,0.15010089935013718,-0.032358606765065544,0.18122914386006955,0.39365454981540626,0.38876667465894177,0.6057227942937785,0.47576237800906085,0.5601433865414376,0.5961599269502242,0.6891755939513177,0.5831300033628237,0.4359435877660442,0.44284747067715097,0.8762571462948779,0.5425689492539277,0.877913432761108,0.5201081861220759,0.4511663168219223,-0.01636094096271455,0.49657799730990604,0.3513636895006853,0.5000631683988636,0.33691019245172665,0.663296877885768,0.6994401481301188,0.3666670159642747,0.7641664662369275,0.8852706759231135,0.6982196268731875,0.5876869730862329,1.0276850529823172,0.6052291477795277,0.8597683506764355,0.6515974296865237,0.8059310595159059,0.7465251610744242,0.7006260599948426,0.8141643087291554,0.7466694463236929,0.5136729577491409,0.9021230919139346,0.4843802508623188,0.7242356684766134,0.6015605079512962,0.5001118217900953,0.8429561148355121
volleyball,0.1727802759001579,0.356215543613516,0.24920552613435026,0.1578678943633915,0.04015951892408117,-0.11341936969131863,-0.3006102971851065,0.04046431118875165,0.18887988191398383,0.7727546825494263,0.7942655946874583,0.5691412384454684,1.273807074987676,0.6354025365580878,0.7770870428671544,0.6569859203400612,1.3874381569479968,0.37937339392104247,0.8090589956478119,1.1011397555001436,0.6426129337611347,0.2288783233927718,-0.709111090364991,0.26581768057018773,0.7274120746666991,0.5480679150388468,0.868116667688464,0.5110597306862634,0.7969067945741224,0.37117149269199695,0.38382389241006853,-0.012895967582843596,0.5878046831232365,-0.3554309826741112,0.9107115218434672,0.41813624334793725,0.7715349646552458,1.0298589089448553,0.8038787810766218,0.6224215862090007,0.7941299455621785,1.0028399875558283,0.9080647591457994,0.8475653121478914,1.006223028614621,1.055954989449284,0.8916206643551398,1.0343155353908404,1.0181498866484966,1.0472715659360348,0.9027767546669222,-0.15286642213450288,0.2874858062665305,-0.3784726932119735,0.2776231850940188,0.17182285604334016,0.41928937305431707,0.6186415684469464,0.403302347049947,0.817028921432122,0.5720780117050075
baseball,0.19189391524313823,0.26802003924210355,-0.42087690340324846,0.44059266953456677,0.22783046682515773,0.34844471145459854,0.07104337078466925,0.4161834333069072,0.015540016340567855,-0.3126372237926169,0.5658340848869593,-0.37059569042834545,0.22891869853415178,-0.3692758172478065,-0.586694238940027,0.9633428650930307,0.7078273864550472,0.8501177937676634,-0.2025823949748502,-0.5940051547975005,0.1769137714839338,-0.007004377898805939,0.026707026848416283,-0.05147917213227038,0.08323450493217596,0.01913476438267889,0.11244237292083283,0.3554757552053835,-0.2850302692279174,0.3077764588499165,-0.17443053615226317,1.2125497191658723,1.111085218573272,0.4473782853827793,1.2759189828008772,1.3083352301007762,1.3717207084315233,2.048859290415283,1.1765116691761444,1.2985248659060356,1.1542268354092982,0.45846258721416266,0.8652567426208991,0.7155977519002569,0.8814513957562078,1.3186425321615258,0.7999416690187277,1.024110079858608,0.6808380129844023,0.934509343415284,0.8583754301731749,0.23852421427745724,0.6099354572865546,0.17494809142082365,0.38773219006312953,0.9399729004792017,0.39156805493869945,0.5532730131817806,0.35782051345742627,1.322287501881248,0.3241329252328656
rugby,1.2235972214216118,0.649104304130456,0.2300252510816785,1.22753929762429,1.2533729562524811,1.8018332190589026,1.346657724947331,1.2018023322352755,0.8670741420057918,0.988654330850316,0.5548391052830792,-0.33609516924397576,0.5117522075754802,0.21361561572014245,0.05424420979550638,0.5401648169047943,0.12863122972982344,0.6501736247705843,0.04898019042348205,0.6518349907406783,0.1668550646613558,0.5876228143219899,1.678300366586912,1.1427557907318808,0.7095874166310941,0.8067825359217693,0.23986902745092095,0.4058447341013017,0.654613401299996,1.2456918632667722,0.31734464636976595,0.3231044943985556,-0.22354785218628884,1.2406649895283617,-0.0659659885866361,0.8001359532913617,0.22716792874847758,0.7702195974653777,0.5624825467487524,0.311669893954206,0.2891792884242872,0.5080538691595402,0.3028427079360716,0.9756480294992456,0.4255262358358748,0.3879649515183847,0.773569264397777,0.3969772909356208,0.5293058303420662,0.7934613486521518,0.798631749108963,1.7281726788366012,2.155869634375991,2.4145105133987994,1.6842101493881731,1.796423462144152,1.9479182766414813,1.9912910919852993,2.0790515847306588,0.7401410518185328,2.347357371692039
golf,-0.49536460995250625,-0.5176228695289831,-0.9241466611670806,-0.2669867544703831,0.13009554543392776,0.5815560778074627,0.20536727480226838,-0.09320357946124239,-0.32450663408023805,-0.41218700251907103,0.06396900260227106,-0.39255006851325586,-0.35072170562586064,-0.5461807780357809,-0.6626064453361554,-0.4085095999786759,-0.2727022271637426,0.6891359853783056,-0.359927764356777,-0.526116004591091,-0.5415979794775222,-0.1730622627940548,0.6583406647408323,0.1703892501732538,-0.045591982394167604,-0.3019169495615233,-0.7719934328470907,-0.6995109890153427,-0.3376681283532108,0.29487401724618245,0.2097926615031934,0.5677475999218221,-0.16433620972375476,0.20034631736278444,0.016287518146603775,0.1744369369745088,-0.002936049255815543,0.3481992535578274,0.19625361042678938,0.1337246718500885,0.03968657739124925,-0.09564351400306188,0.05178955971790916,0.06689447140606807,0.033870644235481764,0.13235149154549067,0.17522254371326326,0.21255507658182804,-0.3426832895753796,0.02166399944350001,0.08034046130304684,0.40301829078545454,0.3436898770497128,0.5664722109089159,0.32443454099152824,0.3161116027223829,0.24640609831394777,0.09183100179753857,0.18261013498143558,0.1781991151394546,0.10217726086356982
athletics,0.548340577242871,0.21444208402711795,-0.22612569176311348,0.6275177239505959,0.5857001816197718,0.48937955740822453,0.7628934823620354,0.6987669590023116,0.45473760918610356,0.7077717805451332,-0.5135776209705895,-0.6325791966067952,-0.08030566993304983,0.038026892176457536,-0.18176634031340222,0.056789170950081076,0.06237028639620875,-0.03981749499027575,0.2572955167917429,0.7126789059643125,0.11952940540728989,0.45830853931652515,0.21735900440419234,0.23384642543495976,0.18025264002643082,0.24363945889395178,0.41334596981804383,0.6146628878782554,0.7389246758305166,0.21547496621413656,0.43961668010616134,-0.14065191402049176,-0.20666769601027635,-0.1534919467076593,-0.26013265677748915,-0.051375131895491165,-0.1943994349589156,0.051180160530048646,-0.09115756851157399,-0.4619798393885618,0.1327242397677568,0.10976843432242622,0.32783101090357963,0.5979206387525972,0.2587205420609086,0.14067861062056353,0.3989013665268761,0.44622984464306786,0.4875802438093691,0.6582446024088683,0.6039548819864479,0.28049367930794583,0.3686439890207292,0.19169946021498638,0.13289560911907963,-0.008881877678372027,0.8338044874355308,0.33247725425886193,0.9824266172951994,-0.054502369738518054,0.27431036591534547
