index,accountant,air traffic controller,architect,artist,attorney,baker,banker,bartender,barber,barman,barmaid,bookkeeper,broadcaster,builder,businessperson,businessman,businesswoman,butcher,captain,carpenter,cashier,chef,coach,cook,computer programmer,dancer,dental hygienist,dentist,designer,developer,dietician,doctor,economist,editor,electrician,engineer,farmer,filmmaker,financier,fireman,fisherman,flight attendant,gardener,guidance counselor,hairdresser,homemaker,housekeeper,interior designer,jeweler,journalist,judge,lawyer,librarian,maestro,magician,mason,mechanic,musician,nanny,nurse,nutritionist,optician,painter,pharmacist,philosopher,photographer,physician's assistant,pilot,plumber,police officer,policeman,politician,postman,professor,programmer,psychologist,receptionist,salesperson,scientist,scholar,secretary,server,singer,skipper,soldier,socialite,stylist,surgeon,teacher,therapist,translator,undertaker,veterinarian,videographer,waiter,waitress,warrior,writer
Nigeria,0.4722347734501451,0.4690998183617109,0.16855035836472324,0.5239997719641745,0.10689547484300316,-0.043804583286351416,0.3329165058646381,-0.22795502451623448,-0.142439610519475,0.03941309550148953,-0.07846088945183576,0.14908373481918621,0.8380027749270827,0.35524018051069045,0.5491911151270307,0.6643995806755437,0.3133433917184298,0.022372637005120082,-0.12225426178384075,0.37051931819688594,-0.18326953434089524,0.40546335147266127,0.3932170612675686,0.3737587298174325,0.47969199792208,0.4098393571206129,0.6096098487055055,0.5283403962703872,0.19223492044532184,0.5577757449910953,0.5998728943750432,0.27206976273159383,0.42863918245386884,0.38078837364894647,0.13632130034543566,0.5165649093474033,0.5555756116035735,0.7157290703073227,0.2182141405297292,-0.2869292740434253,0.5248040197686346,0.2027250957566789,0.0591556602629067,0.0013843186452614574,0.25728622634117637,0.27418205847728,-0.47722454447955603,0.42897327917885664,0.5088648931136621,0.6447376236674595,0.3730519423457502,0.37618197199573494,0.18223916298246737,0.13601899940675774,-0.30362674760359104,0.06283086490454244,0.10004035582895017,0.8081774128322285,-0.06359700595893943,0.09938701370375642,0.7968950920366759,0.39690249477150447,0.09298157438824116,0.5172941689620243,-0.15793275426515652,0.3836084889592748,-0.291617597170506,0.47180481065738966,-0.4598672223751543,0.5770686774950919,0.15215768212660916,0.5571789528854266,0.1499999529502634,0.025830054220889576,0.43733536024706754,0.3302552712357487,0.047779797496700055,0.34140271563603164,0.18111719482049676,0.007148651865482789,0.014907295365578187,-0.5102315652607111,0.8877929037588586,-0.009886525302414628,0.040829341507693045,-0.10630867618234456,-0.10925817471763904,0.1724347069633594,0.42756162787301805,-0.1115526304069303,0.34170013495021895,0.05559912873086681,0.2826394189411813,0.4459240613194475,-0.3826658115575481,-0.4539585822582835,-0.09791835567869703,0.5017587411951056
Ethiopia,0.09863371053670852,0.5022704392143892,0.3852467715818148,0.5144472831442892,-0.22488345385394906,0.6401207484884698,0.327973566617653,-0.05010348632471518,0.03346441407555147,0.15938348730031857,0.04541921383913244,0.40280763234086286,0.23783526965804244,0.45702724215939117,0.3024802355175444,0.4088735494426547,0.08645789798688491,0.864429259510964,-0.2994481178200483,0.7543445805945203,-0.4028130632166413,0.8219855833965167,0.16166478665527956,0.79653763025021,0.2928303780075196,0.2976185859008757,0.9101519456911593,0.7981474380958361,-0.07970876110323896,0.14411782675743035,1.154232929812326,0.460293209702271,0.44404152556640514,-0.029266907497400692,-0.03148302711269425,0.5256025325311313,0.8900010720149601,0.5394296445840978,0.3322641757363675,-0.2518084154366852,0.7740150069107062,0.41064495762382913,0.28346468384967266,0.1778939840989776,0.28485874662314065,0.49027181761396815,0.03566254436277023,0.10052636218696044,0.4114462449472029,0.5608380458229766,0.2416369672345485,0.09821228233883893,0.3153344182689117,0.4485195403306643,0.48742339630358544,0.15427275277938787,-0.09620342558208249,0.5851309533493143,-0.13620172886026466,0.3831353025069017,1.1285362796373632,0.3351590818072989,0.3329732981882127,0.715502746294733,0.5007576664790013,0.07864926189151608,0.8177433299316167,0.6070508007258335,-0.03794952680361757,0.24077971310092985,0.12918180382448566,0.4980123524121806,-0.03032060268560435,0.029831634517871713,0.016808811271904752,0.27081193052905556,-0.41610402776505345,-0.13543905122845712,0.6344456459595409,0.8153053265591644,-0.14306620410255413,-0.3354233295568735,0.5272692014797461,-0.33762477704095484,0.9589189895371446,-0.25835344798290105,-0.3202745616179635,0.4699838164597987,0.46674939625964956,-0.07963831064980854,1.4857620650110914,-0.4791257886345367,0.7963105343503029,-0.07926644231842124,0.12004782667598769,-0.3333071508485562,1.3958968228931217,0.49809879137451435
Egypt,0.22200946517142955,0.2219386914749969,0.5358812438475753,0.41111262883276595,-0.48614032890136366,0.5783228228657641,0.6852453110561381,-0.3387372143613272,0.1531796194867119,-0.05331814448972811,0.13707181312009395,0.3474878131922129,-0.09224146981036846,0.658458714525881,0.06785956907799531,0.23443803345052697,0.077830756078247,0.8057365967120514,0.39043738989563603,0.5869155435850458,-0.3590734240368976,0.41830894797844037,-0.1519876367556652,0.48380851571330585,0.1946075454448678,0.3946533751210277,0.5529125371403962,0.42633253063956494,0.3099399226841512,-0.014717535686546985,0.5510877471854754,0.3292138326956142,0.42867996416342136,0.0400896481582307,0.0893089892479876,0.6239085281933683,0.17955843973934246,0.3447287165739784,0.6086610088181437,-0.3536188591510769,0.6492603663009274,0.22397963330896084,0.34054490725039854,-0.4435185086259456,0.11193929457361984,0.17630820227151558,0.10483138720717265,0.1638329189842396,0.6513550305775218,0.43201762122094406,-0.00704059107131515,0.0018570441525064796,0.4221850886273313,0.12725743825373323,1.0603802879371955,-0.09455950699813004,0.015848305481864312,0.3576632777077446,0.10639775708868902,0.13485912246507684,0.49834421441433313,0.36193159338007874,0.5434578233145246,0.5097004721523914,1.2476479631751984,0.14180054633197572,0.6892320494071389,0.4952578809739307,0.34516160945285174,-0.048661629147943336,0.1845985768035343,0.2570731728372918,-0.12176230704208653,0.1014624780485531,-0.05518787299406831,0.05133570905273278,-0.6114427134990121,-0.3205461292096731,0.9387476984394648,1.2473403658909168,0.2540584379706248,-0.2387100343256431,0.31132453330221704,0.011218138174122374,0.9976077897083085,-0.010743645745823505,0.002849507139131174,0.5711556150012382,0.30952949338061536,-0.37575015551994756,0.9527217705670054,-0.10228143552589072,0.16581370948065,-0.11029059467534603,0.24952757467797226,-0.5330699214340928,1.7289081788729328,0.41777837085064246
Congo,-0.02310476413604911,-0.05041006102371146,-0.010316908223963044,0.2678002383198782,-0.5737394502494552,0.22353451491113271,0.14302729064596556,-0.03651167641407709,0.024484037525923277,0.0027828236376084667,0.010673326799942607,-0.1521638931279495,-0.4047282451555128,0.23225445825080296,-0.01209746024304491,0.2384324800452717,-0.21797332984955484,0.47633001412356357,-0.41852537500960174,0.5539138934471473,-0.5042777691082249,0.15046216968467702,-0.10786728105843178,0.1721201430280291,0.140806382051187,0.30192576899791235,0.34458246315925706,0.40099635313215,-0.23876037748186538,-0.051752866991820135,0.13858797396550462,0.23056031256726087,-0.1017549522408905,-0.3060119074187979,0.13256599745547315,0.4329475870831218,0.6583623217620831,0.24865255607613082,-0.2797252247717751,-0.13078786661716102,0.6125737815447649,-0.0363942091696639,-0.05836703726978285,-0.44130118301392113,0.018181281397293556,0.08838334867564293,-0.5055203167038592,-0.1753122422270094,0.2213770328235027,0.23226202242508567,-0.31360842928405813,-0.1042697664252721,-0.05833255390982336,0.2143979010953571,-0.2895078315852211,0.036682033563814866,0.04858312654302973,0.38808141360231,-0.06253566114334465,0.0674895085211134,0.4802990197462537,0.045661787308213256,0.29478592481434107,0.3285283548778993,-0.31148509590178847,-0.005785024809808902,0.06145385263404527,0.3367803235769532,-0.3149017788868498,0.28657848819897147,0.24226623262626326,0.06637087159299047,-0.07436555748369446,-0.15644831483517177,-0.04243482998923108,0.010864141397721686,-0.510778163765128,-0.2913050082863527,0.47300253136252884,-0.21216408373221363,-0.404799201182124,-0.8035261705527726,0.3554293610546737,-0.44984588287704413,0.6145932160274405,-0.45324623192997926,-0.6325000639821976,0.31664560053977814,0.2505286772469315,-0.486467675722086,0.35595354728537176,-0.7996079206201884,0.28101989460894994,-0.029757857661484453,-0.14829177411829442,-0.32509824172142804,0.41655963325886525,0.158564281345835
Tanzania,0.5521453714338561,0.7522858210093584,0.2714102787938751,0.46124644431804274,0.16718445278163943,-0.08072522782345797,0.3509143408448902,-0.015716096151793327,-0.23879105895654548,-0.001047070743469745,-0.010988017055297578,-0.034088501194032596,0.3113481329511848,0.23322142351925365,0.5719843298428685,0.631736730133965,0.32524057184541527,-0.024777681170156586,-0.589677114827261,0.30754942446256067,-0.12116484166596332,0.4869279603922155,0.21775002656996012,0.38869387261682237,0.44448899230716504,0.12789703659343424,1.088210167748152,0.7489161633191296,-0.056663105104272506,0.45197809656662363,0.8242193059317046,0.6498021882026075,0.5770059395228216,0.25632186993002404,0.14184625927260663,0.5912874119274855,0.560904670365837,0.6227325578690552,0.4911165032427282,-0.17119762018075063,0.7104064500910335,0.6207732903749383,0.24474169360669223,0.2558940115977881,0.34192787354176,0.2853854381583778,-0.05370650808882503,0.19930972309897657,0.35300199545081434,0.7245262430805259,0.44365595568919736,0.43318859451188896,0.27804674042177335,-0.25371913020340336,-0.3662358873593863,-0.1317286817488222,0.11281412131517801,0.499638250906098,0.19046704846308105,0.44071589923903337,0.9263120600611083,0.34530617006456726,0.09676427233493995,0.749416754736566,-0.07525134102668439,0.4086301574624327,0.4487072518589747,0.5955800492713726,-0.15739864582792812,0.6754671703163743,0.34846463523791743,0.7802874442629397,0.1251439669623364,0.30907678751106815,0.1593304501740297,0.4726820651279538,0.18251027401346842,0.18964415108435867,0.6827593171536201,0.1888779696210432,0.12198105876269358,-0.368500606824552,0.3739885408621967,-0.13177802302097802,0.31033186116468087,0.01863839797342931,-0.14820752076999882,0.5027689174551314,0.5387255608254649,0.08375330044082283,0.4798212684581192,-0.06565785132109146,1.00371876003652,0.3395626239960911,-0.10770242667444105,-0.17276730971779178,0.03758501421628955,0.29882643931002056
Kenya,0.5667118219745317,0.53014652558528,0.13411514646879147,0.222285837792631,0.30362895682526153,-0.14548174437937972,0.07459872906570428,0.05949936319303051,-0.11557138554261813,0.202407153816493,0.08195289623232464,-0.03662041000194845,0.45709769217956014,0.2826256724000875,0.5434996290310149,0.5602240245164304,0.33208906396460147,0.05400043854629103,-0.4345185688739291,0.262821639818598,-0.16411199239475863,0.5501631411084431,0.28421264281900627,0.48527954814122315,0.36716306933394477,0.10948311494139003,1.0873480722413205,0.7287793223971574,-0.11113073777322749,0.5238553930485159,0.7391183919387728,0.4626702440780299,0.13512754694256496,0.15978964861163095,0.003942748902438132,0.3287716458512657,0.3957092162562839,0.6966806658921478,0.31939911530602655,-0.07361845058576481,0.6346081599357818,0.6520767241137014,0.23047302897786967,0.30288684733423454,0.532538271490068,0.24032944019312996,0.0075175665443257015,0.2797412231761952,0.46211856042349553,0.45763049772870196,0.6241159962596483,0.4030763502206665,0.2271175907885886,-0.5527591545804982,-0.16903530476014156,0.04588751618109842,-0.02548091760229216,0.25891479539834605,0.12622218512296324,0.38906573128022603,0.9541820905913818,0.33773278468036544,-0.2376767593858077,0.6479446542400947,-0.34911360781621753,0.451238990921241,0.22293429392136224,0.6557791868443061,-0.23936771102762927,0.719043157858993,0.3121467634874116,0.5334034350255634,0.14593137141759419,-0.19947682813260864,0.0040664650225176084,0.46264446113524826,0.1710291751116417,0.20461280905237403,0.3143357975064681,-0.2931543278804174,0.01912909228792486,-0.32959564484103154,0.10359986637255496,0.17712314314574082,0.0172237485040202,-0.031652203550153385,-0.11044507056192122,0.345509369642546,0.387380469575788,0.03443042599872825,0.26300415495696305,0.24536441366572856,1.0704399491730197,0.3691082460250495,-0.2722969913001218,-0.14174923674930662,0.19253745748888335,0.1721214756300555
Uganda,0.4836307923704485,0.5597985823887516,0.32846796952544716,0.4333478142716968,0.18476152685403968,0.08266089939894523,0.24318436947176233,-0.16261097321520954,-0.060025655217758184,0.05780736376912293,0.0849168668176228,0.1864687886563109,0.49724086346472174,0.36838249498315384,0.5218342915672681,0.6304970733857551,0.33353456295284195,0.22925608924851484,-0.6666171342751142,0.37458269564292773,-0.27499190817323205,0.3311594155006198,0.3112874161704979,0.258338483522046,0.4457965500883054,0.25608649259212657,1.0791101600590798,0.775247188171241,0.040005534677204954,0.6669886685558084,0.7628457625213554,0.6203209492991861,0.37472101743052966,0.24530768408994372,0.13209388326818816,0.49621995957742315,0.5901111912254853,0.8489689226427363,0.3318407058017332,-0.030911494252188046,0.35063554124692214,0.4874238259017273,0.12407958660440835,0.37049528750710414,0.39724598331755506,0.32759371908356105,-0.2570255462196918,0.2944721591336682,0.30593065618836013,0.7094888894251004,0.4899840818150093,0.4536861347305419,0.38611947454164336,-0.30628788724666656,-0.14395287181315886,0.04187918879580955,0.08787166900571712,0.5314534956776614,0.18410856382992527,0.43208347144038295,0.8617193686919516,0.4331011587234475,0.08136806234817966,0.7800871177845713,0.020513120176138225,0.37612659309518137,0.37939291803849806,0.5353204521888881,-0.13613912003705939,0.8157659645486732,0.4564851799682929,0.6905978329665534,0.19883405192223289,0.16670017556620392,0.1725522669144947,0.6280229324147595,0.08978235766651381,0.210738163891063,0.5483781286086861,0.08458540706609612,-0.02297904124978879,-0.6171148166323813,0.4675558043341991,-0.18530496504872507,0.25267532912550256,0.20798258057749203,-0.22363266335838788,0.5330077025684696,0.5327374545405568,0.19528437199107018,0.3765639009045933,0.19622045615828104,0.8799151098296253,0.2528460081725037,-0.375424020863323,-0.31554853307501907,0.09142830972101604,0.4572301750470695
Sudan,0.0937995433852687,0.4437549015928803,0.07686973778392757,0.24419576589991518,-0.38645637581542297,0.23236476821526103,0.40400404398854667,-0.49231429797472515,-0.159733597739236,-0.011536054672021151,-0.13117740603095251,0.20254445444763275,0.07191021357401016,0.34342081995474694,0.30198209287002287,0.5321786694659941,0.03280409999504291,0.6187498142618325,-0.05953488511927089,0.6554017469292215,-0.7087647008921472,0.3243374179777292,0.009433719867286234,0.5030291574265211,0.13135545026115908,-0.13612081196499276,0.7427808493207817,0.6459207554923613,-0.41019641781070004,0.11568189696134906,0.9683808734264296,0.6417306055025793,0.3607317256354251,-0.05154516722039241,-0.10266779858167337,0.6076209759697637,1.1088463635181365,0.16467919466396824,0.25122385513461776,-0.1520160250006688,0.7909914275200393,-0.030905719927687057,0.2111136460390523,-0.15352546320622024,0.12331675268478713,0.23103267740297712,-0.26697622640501645,-0.15547740857308057,0.15911470256715804,0.6490097564083731,-0.008018819027276055,0.15652686836541138,0.09629023527224101,-0.8215517862005405,-0.049678256469774126,-0.017417387102537426,-0.06271888989571739,0.29842563667815925,-0.1330591237376158,0.24414280689969498,0.98368644916636,0.09001839710139459,0.06263464614295187,0.7929991286175037,0.246215848349286,-0.086231944856048,0.5060738553231103,0.5184620685591564,-0.14639113954406205,0.5637354725264432,0.4068143405183497,0.53707657541314,0.07617331915073486,0.07550045786452388,-0.14660908496218836,0.3063089788630502,-0.4811107736612526,-0.5773676574363868,0.7684596529417205,0.8793892600836741,-0.06502128923297278,-0.7680103547496469,0.24951436838704696,-0.3499349987336876,0.9950432431884634,-0.06471159584466905,-0.7565445902086343,0.5253833578969005,0.3928271652202475,-0.35665279680774886,0.8306782307136064,-0.046449800560499764,0.4330363746937804,-0.3244850102115694,-0.28941098497767076,-0.8262379420812899,1.112466894491434,0.3541110559552838
Algeria,0.1943335819975155,0.7224535812367594,0.7043400595662251,0.7791891913440181,-0.35992126580394973,0.8052087322454692,0.7384112390958593,-0.17321250183333206,0.06641655740988067,0.4327011625854926,0.523906127193832,0.3063977229341794,0.61697859135461,0.34901882355500974,0.1570244767170899,0.5776497474676412,0.03207452708025969,1.1070200043699205,0.27786283037996856,0.7853826804102659,-0.3872856616690205,0.7982249087440177,0.5579207633209639,0.6768813597935383,0.164924618679409,0.5840103248262618,0.7824522502833109,0.6460891700580876,0.327610627775306,-0.0024718963486636725,0.6840088122262533,0.5562239390910706,0.8243891112703464,0.6074479826114698,0.1065934743059049,0.8244999646448233,0.6788936593061432,0.8089134612124832,0.6840890255678129,-0.2276377625464626,0.979115254144722,0.24046862211037953,0.38311240219374415,-0.6580334420697695,0.10020722280648486,0.2655250320137868,-0.23472424979762826,0.32184970386720485,0.3183381431982327,1.3983588249618009,0.0351355286367297,0.444423343408094,0.24555994670220413,0.47464733988172686,-0.24573202096125735,-0.04466595815922359,0.30961357170932524,0.81330305144401,-0.053712447522569685,0.4179247049067957,0.8113300012288976,0.37282133816661717,1.0798822633239806,0.8652177069887198,0.47955077486149056,0.5678129266162929,0.36709615752571384,0.870240107816708,-0.14314683574831394,0.5958618076285971,0.619322074268823,0.80856073343266,0.30297783994388316,0.7189717125378929,0.09952202851626432,0.22687355697462983,-0.3136738814828197,-0.43075954012005174,0.7205037337518349,0.7116961529387412,0.20576735887459668,-0.9107986791075918,0.8553970113631942,0.08118491746766436,1.1780645223505344,-0.060128224447677306,-0.049649268233195175,0.665609339462341,0.6376812635592836,-0.24818220315018868,1.3502087105027747,-0.17719021324149717,0.20227215277464122,0.3852092694292,0.43477897473667415,-0.3630206102404867,0.4048644704398696,0.938718432632913
China,0.32585571014217735,0.6509243605757262,0.49393957671649813,0.36831864181418666,-0.054280507765459216,0.2293715387105374,0.4144455109729662,0.23790607286942078,0.0641245393699604,0.09184778260047466,0.0054976142864723646,0.10920577862079844,0.29702272348846087,0.47765035848368653,0.5939245196827871,0.40715037115096214,0.5763097678200092,0.24375876058053905,0.4193775499871111,0.4617840885258082,0.1062658052581965,0.5665470907868686,0.21457087985253273,0.5820433984340776,0.8007193338557159,0.3852933296466227,0.4928911598324048,0.4986383718129669,0.45296300771180736,0.38515013297701645,0.6517484282516304,0.446086057393527,0.8655650253536801,0.19311936489374895,0.6012649505288086,0.868373338881583,0.06702139473996994,0.481649883231461,0.7799019687915753,-0.03776700850699432,0.5604090165075547,0.7108267503888102,0.3452364642554304,0.06825926805591383,0.36337871101757113,0.4561165009070666,0.31022319878888294,0.24304864301439028,0.7966292475452876,0.4103477023756848,0.07545324733473296,0.10339943358446085,0.41747041513237676,-0.2278836740967543,0.9172280409499686,0.1331596249319031,0.47937708642882876,0.247572202220367,0.36754330825172526,0.33015056646116364,0.6303234240052331,0.5355479178654059,0.4083079589094797,0.4345631573390852,0.800161972978107,0.3007736086847386,0.8417646861902436,0.8762741048587791,0.3783514011742232,-0.25148091655302796,-0.06657480482848929,0.16130485580630882,-0.2394202244638097,0.29483297859647495,0.7247175392448963,0.41291964083110577,-0.21915353365953558,0.41041110549288823,1.0982837393995362,0.8759157932038816,0.24195752013372987,0.5617226059375611,0.033731486320337976,-0.07050399777342753,0.9157863290132805,0.04319489716945937,0.2953306115550618,0.8228445239421952,0.33571022961394104,0.2006473346733325,1.1963449297496778,-0.6740458926674678,0.47638244478752445,0.43710170040002405,0.471484961185932,0.1188882741402858,1.2153861905114542,0.5326312413831481
