country,occupation,direct_correlation,indirect_correlation,same_correlation
Nigeria,accountant,0.07284848675334814,-0.16151857684097348,False
Nigeria,architect,-0.29724224520983383,0.011288835074373822,False
Nigeria,artist,-0.1574068742468161,0.07111292339654177,False
Nigeria,attorney,-0.061664038159561896,-0.14889618604596686,True
Nigeria,banker,0.4256027502812041,-0.04086083480738309,False
Nigeria,bartender,-0.8953241713726798,-0.25135686257029144,True
Nigeria,broadcaster,0.603657751719936,-0.07987285002896759,False
Nigeria,builder,-0.204285400229325,-0.09632895220228306,True
Nigeria,businessman,0.7106501159393422,-0.08302283141857252,False
Nigeria,butcher,-0.26298199376790005,-0.04946182854223891,True
Nigeria,captain,-0.427256947286708,0.01267850863472119,False
Nigeria,carpenter,-0.19248153295430767,-0.10738376773226005,True
Nigeria,chef,-0.3268723568274487,-0.19475210668863213,True
Nigeria,coach,0.07605324922057755,-0.07605354959286069,False
Nigeria,cook,-0.5044994287521001,-0.057594040779641566,True
Nigeria,dancer,0.44813830846055364,-0.05005925442765709,False
Nigeria,designer,-0.4095667265971698,-0.06370495232667087,True
Nigeria,developer,-0.4620565416838954,-0.07381146111333377,True
Nigeria,doctor,-0.42862401447315196,-0.06119513444441784,True
Nigeria,economist,0.5120904314994295,-0.007512447712497422,False
Nigeria,editor,-0.7703461695181918,0.10368532021003599,False
Nigeria,engineer,0.054220895801143115,-0.055412245442829286,False
Nigeria,farmer,0.17994921745552744,-0.040390344398398274,False
Nigeria,filmmaker,0.5086524424116892,-0.1233179827117476,False
Nigeria,housekeeper,-1.2461117905961532,-0.030653341883122697,True
Nigeria,journalist,0.042196619845850006,-0.054170544638178886,False
Nigeria,judge,0.2491944001887603,0.0323117184432241,True
Nigeria,lawyer,0.31266204950692195,-0.09810485794830194,False
Nigeria,librarian,-1.1469476899556685,-0.20335636020391007,True
Nigeria,magician,-1.1348358276602806,-0.06693023508012418,True
Nigeria,mechanic,-0.5342961217012882,-0.1497400919979237,True
Nigeria,musician,0.6462710306900766,-0.09108623644819867,False
Nigeria,nurse,-0.2717306414156261,-0.0585685039885982,True
Nigeria,painter,-0.39791510348424364,0.00293712759769313,False
Nigeria,philosopher,-0.6749321313597569,0.08895724770788702,False
Nigeria,photographer,-0.5687684719438836,-0.24950871633553565,True
Nigeria,pilot,0.16291656383685485,-0.11827842324722791,False
Nigeria,policeman,-0.613869941173882,-0.022486481620444764,True
Nigeria,politician,0.29341433710967146,-0.012028182204182168,False
Nigeria,professor,-0.754352011639186,-0.1390882979005335,True
Nigeria,programmer,-0.15315011898105987,-0.2546086710814349,True
Nigeria,psychologist,-0.435237781807555,-0.2131455721470001,True
Nigeria,scientist,-1.0326120597170234,-0.07596852437362257,True
Nigeria,scholar,-0.014499823854052515,0.03883772791678348,False
Nigeria,secretary,-0.4947695226809224,-0.05882065553566656,True
Nigeria,server,-1.0266100735602075,-0.1081657594371175,True
Nigeria,singer,1.0484301256421762,0.025098229405921775,True
Nigeria,soldier,-0.6436279871311414,-0.022418192317102178,True
Nigeria,surgeon,-0.40811523563527496,-0.085879456643375,True
Nigeria,teacher,0.21546077210119105,-0.12605828259169247,False
