country,gender,direct_correlation,indirect_correlation,same_correlation
Nigeria,male,-0.6549322084891606,-0.11110949475742772,True
Nigeria,female,-0.24493201933127456,-0.022435305138225656,True
Nigeria,boy,-1.1878014712698786,-0.08442534542628906,True
Nigeria,girl,-1.0924948701788124,-0.022933354048748248,True
Nigeria,man,-1.641297938380564,-0.04466487465171161,True
Nigeria,woman,-0.508978242928423,-0.0037701491306915036,True
Ethiopia,male,-1.0569497488724147,-0.15172199697598415,True
Ethiopia,female,-0.6656594089835184,0.07372746872531526,False
Ethiopia,boy,-1.7113004025632192,-0.14993263098751683,True
Ethiopia,girl,-1.9211637169486298,0.046662518645109924,False
Ethiopia,man,-1.8884180601128677,-0.10478979129310981,True
Ethiopia,woman,-0.7399337035588329,0.10316852485537985,False
Egypt,male,-0.4355910896540435,-0.10888395072823744,True
Egypt,female,0.13722220385764355,0.13693808453523887,True
Egypt,boy,-0.6962805338381031,-0.11220158403165274,True
Egypt,girl,-0.722524083902792,0.10334207643085974,False
Egypt,man,-0.8558764876463759,-0.07848258976818522,True
Egypt,woman,-0.23261821221284565,0.13991550116791976,False
Congo,male,-0.4927657091710086,-0.1579050275442672,True
Congo,female,-0.34864547038495697,0.04584191992455191,False
Congo,boy,-1.070470664730102,-0.17330725330070107,True
Congo,girl,-1.1147700654426425,0.015181202612618547,False
Congo,man,-1.3932409818798628,-0.13445726353146564,True
Congo,woman,-0.4532553136793855,0.06706009704866497,False
Tanzania,male,-0.8157199906239998,-0.16582399877908344,True
Tanzania,female,-0.7113461960336682,0.03521576459128069,False
Tanzania,boy,-1.5853918477473896,-0.1536788300481705,True
Tanzania,girl,-1.8303629144694908,0.027911760477069548,False
Tanzania,man,-1.944952245338176,-0.12524289141589062,True
Tanzania,woman,-0.8591321096443646,0.07407542661631002,False
South Africa,male,-1.105333685810496,-0.21657449777794202,True
South Africa,female,-0.8430864229388287,-0.03856426055447218,True
South Africa,boy,-1.4904355971188488,-0.1773214696328813,True
South Africa,girl,-1.690297656350995,-0.01752510191358671,True
South Africa,man,-2.054581945134134,-0.13928606924967243,True
South Africa,woman,-1.1145515159004058,0.024630222325872034,False
Kenya,male,-0.9739911460727597,-0.19119212964664206,True
Kenya,female,-0.6937551575455541,-0.03880615030568226,True
Kenya,boy,-1.4046608703433334,-0.16429780092219493,True
Kenya,girl,-1.6200963308015617,-0.03144084996981181,True
Kenya,man,-2.001546024912937,-0.12063570763601485,True
Kenya,woman,-0.7975055943813664,0.020879906694128744,False
Uganda,male,-0.845514598453966,-0.13472756136475308,True
Uganda,female,-0.6278107760151617,0.0015232087254485743,False
Uganda,boy,-1.2172540693642901,-0.11638671872825689,True
Uganda,girl,-1.2353331332646065,0.00015113827413884047,False
Uganda,man,-1.708018774706671,-0.0855061593470944,True
Uganda,woman,-0.72765768468324,0.03732423438008561,False
Sudan,male,-0.8560906290609662,-0.14502922426302384,True
Sudan,female,-0.5301593008514003,0.019167754760655138,False
Sudan,boy,-1.5079713314858967,-0.14531619986171193,True
Sudan,girl,-1.6284485082590545,0.002949178738512958,False
Sudan,man,-1.8041222015654843,-0.10400857362076293,True
Sudan,woman,-0.7424902546679686,0.04389857949941905,False
Algeria,male,-0.8392292105440313,-0.18739633621621357,True
Algeria,female,-0.5856703620496582,0.11782546026100311,False
Algeria,boy,-1.6554909786341763,-0.2068787985868217,True
Algeria,girl,-1.69747834221218,0.08083048527065445,False
Algeria,man,-1.8735631119158371,-0.19693461762111,True
Algeria,woman,-0.7806026676611919,0.13226613012881652,False
China,male,-0.3153289599172033,-0.11314045041782231,True
China,female,-0.31222481260729923,0.011857125604066144,False
China,boy,-1.304936808880557,-0.17296810711681665,True
China,girl,-1.2312326085741958,-0.04119348248009996,True
China,man,-0.9632518190450562,-0.11964575393992685,True
China,woman,-0.5131527140366987,0.0149149929445715,False
India,male,-0.5912974875790509,-0.1571741471850941,True
India,female,-0.4017468651582578,0.14903048986718256,False
India,boy,-1.2462065996592162,-0.170440634085138,True
India,girl,-1.0887560599423427,0.13096962302742327,False
India,man,-1.4878744418834287,-0.14395209568385078,True
India,woman,-0.7601736401488215,0.16459628666544845,False
Indonesia,male,-0.5905357716639288,-0.17915657489823497,True
Indonesia,female,-0.42726056077617935,0.14527400702834875,False
Indonesia,boy,-1.7411824184578408,-0.2108539685508758,True
Indonesia,girl,-1.7436516022211213,0.09790831171740744,False
Indonesia,man,-1.9994579197032456,-0.21031538782352208,True
Indonesia,woman,-1.1416205733551397,0.14020520367151731,False
Pakistan,male,-0.5588613586953531,-0.1840593060130412,True
Pakistan,female,-0.3862378640239221,0.1424831325860802,False
Pakistan,boy,-1.2969012634115495,-0.17695129846523547,True
Pakistan,girl,-1.3083575324387782,0.1308858750940743,False
Pakistan,man,-1.5897758422815962,-0.1749155821147044,True
Pakistan,woman,-0.6179903346411393,0.1604576563245419,False
Bangladesh,male,-0.9595527111776013,-0.26113932151887365,True
Bangladesh,female,-0.6664956049753434,0.10766441815729814,False
Bangladesh,boy,-1.5113362869780986,-0.24156120429897135,True
Bangladesh,girl,-1.4053631339864583,0.10665013395858212,False
Bangladesh,man,-2.2359169913000234,-0.22393753622979246,True
Bangladesh,woman,-0.9004865732421332,0.1476485552773172,False
Japan,male,-0.5239070467012131,0.08850599682598789,False
Japan,female,-0.5882216112466974,0.0809088944483613,False
Japan,boy,-1.008782372864022,0.048743498205569884,False
Japan,girl,-1.251277735349934,0.05628096855604801,False
Japan,man,-1.5203646250304514,0.03926379707552331,False
Japan,woman,-1.0379908726976772,0.02899090581563819,False
Philippines,male,-0.6099501143442174,-0.16587092829967862,True
Philippines,female,-0.3000884259510239,0.03462233977136381,False
Philippines,boy,-1.511631177442294,-0.21249349094797806,True
Philippines,girl,-1.3148522411806425,-0.014719612459388492,True
Philippines,man,-1.6999626519674056,-0.19715709034893394,True
Philippines,woman,-0.9562872672650196,0.023147923383956718,False
Vietnam,male,-0.579748883880655,-0.23183427156119743,True
Vietnam,female,-0.5322190427549205,-0.25005513784613,True
Vietnam,boy,-0.8520625157317766,-0.2291978317593236,True
Vietnam,girl,-0.8494254513054792,-0.23665502244537812,True
Vietnam,man,-0.6324626319588198,-0.12927080124079965,True
Vietnam,woman,-0.536596617762241,-0.1689246044007514,True
Iran,male,-0.9649512259320339,-0.1340231634299076,True
Iran,female,-0.7478060520422265,0.1514763724822734,False
Iran,boy,-1.2909196014453608,-0.12063648107726341,True
Iran,girl,-1.578067594271951,0.13580235537146157,False
Iran,man,-1.8253741134406514,-0.13115458172086478,True
Iran,woman,-0.8936318411675165,0.16599218630929882,False
Turkey,male,-0.9085596089053998,-0.13152930245612965,True
Turkey,female,-0.7943491581273521,0.07557606314762312,False
Turkey,boy,-1.5299344184160015,-0.15793729396877296,True
Turkey,girl,-1.553756075329222,0.04132970386850894,False
Turkey,man,-1.816113215203048,-0.15772456378518934,True
Turkey,woman,-1.0176638606732435,0.06503094207373236,False
Russia,male,-0.9284725342198981,-0.025412133623961004,True
Russia,female,-0.7198454421998003,0.08975294438570112,False
Russia,boy,-1.0744622355887727,-0.08544888875000299,True
Russia,girl,-1.1847864952608609,0.03537955791763153,False
Russia,man,-1.1519124191807946,-0.08192722111256387,True
Russia,woman,-0.6290617050052876,0.05027614830952119,False
Germany,male,-1.345838682044365,-0.2212790740093161,True
Germany,female,-1.2438633130685404,-0.003974006264268494,True
Germany,boy,-1.5322229299281935,-0.21572937509597265,True
Germany,girl,-1.7164097618191532,-0.01880010742353142,True
Germany,man,-1.8671467130790722,-0.20606238704774163,True
Germany,woman,-1.3115227911992027,0.02614081354160789,False
United Kingdom,male,-0.9948183100205172,-0.1944367327260174,True
United Kingdom,female,-0.8374994575181436,-0.09777063416820184,True
United Kingdom,boy,-1.8879178147599218,-0.11885974172184581,True
United Kingdom,girl,-2.1045810942039207,-0.03800689920644397,True
United Kingdom,man,-2.476749452212389,-0.10630250294386678,True
United Kingdom,woman,-1.43218495178643,-0.024009450171806723,True
France,male,-1.3359596432291754,-0.21667956332734623,True
France,female,-1.3696207668882645,0.044646379796594145,False
France,boy,-1.3823646022354685,-0.24598580465406658,True
France,girl,-1.5747242713191043,0.0056604038119182215,False
France,man,-1.6467096092764104,-0.2394374738155392,True
France,woman,-1.0461391427778075,0.06908354495469478,False
Italy,male,-1.4719335271810952,-0.14763885751491315,True
Italy,female,-1.483368221795093,0.17174280148798615,False
Italy,boy,-1.3526857034173556,-0.1616318869368961,True
Italy,girl,-1.5564198483943177,0.14343538547593662,False
Italy,man,-1.4921323789249472,-0.1960463194640732,True
Italy,woman,-0.9825190698798174,0.17042348333798005,False
Spain,male,-1.1511807633316258,-0.08844083637001361,True
Spain,female,-1.1694234770049081,0.10340244006175998,False
Spain,boy,-1.3879772001219546,-0.12002273230745715,True
Spain,girl,-1.5783768992697929,0.06534257755180009,False
Spain,man,-1.6571158651742577,-0.1298673882430544,True
Spain,woman,-1.0011981114156012,0.08812931111518806,False
Ukraine,male,-0.8008367568185026,0.013896982540433207,False
Ukraine,female,-0.48173739385795034,0.16010126193535612,False
Ukraine,boy,-1.4093038378939238,-0.019385519236099606,True
Ukraine,girl,-1.4953945976259977,0.11706437218507082,False
Ukraine,man,-2.0082468828138804,-0.03527372794888741,True
Ukraine,woman,-0.9550460601562456,0.10931426100659537,False
Poland,male,-1.4412856890444572,-0.14459796302279426,True
Poland,female,-1.12816054426511,0.08126790311083217,False
Poland,boy,-1.500750585948467,-0.13204967883500662,True
Poland,girl,-1.8746386120747078,0.06154318730326846,False
Poland,man,-2.1655280777881085,-0.13480571197847083,True
Poland,woman,-1.3676980393528049,0.09009693788365968,False
Romania,male,-1.1726579000879824,-0.09147276661157877,True
Romania,female,-1.1629796044569491,0.23261670877302668,False
Romania,boy,-1.6817537120631996,-0.1354480441077975,True
Romania,girl,-1.6900972286491647,0.1821713790286871,False
Romania,man,-2.0433317642213447,-0.15501469480089838,True
Romania,woman,-1.1899318343096001,0.20422892681133123,False
Netherlands,male,-1.585398162344362,-0.24694977282857675,True
