index,religion_isomap_x,religion_isomap_y,religion_tsne_x,religion_tsne_y,religion_umap_x,religion_umap_y
Nigeria,-0.18298537325217207,0.0897486742245318,-185.60414,56.00125500000001,2.746926,4.732381
Ethiopia,-0.19382099542389009,0.3301124722991921,-91.074394,-212.58286,2.462606,7.348778999999999
Egypt,-0.19150530825145515,0.5149332873304385,-130.99028,-226.46292000000003,2.6775358,7.66562
Congo,-0.11061615798071124,0.056859391938601525,-48.201473,200.13632,1.7016466,4.013458999999999
Tanzania,-0.05646932357260232,0.08245724843638279,-72.4148,216.33575,1.4501086,3.9947705
South Africa,-0.1747615815851805,-0.07526919296792707,-149.16733,146.16624,1.9065189,4.638225
Kenya,0.07981862380492166,-0.027572596114120343,158.21696,-162.52391,-1.4109058,4.9137654
Uganda,-0.0561964926137904,0.008036620939649559,-101.18346,200.11726,1.5680374,4.1122355000000015
Sudan,-0.14030336531036808,0.4028143907888744,-117.17038,-286.0017,2.3290632,7.848667
Algeria,-0.2367426464099616,0.36592784926602506,-151.0026,-274.26837,2.5924807,7.889233
China,0.4583341778817238,-0.2015556766200926,257.47424,101.65914,-4.523516000000001,3.3600147
India,0.6539560176417093,0.2626427450893273,310.1602200000001,-108.153534,-3.3610744,3.1520023
Indonesia,0.5821985969901148,0.2725941013037277,287.52496,-135.23424,-3.2435372000000005,3.2797992
Pakistan,0.1906471712784984,0.4625882552647815,190.19473,-268.93533,-2.7912774,3.3934822
Bangladesh,0.4095922557404419,0.4605463585190053,213.77927000000003,-250.04529,-2.986471,3.2919316
Japan,0.5214538033821811,-0.19157473411237005,316.9759200000001,97.52029,-4.0695043,3.2613904
Philippines,0.5136097153814697,-0.026375493037280512,352.6658,118.17736,-3.8488288,3.5296915
Vietnam,0.10813410261903587,-0.32289047894955464,111.861855,247.5682,-5.66745,3.818422
Iran,-0.03871643659160369,0.4405985434804281,-77.16391,-295.001,2.0393202,7.504028999999999
Turkey,-0.050323937650250304,0.3402989111478407,-88.06170999999998,-268.80400000000003,2.1594043,7.609850999999999
Russia,-0.05756847728722286,-0.0014006904700303614,-13.161055,-143.9646,1.3920552,6.0127144
Germany,-0.3911420396245831,-0.08196058249245781,-347.72687,84.03058,4.4610400000000014,4.9702787000000015
United Kingdom,-0.2678494975359625,-0.2383573506691068,-306.1885,248.6165,3.9866092000000006,5.665375
France,-0.4515872915377548,-0.07964668408678971,-298.37683,76.5508,3.848982,4.9647264
Italy,-0.11907073682620425,-0.013578701316474087,114.839516,309.1315,1.3627834,5.4077253
Spain,-0.0895418347897242,0.011813716365549079,-17.647339000000006,95.012886,1.6114014,5.287142299999998
Ukraine,-0.2024161703472008,0.0869025974548029,-66.73754,-177.22234,1.7934926,6.41052
Poland,-0.3495109664495153,-0.012168990668648485,-368.89087,59.04696,4.622975,4.6882652999999985
Romania,-0.2063721658357388,0.0018117953388492559,-45.291855,35.165775,1.5797895,5.560035
Netherlands,-0.28644023826725,-0.1124754612441068,-381.8637,103.28389,4.599501,4.952413
Austria,-0.28510822956961285,-0.08641011263327962,-396.24747,71.37926999999998,4.451481299999998,4.7038703
United States,-0.4003185873395193,-0.3010355195615782,-335.3297,226.16734,3.8947637,5.5555334
Mexico,-0.10733891234204382,-0.037190734782255916,46.414597,57.52911999999999,0.7160116,5.913702
Canada,-0.19747776822364602,-0.3634711130428948,-294.06497,226.12225,4.1402497,5.614310700000001
Guatemala,-0.1423041530567013,-0.0011893022948053196,-140.0427,72.61822,2.4200544,4.903902
Haiti,-0.3201309645524611,-0.014248129209771174,-266.33795,71.94864,3.211502,4.9285817000000005
Cuba,-0.14370360468103827,-0.0539692412595782,-121.84339,141.69098,1.9971923,4.4922104
Dominican Republic,-0.126766558683134,-0.03304165935296603,-42.83565,111.95507,1.5942444,5.079748
Honduras,-0.024866791993511644,-0.015482216242172631,-1101.1754,-1276.0608,-0.7287876,5.4083176
Nicaragua,-0.14623157672706388,-0.013509541806505229,-116.61899,86.44816,2.072054,4.9758883
El Salvador,0.060401466838176474,0.03155984406573322,36.358185,-123.070496,-0.7606311,4.9108550000000015
Brazil,-0.030416025470022395,-0.017833886038250236,106.1201,11.629572,0.33057478,6.478111
Argentina,-0.0012385269984474825,0.0038416736381258506,79.62816,-31.848362,-0.3090815,5.970483
Peru,0.03282243097194594,-0.006986181144311599,169.5347,-26.307497,-0.24081099,6.6429825
Venezuela,-0.06175701006098198,-0.00823913197311567,61.39615,17.170519,0.22657791,6.0237746
Chile,0.05944229638036476,-0.0121688018631217,56.77496,-88.45559,-0.26370484,4.9501443
Ecuador,-0.00013980357223296523,-0.008697101491392903,112.169785,-16.826628,0.0129742995,6.514985
Bolivia,0.04459964494420995,0.05032889229256439,167.94911000000005,13.997202,-0.2507275,6.3809457
Paraguay,0.054665590282471005,0.015124247403518976,67.99266999999999,-116.55962,-0.90301406,4.9973087
Uruguay,-0.040107492378976484,-0.005255560271941406,288.4006,-201.33292,-0.3952125,5.6870160000000025
Australia,0.07817225362266032,-0.20076400649609924,106.50853,172.37555,-5.315107,4.2797422
Papua New Guinea,0.3801562842348076,-0.1991808446237892,285.0122,128.62886,-4.683835500000002,3.59722
New Zealand,0.08879700767170427,-0.3243876067444321,133.21653999999998,217.80455,-5.775221,3.993683
Fiji,0.2476376443606869,-0.32930862045774273,168.68185,221.3171,-5.510764,3.7237976
Solomon Islands,0.2926508259227397,-0.1774238454560049,230.43138,185.1404,-4.912897,3.9254274
Vanuatu,0.17182434802628474,-0.03917165269512081,181.50824,-150.29774,-1.4438593000000002,4.9024773
Samoa,0.260034095271976,-0.3188534316432628,177.22676,195.97667,-5.310248400000001,3.7898815
Kiribati,0.3586301727410831,-0.07923214786771184,310.7402,156.22787,-4.271995,3.3578396
Micronesia,0.3172658320888513,-0.12780022976981906,278.3499,158.05028,-4.3708290000000005,3.7527282
Tonga,-0.049963036378386935,-0.11424453045976422,65.3549,154.25677,0.08155306,4.747525
Colombia,-0.03303427890713592,-0.017619834657301863,126.97503,-50.35829,0.27345642,6.610409700000001
