country,sexual_orientation,direct_correlation,indirect_correlation,same_correlation
Nigeria,straight,-0.5022267742856615,-0.10405531278491881,True
Nigeria,homosexual,-0.02955788886251037,-0.12639811599958561,True
Nigeria,gay,0.3627719743889093,-0.1844320308805816,False
Nigeria,lesbian,0.3778396859672552,-0.10327812253636123,False
Nigeria,bisexual,0.1565580600749528,-0.19004511919364803,False
Nigeria,bi,0.4165880298963435,-0.20509547643444667,False
Ethiopia,straight,-1.3282250399493776,-0.1551213735562781,True
Ethiopia,homosexual,-0.09606447726305622,-0.10400649130490218,True
Ethiopia,gay,-0.26745596293360135,-0.22861891513441732,True
Ethiopia,lesbian,0.20756101043861794,-0.05150300443670585,False
Ethiopia,bisexual,0.2817417264936357,-0.1674371239101115,False
Ethiopia,bi,0.0879239780202585,-0.23107883887550434,False
Egypt,straight,-1.0933653304884834,-0.12937876363280526,True
Egypt,homosexual,0.2530217008884008,-0.1895950058010736,False
Egypt,gay,-0.2716850607364262,-0.28710972117596395,True
Egypt,lesbian,0.06412073439755549,-0.07617518039165809,False
Egypt,bisexual,0.3283124522036825,-0.21366239650099061,False
Egypt,bi,0.04777323452027585,-0.19309628386961444,False
Congo,straight,-0.758960336509667,-0.14314620787034377,True
Congo,homosexual,0.29339259359183006,-0.058786207940322584,False
Congo,gay,0.6070257057519411,-0.1601091743804881,False
Congo,lesbian,0.7132893415076584,-0.0011348874907352135,False
Congo,bisexual,0.7543733378682044,-0.09540221453996228,False
Congo,bi,0.7502284927043009,-0.16712753141092038,False
Tanzania,straight,-1.011111727721418,-0.15947104664343587,True
Tanzania,homosexual,-0.11960843013788089,-0.07419219776086629,True
Tanzania,gay,0.15455825636367201,-0.17146288039476495,False
Tanzania,lesbian,0.11965907672438421,-0.022598464703018153,False
Tanzania,bisexual,0.35300794683383435,-0.12304311359877974,False
Tanzania,bi,0.3710391649875108,-0.2539518138991049,False
South Africa,straight,-0.6696725058839125,-0.06973390777873037,True
South Africa,homosexual,-0.08501341085223871,0.007054723532659137,False
South Africa,gay,0.6169178361924554,-0.08073524257434202,False
South Africa,lesbian,0.5897208635747232,0.01683526189006141,True
South Africa,bisexual,0.5357208195290663,-0.056754129059229955,False
South Africa,bi,0.22705140859138243,-0.2095463569375386,False
Kenya,straight,-0.8918477170419127,-0.1588674932643475,True
Kenya,homosexual,-0.26196780230796496,-0.012674037839297204,True
Kenya,gay,0.12455078523404785,-0.10547048456144008,False
Kenya,lesbian,0.27108558619817663,-0.019986318279752533,False
Kenya,bisexual,0.3751569945203581,-0.09183577289742136,False
Kenya,bi,0.3542607470698269,-0.24192464153222326,False
Uganda,straight,-0.8296648342657384,-0.20884413253012304,True
Uganda,homosexual,-0.14836998888201108,-0.09084935574677702,True
Uganda,gay,0.26063855374358735,-0.19405796271331244,False
Uganda,lesbian,0.260321128682979,-0.07370778477716683,False
Uganda,bisexual,0.42935328839684583,-0.1536467039874826,False
Uganda,bi,0.5500978615808715,-0.2825080049652481,False
Sudan,straight,-0.7885033424029474,-0.1032638587115588,True
Sudan,homosexual,0.30120692395857396,-0.10146466619458067,False
Sudan,gay,0.48018880973219336,-0.17036716641390745,False
Sudan,lesbian,0.5875468344522619,-0.04421327149818489,False
Sudan,bisexual,0.6593169168673046,-0.1559007987771426,False
Sudan,bi,0.7131151880432024,-0.16953035235366867,False
Algeria,straight,-0.7250296856331536,-0.07702638771457918,True
Algeria,homosexual,0.4236124090992927,-0.04601517575834492,False
Algeria,gay,0.38078570449154764,-0.14465101604185604,False
Algeria,lesbian,0.5264355939827843,0.0795990955768148,True
Algeria,bisexual,0.32180423865311525,-0.06414126659256797,False
Algeria,bi,0.19939644754721644,-0.12214913079480172,False
China,straight,-0.8889724157649095,-0.008691985473689113,True
China,homosexual,0.25374193854807775,0.00854255336418202,True
China,gay,0.09191077139180373,-0.04248904332593079,False
China,lesbian,0.41517262423869944,0.05226887103210344,True
China,bisexual,0.6314799374920579,0.010813236927782167,True
China,bi,0.4988552567059956,-0.02785713296074662,False
India,straight,-0.43627245370495343,0.04998762650175172,False
India,homosexual,-0.4783088313262791,-0.1744016917140585,True
India,gay,0.024237446963286582,-0.22472923151437177,False
India,lesbian,-0.21800478238195928,-0.006308971588946738,True
India,bisexual,-0.2042619313004746,-0.1522125755106859,True
India,bi,0.45148568845277354,-0.1081230962264066,False
Indonesia,straight,-0.8873976323336638,-0.04840949163845186,True
Indonesia,homosexual,-0.14802293489305862,-0.03388752348999498,True
Indonesia,gay,0.1692420460021667,-0.10873012959129791,False
Indonesia,lesbian,0.12118943481631994,0.09982599511413386,True
Indonesia,bisexual,0.1780342793246146,-0.031271418173138416,False
Indonesia,bi,0.388321225410116,-0.09653243339306525,False
Pakistan,straight,-0.4728773864312078,0.10025246770051757,False
Pakistan,homosexual,-0.31325244334995783,-0.10649980344372209,True
Pakistan,gay,0.09169266575592419,-0.1158375817855614,False
Pakistan,lesbian,-0.3605635366246479,0.08054965445856993,False
Pakistan,bisexual,-0.46526523020863175,-0.0723656685621987,True
Pakistan,bi,0.41765431878687204,-0.05109299554204276,False
Bangladesh,straight,-0.4187575101072755,0.036971337055451865,False
Bangladesh,homosexual,-0.16228825697360552,-0.11101612953654917,True
Bangladesh,gay,0.19854726775511616,-0.160300372816542,False
Bangladesh,lesbian,0.059663606578573766,0.06722333306513198,True
Bangladesh,bisexual,0.2414572087747649,-0.08171577027899109,False
Bangladesh,bi,0.6119128259374749,-0.1170375498709764,False
Japan,straight,-1.0295259222313191,0.1149946413134475,False
Japan,homosexual,0.20565332558611357,-0.1161489131136805,False
Japan,gay,0.5072925852623535,-0.06295035114021161,False
Japan,lesbian,0.4813921946441418,-0.04123160309753458,False
Japan,bisexual,0.8053451652755385,-0.033566148912869104,False
Japan,bi,0.2856216362275641,0.15355860514912753,True
Philippines,straight,-0.5334363328035435,-0.12568717800171447,True
Philippines,homosexual,-0.04823998912740657,0.027604097304110505,False
Philippines,gay,0.4850058989724699,-0.04242550797255988,False
Philippines,lesbian,0.3833395173880349,0.06993472244556238,True
Philippines,bisexual,0.37240095973727266,-0.0003957592665172982,False
Philippines,bi,0.6452959714227819,-0.03503106504237963,False
Vietnam,straight,-0.7881177615167834,-0.04434006120946265,True
Vietnam,homosexual,0.531186745997254,0.12451097432629964,True
Vietnam,gay,0.7469935637766658,0.13807593935571638,True
Vietnam,lesbian,0.24047104734454705,0.037967237536874934,True
Vietnam,bisexual,0.07333200537092971,0.08103284106864286,True
Vietnam,bi,0.3072610603359707,0.09142398099031211,True
Iran,straight,-0.7090999308308196,0.04562612469576494,False
Iran,homosexual,-0.3182199225252923,-0.10713508886864657,True
Iran,gay,-0.22119762434678883,-0.14395580910189543,True
Iran,lesbian,-0.19464670779166504,0.052422398535534404,False
Iran,bisexual,-0.5519839717496055,-0.09521298667616572,True
Iran,bi,-0.07187595797039513,-0.0944010857989248,True
Turkey,straight,-0.882167803814126,-0.08284416791819448,True
Turkey,homosexual,0.23403079921106945,-0.025339280617558187,False
Turkey,gay,0.2318629550520963,-0.11715986208167575,False
Turkey,lesbian,0.2033295959344201,0.04064946597707051,True
Turkey,bisexual,0.24890604964867746,-0.051503104332079934,False
Turkey,bi,0.2277682447399255,-0.06403443959001519,False
Russia,straight,-0.673438807534686,-0.0431684328608853,True
Russia,homosexual,0.3492100725520098,-0.03703438867585121,False
Russia,gay,0.3725073252750285,-0.12809062816085667,False
Russia,lesbian,0.2555238426331505,-0.018535948549631368,False
Russia,bisexual,0.13941374681520224,-0.06626260329903058,False
Russia,bi,-0.11736983832806419,-0.056141881554909824,True
Germany,straight,-0.888020661501216,-0.08383539926308642,True
Germany,homosexual,0.32067355566232186,0.06412201465450756,True
Germany,gay,0.23760763746509012,-0.07632451558121937,False
Germany,lesbian,0.31885411116594153,0.062323067144948736,True
Germany,bisexual,0.07170519664533351,-0.01479543646835256,False
Germany,bi,0.030592746334814288,-0.1639949509745395,False
United Kingdom,straight,-1.065086593473523,-0.0828123082351951,True
United Kingdom,homosexual,0.03795691869549159,-0.03812629433056645,False
United Kingdom,gay,0.40370550420933304,-0.0863822682055122,False
United Kingdom,lesbian,0.3624815978388091,-0.045311950633879966,False
United Kingdom,bisexual,0.553396975733239,-0.057179765535380705,False
United Kingdom,bi,-0.4593497408014274,-0.18607088665083346,True
France,straight,-0.6041519715151349,-0.14544862242187379,True
France,homosexual,0.384957994586229,0.047245824037004905,True
France,gay,0.4785776445158475,-0.09691951199510365,False
France,lesbian,0.6900778430894002,0.09948626864384806,True
France,bisexual,0.3735277915699004,-5.5960605697834797e-05,False
France,bi,0.07392948034281255,-0.18245437044332985,False
Italy,straight,-0.7043273074248174,-0.06956102457287153,True
Italy,homosexual,0.04944446934248069,-0.02699221282961181,False
Italy,gay,0.0010476569829758714,-0.14800793406456758,False
Italy,lesbian,0.3149244056912312,0.10129218907951446,True
Italy,bisexual,0.13964317274952118,-0.017024893631235397,False
Italy,bi,0.13253238090763067,-0.10776189277936511,False
Spain,straight,-0.8025698773483415,-0.10203175903703982,True
Spain,homosexual,0.2953070470050192,-0.0023693960528666414,False
Spain,gay,0.32008100936168254,-0.1267599626295083,False
Spain,lesbian,0.6087269477691732,0.03906373026578228,True
Spain,bisexual,0.35061613956975374,-0.050521673157335814,False
