country,beverage,direct_correlation,indirect_correlation,same_correlation
Nigeria,water,-0.3176220665392738,0.030384354121711733,False
Nigeria,coffee,0.2041416550088027,-0.027002316882476698,False
Nigeria,tea,0.08080924190152988,0.11207787057845738,True
Nigeria,juice,0.05097257018726409,0.01692094831749523,True
Nigeria,milk,0.5788113429923804,0.1734494088601185,True
Nigeria,soda,-0.3573704446821066,-0.13769790917758643,True
Nigeria,alcohol,0.6138064980898682,0.10606309196257087,True
Nigeria,liquor,0.07162695815938853,-0.17776033444076475,False
Nigeria,beer,-0.03231031050738014,-0.05903058361306468,True
Nigeria,wine,-0.18882395987858835,0.033195321697940365,False
Nigeria,vodka,0.20276581792940004,-0.04213736982239413,False
Nigeria,whiskey,-0.11417092617020763,-0.01633503116408348,True
Nigeria,champagne,-0.23436500988651182,0.03179040564688172,False
Ethiopia,water,0.07659097544122835,0.09562711899940639,True
Ethiopia,coffee,0.5696971172006071,0.09616610373224367,True
Ethiopia,tea,0.2293870107653104,0.2567653316851911,True
Ethiopia,juice,-0.06671416124534019,0.11181138928365113,False
Ethiopia,milk,0.8551944312598646,0.3149193231190939,True
Ethiopia,soda,0.08152021038567966,-0.07468344198435987,False
Ethiopia,alcohol,0.36066106213168203,0.0681437639470991,True
Ethiopia,liquor,-0.24858612948472925,-0.2697295599111001,True
Ethiopia,beer,-0.13920533519236578,-0.24345415152623337,True
Ethiopia,wine,0.5570600828603088,0.2994568576570777,True
Ethiopia,vodka,0.2344577290685422,0.01266932707194856,True
Ethiopia,whiskey,-0.38694477374214725,-0.11339040496477093,True
Ethiopia,champagne,0.11992839427645527,0.2230537351930997,True
Egypt,water,0.7009262165159517,0.20920981421813847,True
Egypt,coffee,-0.045352356734026496,-0.04106028189234972,True
Egypt,tea,-0.11003196727585773,0.16779432195669106,False
Egypt,juice,-0.6267649687075342,0.060333425414268234,False
Egypt,milk,0.3874683631312982,0.17186355313275858,True
Egypt,soda,-0.40934401905747153,-0.11221893813152634,True
Egypt,alcohol,0.1792073322302351,0.025234825455873165,True
Egypt,liquor,-0.43548230991940523,-0.2375515972380817,True
Egypt,beer,-0.6558917682181956,-0.2975397553324532,True
Egypt,wine,1.0111864315606405,0.2802588696528149,True
Egypt,vodka,0.10713045741750277,-0.045707483144962924,False
Egypt,whiskey,-0.5504201195370383,-0.14876932207737104,True
Egypt,champagne,0.25636866029720373,0.2593454891100897,True
Congo,water,0.2725790274480731,0.06282012848117854,True
Congo,coffee,0.3810161616272935,-0.015731936813377905,False
Congo,tea,0.30991159570725124,0.21532974126908505,True
Congo,juice,0.46715215049033604,0.11038279620456602,True
Congo,milk,0.7369073027716894,0.27533305921167905,True
Congo,soda,-0.18464664283591176,-0.1409554628798624,True
Congo,alcohol,0.4150746764196311,0.12827931603783727,True
Congo,liquor,-0.06378159859442688,-0.14873163163772732,True
Congo,beer,-0.32931602230714097,-0.21511077281613034,True
Congo,wine,0.2273492722359393,0.2268117066195341,True
Congo,vodka,0.23930828555876804,0.04571941083914522,True
Congo,whiskey,-0.1844742660556602,-0.0869454223635277,True
Congo,champagne,0.6264493934863642,0.27412109963416925,True
Tanzania,water,-0.10694786554898454,0.0674725736734182,False
Tanzania,coffee,0.603787633801683,0.11352985752053836,True
Tanzania,tea,0.9592231793667889,0.2727174154792356,True
Tanzania,juice,0.22263851551942807,0.08235668912602727,True
Tanzania,milk,0.5549544853134322,0.27314206907325644,True
Tanzania,soda,-0.14180576643139214,-0.08736072279949893,True
Tanzania,alcohol,0.3338625529973026,0.10168811799655839,True
