sport,occupation,direct_correlation,indirect_correlation,same_correlation
football,accountant,0.3016605088886184,0.11620615932791663,True
football,architect,-0.5703187343744149,0.15642002767697435,False
football,artist,-1.0233396546133626,-0.38070512728701644,True
football,attorney,-0.22048366683721,0.3166321252296313,False
football,banker,0.26676657227783396,0.39588349294009983,True
football,bartender,0.3737444861772794,0.2844132577878823,True
football,broadcaster,0.38988607252787066,0.2557504160913417,True
football,builder,0.22168577616831045,0.5106545949895597,True
football,businessman,0.13210551373947846,0.46127182570571335,True
football,butcher,0.3357033445573683,0.3274750344568246,True
football,captain,-0.07479439021919285,0.4325609189033387,False
football,carpenter,0.36907219819650655,0.48067344929371236,True
football,chef,-0.36459580424323346,0.23425063161026005,False
football,coach,0.7982539209644337,0.4142496582627734,True
football,cook,-0.16268929493178907,-0.450796576986188,True
football,dancer,-0.25949953243498375,-0.46610610512641387,True
football,designer,-0.6665082306147456,-0.09986087016248665,True
football,developer,-0.29622927300244156,0.4083384801410064,False
football,doctor,-0.3682727580786964,0.022001968110856085,False
football,economist,0.010578470259511995,-0.01481635371469613,False
football,editor,-0.29272287671026753,-0.029037143615620296,True
football,engineer,-0.014527059736633673,0.33020254150307715,False
football,farmer,0.3402526796225046,0.4066051090858895,True
football,filmmaker,-0.5683289620818661,0.20433395637824717,False
football,housekeeper,-0.12029287663798485,-0.5313177474335515,True
football,journalist,-0.2662646639239332,-0.0013756592933002664,True
football,judge,-0.422292786988354,0.22942952788436424,False
football,lawyer,-0.29338994239019417,0.25907416700243274,False
football,librarian,-0.30043597429069924,-0.3835112979787765,True
football,magician,-0.9821004272907985,0.19317943237738194,False
football,mechanic,0.3492985618313966,0.4240802786458269,True
football,musician,-0.4007317376080119,0.24406733963286303,False
football,nurse,0.24634346638447405,-0.4566855748021542,False
football,painter,-0.641311248961133,-0.18431091362606436,True
football,philosopher,-1.4613510350311765,-0.10776524263923465,True
football,photographer,-0.10459153843503285,0.16651461483806473,False
football,pilot,-0.27499117296214826,0.4039336101741188,False
football,policeman,0.04385791653910114,0.351920192586136,True
football,politician,-0.39203901545750497,0.09009380471590639,False
football,professor,-0.6705803981942913,0.11986820769798434,False
football,programmer,-0.22600789192567874,0.2756276062081899,False
football,psychologist,-0.7331681722206496,-0.2980918110687386,True
football,scientist,-1.166215269418071,-0.1691582650850248,True
football,scholar,-0.503132920121681,-0.3325701939861595,True
football,secretary,-0.08150982835015201,-0.5100381280222354,True
football,server,-0.08366323034404932,-0.08916166054839311,True
football,singer,-0.1612983044500864,-0.4477903904730135,True
football,soldier,-0.7108696900819842,0.3244819407674581,False
football,surgeon,-1.0428242405242387,0.25844259949256404,False
football,teacher,0.006974652335536218,-0.18123243459514424,False
football,therapist,-0.8057091583978664,-0.30446031536493046,True
football,translator,-0.191223567186623,0.06052815496453691,False
football,waiter,-0.16358295318882846,0.3104260295420616,False
football,waitress,0.3166526015685933,-0.37933747567338966,False
football,warrior,-1.4569459463826697,-0.005090667549183373,True
football,writer,-0.5085765366957841,-0.31992633497416817,True
basketball,accountant,-0.005957669382573409,0.010390431445224453,False
basketball,architect,-1.0142480420785525,-0.025002970403715095,True
basketball,artist,-1.062822010209625,-0.2890859252924672,True
basketball,attorney,-0.21493810468284438,0.16515497610997582,False
basketball,banker,0.19175881000132386,0.11696969056450221,True
basketball,bartender,0.5111798950767773,0.21606513004107655,True
basketball,broadcaster,0.21221541056957424,0.14062566689120312,True
basketball,builder,0.16181440580793402,0.21988407361221024,True
basketball,businessman,-0.09546503051283221,0.1704669597963516,False
basketball,butcher,0.19059297078959742,0.045172706552442814,True
basketball,captain,-0.2303363506631611,0.12043155265025052,False
basketball,carpenter,0.47025270171744493,0.19103554228431424,True
basketball,chef,0.03541473003460896,0.10213258813002547,True
basketball,coach,0.8089255308985602,0.2151818400669342,True
basketball,cook,0.12563020171775455,-0.2824535994297219,False
basketball,dancer,-0.058230700810331805,-0.19043947182909202,True
basketball,designer,-0.9199960753909134,-0.09222098771196582,True
basketball,developer,-0.5088066669960342,0.24517558176312393,False
basketball,doctor,-0.40886152699652906,-0.14801266325851925,True
basketball,economist,-0.5481980312108126,-0.083921826446022,True
basketball,editor,-0.6725829238397437,-0.11874032738390011,True
basketball,engineer,0.03251570137822547,0.05980211296879232,True
basketball,farmer,0.13937979184195518,0.1158594684271047,True
basketball,filmmaker,-0.5049820529421994,0.09368368817684757,False
basketball,housekeeper,-0.11060154820241583,-0.2244887601766321,True
basketball,journalist,-0.4055355636022121,-0.08248013917243405,True
basketball,judge,-0.5009923763159637,0.005493324613007405,False
basketball,lawyer,-0.407308080762557,0.047868148922150744,False
basketball,librarian,-0.3933075322084001,-0.10755123269077076,True
basketball,magician,-0.7966198243284351,-0.035839610228866496,True
basketball,mechanic,0.1327255826904046,0.16345004820744813,True
basketball,musician,-0.45350763010661627,0.043125408101097,False
basketball,nurse,0.10349919686578761,-0.14399943316791056,False
basketball,painter,-0.6121463912451947,-0.24208314330468847,True
basketball,philosopher,-1.5562636179764227,-0.23901799796442913,True
basketball,photographer,-0.27102459815569213,0.06637526840352623,False
basketball,pilot,-0.3601095234868354,0.11470773458666648,False
