index,country_isomap_x,country_isomap_y,country_tsne_x,country_tsne_y,country_umap_x,country_umap_y
football,-0.3527009049343646,0.12940370666538953,-168.23172,-55.748825,-6.3749237,-0.07945319999999999
basketball,-0.6853029191117612,0.4041237592526088,-251.93326000000002,-3.3892257000000003,-5.596229599999999,1.7042875
cricket,-0.4143130431723505,-0.12978364823050567,-136.47563,-45.565426,-4.9108777,-0.938718
hockey,-0.7003101579855154,0.2208896505353545,-216.11728,12.471993,-5.295086,1.217597
tennis,0.9451429176426864,0.057163715680810766,214.50922999999997,9.480592999999999,7.2362556,1.1880319
volleyball,0.6226911367719705,0.03747458825403309,185.08052,57.6323,6.609112,0.73433584
table tennis,0.5895938085375206,0.029123949399894405,182.78105,20.522713,5.9867845,1.1333408
martial arts,0.6086790526670797,-0.04692953712839629,180.43251,83.54765,6.3106313,0.48417774
baseball,-0.3667014911449226,0.19464168698058484,-186.49918,-62.047084999999996,-6.301596599999999,-0.74491185
american football,-0.8896482273908392,0.5976262475381543,-288.24667,-25.174229,-5.99245,2.0509744
rugby,-0.4809733511743393,-0.4688281625815486,-133.75701999999998,-6.3476996,-4.7881665,-0.35589963
golf,-0.6021437141612033,-0.3749944261105259,-108.08352,-48.811085,-4.3731919999999995,-0.89496845
athletics,-0.6147873594350776,0.2543659348496529,-226.70529,-46.26921,-6.056548599999999,1.1112918999999999
badminton,-0.6332095694946317,-0.1849984401380421,-112.36388999999998,-70.3068,-4.243758000000001,-0.76957816
boxing,0.2743121630893665,0.06358373340352932,123.903305,55.531868,5.306921,0.631146
Formula One,1.3064984246425797,0.1842163415699237,280.90628,29.455315000000002,7.212994,1.9768245999999998
MotoGP,1.6034984944586868,0.10834790521321257,291.85947000000004,12.742139,7.135383999999999,1.8924564999999998
cycling,1.0290823464464895,0.12211999913746667,249.19171,35.27353,6.8381405,1.5284661
swimming,-0.12864578937529658,0.12230881401862913,-169.5057,-83.06579599999999,-6.1725187,-0.49171886
snooker,-0.5889665101804876,-0.5173103970538373,-158.14789,13.753323000000002,-4.762482,0.18609612
shooting,0.06797281049022727,-0.22199773406951656,99.919525,21.56515,4.8069615,0.8945767
gymnastics,0.4238132161899037,-0.3482647727763585,145.78822,28.905363,5.673273,0.6844559
handball,0.12602787072797306,-0.2771976540543817,116.82633,33.133,4.942279,0.62082905
wrestling,-0.8460634477322647,0.553697235616618,-271.85956,-2.9635665,-5.7382445,1.8573206999999998
skiing,0.927676393218641,0.05719445800357997,217.9362,31.135309999999997,6.8868527,1.0469335
horse racing,-0.4299811650685295,0.025434441480202432,-234.0838,-67.70916,-6.061532,0.48907474
horling,-0.2458118291552973,-0.410922775697591,-111.37758999999998,-2.9399042,-5.210673,-0.2999554
pickleball,-0.29346006315922346,-0.11951434710060554,-109.86806000000001,18.654042999999998,-5.7020183,-0.26728138
water polo,0.6023320926963409,0.09464026958751706,204.38843,59.361819999999994,6.306449,1.4442041
bowling,-0.8543011849033599,-0.15561454224585308,-196.26424,19.853231,-4.984689700000001,0.82504237
