sport,country,direct_correlation,indirect_correlation,same_correlation
football,Nigeria,1.2776938436225618,-0.0681679068743599,False
football,Ethiopia,-0.6917770614869627,-0.1390172325571969,True
football,Egypt,-0.9424273948393043,0.08789314149685183,False
football,Congo,0.09451014427268446,-0.04570561412998625,False
football,Tanzania,0.2565365231249685,-0.02270309010538796,False
football,Kenya,0.15847066428310624,0.12832634097028028,True
football,Uganda,0.7936729073669981,-0.005802640842991105,False
football,Sudan,-0.14522582310875107,0.04954457055105716,False
football,Algeria,0.22184349402548936,-0.31897128662277885,False
football,China,-1.3148973042057217,0.11808678622961247,False
football,India,-0.5454058441176401,-0.008513303998436816,True
football,Indonesia,-0.39732868396376764,-0.1363536989434241,True
football,Pakistan,0.2605840159555243,0.02080741466688289,True
football,Bangladesh,0.6335994681675218,-0.11781054999130085,False
football,Japan,-0.8294894899517541,0.015974607927040075,False
football,Philippines,0.06952049080759348,-0.21059476925581613,False
football,Vietnam,0.1441540223531587,0.05136975929241737,True
football,Iran,-0.6852431790261839,-0.06146381134367492,True
football,Turkey,0.10917957264087796,-0.0698913763500188,False
football,Russia,-1.2704975903730134,-0.035540516605962365,True
football,Germany,0.4529061534293728,-0.006488103150835194,False
football,France,-0.08830267646606943,-0.1876871780761253,True
football,Italy,0.05291893529994235,-0.22005210387080784,False
football,Spain,0.6094489686997695,-0.13990974394288228,False
football,Ukraine,-0.002875402408050157,-0.07954646295743717,True
football,Poland,0.045234760283100035,-0.005681307748375819,False
football,Romania,0.1803669627950331,-0.19908222389238908,False
football,Netherlands,0.2343058922876877,-0.13270229012497195,False
football,Austria,-0.35773949685270157,-0.17470809498040157,True
football,Mexico,0.09352120603415952,-0.11760762999372941,False
football,Canada,-0.2907556677258953,0.10354071106855676,False
football,Guatemala,0.06742771287853015,-0.20984263713455809,False
football,Haiti,-0.7146527608752656,-0.12567229017076256,True
football,Cuba,-0.1991016568974285,-0.04205575220462559,True
football,Honduras,1.1167674938024106,-0.06328641748156844,False
football,Nicaragua,-0.2712724170845989,-0.2071678234439475,True
football,Brazil,1.0263557661205633,-0.15696397025078887,False
football,Colombia,0.6547086258451805,-0.2586896095604129,False
football,Argentina,0.7220215653610056,-0.13951059219544923,False
football,Peru,-0.19117567092802015,-0.19162698704896655,True
football,Venezuela,0.03799638980239181,-0.23330004484169245,False
football,Chile,0.2448131552767293,-0.18938673325954106,False
football,Ecuador,0.017036387820981807,-0.24167444115935616,False
football,Bolivia,0.568439171761009,-0.19038175377233413,False
football,Paraguay,0.7290104716758578,-0.1935010349036736,False
football,Uruguay,1.020260365698246,-0.17440634113559578,False
football,Australia,0.48843743764131614,0.03171543465899715,True
football,Fiji,0.437185615817912,-0.10094063726677069,False
football,Samoa,0.7721921716901038,-0.09780409189760754,False
football,Tonga,0.15463993825931668,-0.08945817722116743,False
basketball,Nigeria,0.7928691895918708,-0.07003258783551215,False
basketball,Ethiopia,-0.5615383125379912,-0.15241000811331373,True
basketball,Egypt,-0.7204490117082593,0.05056415026510734,False
basketball,Congo,0.06313924409265687,-0.10998197788353564,False
basketball,Tanzania,0.19593479853233894,-0.03832223409189792,False
basketball,Kenya,0.6924533282249508,0.12488217475286562,True
basketball,Uganda,0.9791455365523984,-0.0390453371473118,False
basketball,Sudan,-0.32925201956880173,0.027251687667952045,False
basketball,Algeria,-0.41755461556202583,-0.3516950355893259,True
basketball,China,-0.2837619408047057,0.09844576445733375,False
basketball,India,-0.37025395316856574,-0.03138622029690253,True
basketball,Indonesia,0.22834599008145026,-0.16674735768603435,False
basketball,Pakistan,-0.5619984837762372,-0.020397165204642315,True
basketball,Bangladesh,0.12616765248317685,-0.1302120725261038,False
basketball,Japan,-0.3977420663189465,-0.03739132727686293,True
basketball,Philippines,0.997421220363853,-0.24562859226739076,False
basketball,Vietnam,0.05581311055398734,-0.0022819039096237934,False
basketball,Iran,-0.7444324789296145,-0.09275815618248383,True
basketball,Turkey,-0.1612916324000398,-0.11143752457162147,True
basketball,Russia,-1.1995742599283508,-0.09084625449308319,True
basketball,Germany,-0.30027317286848215,-0.1189460063339804,True
