index,trait_isomap_x,trait_isomap_y,trait_tsne_x,trait_tsne_y,trait_umap_x,trait_umap_y
accountant,-0.5065343097052404,-0.06095515847666962,-115.4892,-102.897125,14.579546,8.842019
air traffic controller,0.10119841635874513,-0.9594572175804982,-38.1738,-82.288155,12.976849,8.817871
architect,-1.4990559454688608,0.1689864649929432,144.02982,20.709623,8.872395,5.495109
artist,-0.8111550550043576,-0.25484785350519107,-131.75009,-56.136417,14.700155,9.634224
attorney,-1.6011292133099215,-0.3237012344452047,223.33875,-40.67884,9.952591,5.719691
baker,1.2158553874803986,0.9647967458588149,-54.743973,88.964226,4.151706,2.6113677
banker,-0.2333558882044056,2.537024176397248,29.375772,85.94893,6.5247035,3.6881945
bartender,-0.04884361503056225,-0.883347659861689,-80.97233,-152.2652,14.135248,7.6180778
barber,-0.5644963182458786,-0.3644762964682254,-107.636696,-90.86275,14.476905,8.893834
barman,-2.4480778826575413,-0.6848692588314326,136.71371,139.12375,9.268444,3.0090976
barmaid,6.088486826094145,-1.1062087264312226,-107.05298,237.22923,0.97582376,2.5743723
bookkeeper,-0.7368816083261391,0.6707056990725424,93.12257,25.025362,7.0648265,4.639838
broadcaster,-0.8205856500821539,-0.9047419821793741,-28.949198,-149.81677,13.401958,7.1798143
builder,-2.555829804098899,-0.042228870532378865,115.65014,127.304306,8.87684,3.3053753
businessperson,-1.9444092662569425,0.32244303100530813,175.63426,-20.2543,9.405666,5.519862
businessman,-0.7535889120685907,0.831397669126332,99.22339,34.292187,7.2732587,4.779511
businesswoman,6.521707409765965,-1.2544032787721093,-96.439156,233.6922,0.84726477,2.5994008
butcher,0.21389561014018438,2.3963632771907077,11.555557,86.939224,5.8607774,3.5163481
captain,-1.2281061523747463,1.754839858860354,70.657455,53.823135,7.076548,4.219107
carpenter,-1.574467458759407,0.83232685585758,145.81647,65.01903,8.105014,5.1273146
cashier,-0.5718929989700865,0.006506587482698021,-111.21839,-116.660774,14.672048,8.517673
chef,-0.656352099093354,-0.20394042101565169,-126.939255,-42.558483,14.736668,9.938667
coach,-2.7682064772931203,-0.42081912386722264,126.662735,146.08588,9.097109,3.1754527
cook,0.9283087112384086,0.7456722081134727,-50.83069,76.20296,4.2931533,2.8310049
computer programmer,0.057793309120474215,-1.2819473746931431,-0.16470711,-73.3276,12.141489,8.523125
dancer,4.828299455600256,0.3094126609581241,-116.96501,211.23265,1.2416279,2.4873214
dental hygienist,-0.5455094340249808,-1.0991108856358893,-21.704466,-122.248924,12.930233,7.608675
dentist,-0.6058446044210958,-0.34664120624004924,-123.12682,-95.499695,14.561102,8.848985
designer,-0.7172949668786893,-1.3044763554997074,-161.58952,-146.5118,11.308955,6.9233813
developer,-0.26135308414390396,-1.5845682096112106,24.61011,-70.88632,11.627417,8.1769
dietician,0.04092028946562251,-1.1777745496634158,-50.645176,-80.06515,13.195477,8.649446
doctor,-1.2960182563079703,1.949242903231012,110.89447,78.92366,7.951822,4.451541
economist,-1.4413941730908209,0.6959345425818501,126.0244,27.091736,8.556398,5.32491
editor,-1.073220686482146,-0.9642876914870052,83.17987,-152.16162,11.366691,6.486251
electrician,-0.9279750274286341,-0.8434115008616911,21.919855,-157.26134,12.634175,6.9371896
engineer,-0.25594735662364,-0.5826399630583989,-60.066235,-120.16654,13.803564,8.165119
farmer,0.5531043035488967,1.103266727685986,-43.710064,84.58799,4.473378,2.8884351
filmmaker,-0.472063615637848,-0.5260117552407766,-137.72826,-46.152615,14.844529,9.803823
financier,-1.2955859443241946,1.3330613890517387,82.93555,43.754364,7.2155433,4.5359917
fireman,-2.518313511396598,-1.1863503941278593,139.91725,148.90736,9.2020445,3.0932868
fisherman,1.2942009630109532,0.9335470861401017,-87.13353,96.02081,3.5549073,2.4812632
flight attendant,2.629705567301432,-0.807028023874264,-132.15958,163.99324,1.8692231,2.113599
gardener,1.2169479438313873,1.4633904904490078,-80.892105,84.4291,3.810755,2.5931795
guidance counselor,-1.1671077222466095,-1.4052540638307383,103.88629,-174.34514,11.275294,6.417728
hairdresser,-0.25719080520979143,-0.9122302523019346,-29.850145,-112.38093,13.14693,8.035609
homemaker,5.561877307224841,-0.9118492891485346,-104.42258,223.4051,0.99441355,2.5225406
housekeeper,3.7374286360671025,-0.2569428615578643,-114.30064,188.91684,1.5450891,2.2287748
interior designer,-0.8952486805716099,-1.099190669680931,96.475685,-156.0878,11.080966,6.648886
jeweler,0.6058498657661118,1.7950726213072796,0.61560655,84.54015,5.1980014,3.1904063
journalist,0.19215953807447936,-1.6026334964344815,-2.0307503,-37.476463,11.863308,8.863682
judge,0.48127659500649983,4.325383288250284,11.765502,160.0688,6.116216,2.699627
lawyer,-1.4719356332618445,0.3365792977392086,140.46497,29.897802,8.445448,5.472077
librarian,-1.0013460124807276,-0.5866499911677535,20.581093,-147.40515,12.703094,6.968893
maestro,-1.4850791142956083,2.3202328844591302,103.88622,87.90371,8.066774,4.1481366
magician,3.3658710106802463,0.13244203291909407,-130.35017,183.72383,1.7416917,1.8641845
mason,-2.940951287334884,1.2863566677671097,108.476295,120.535995,8.415276,3.5276365
mechanic,-0.5482461103948759,-0.8732970316693447,-81.80144,-138.85896,14.130702,7.827893
musician,0.005351679288898862,0.13732998074308428,-123.061165,-28.570118,14.634809,10.056513
nanny,0.5232052805217445,-1.5172155506846838,-19.325396,-51.068554,12.350978,9.013098
nurse,4.157321496702818,-0.30915316226386663,-106.360085,196.90376,1.3715513,2.2868197
nutritionist,-0.20790189409278664,-1.241312924131276,2.4400313,-84.865524,12.160923,8.210687
optician,-0.13176768636043806,-0.9219087858160989,-35.30629,-98.66841,13.180647,8.500257
painter,1.697036001837759,-0.06648067705888781,-105.899895,115.892815,3.0569513,2.3741488
pharmacist,-0.46160538051552363,-0.5820387920771088,-49.55682,-125.19039,13.583152,7.932634
philosopher,0.4343540095020915,4.301425416149224,21.572586,146.02516,6.1343417,2.742602
photographer,0.5807614799846541,-1.3043329088931566,-34.098747,-50.608944,12.395363,9.096443
physiscian,-0.27307688070096553,-1.9884169040249584,27.31643,-13.141878,11.275641,7.666742
physician's assistant,-1.3700264907623165,-0.482128468246235,-187.17245,-70.10682,10.304321,5.808668
pilot,-0.5115456345730239,-0.4265313839302966,-96.71724,-130.2617,14.35814,7.9931273
plumber,-0.9040062166853202,-0.9756981261014258,14.976658,-166.84262,12.841798,6.8836913
police officer,1.6711400212076355,-1.226299842968059,-123.638954,141.3992,2.1843948,2.175531
policeman,1.6168340587781806,-0.6849880704048027,-117.50485,132.47104,2.5313745,2.28182
politician,1.9641277539466624,3.2435868442157942,18.051155,102.789986,6.094884,3.2702413
postman,-1.4005494887315333,-0.8981666608230576,214.07748,-98.986115,10.526339,5.9557443
professor,-1.8287968766064815,0.6913484011057387,134.2368,58.277203,8.239408,5.1280737
programmer,0.27477640255882685,-1.234281247819707,-37.643513,-62.878223,12.714378,8.926822
psychologist,-0.5868883918301352,-0.7641015794555615,-34.43767,-135.57968,13.364591,7.4615755
receptionist,-0.2207777673245362,-0.8991560000747502,-59.46893,-96.14046,13.556584,8.484814
salesperson,-1.641605250685333,-0.046779724521264304,183.59406,-25.94623,9.711403,5.584945
scientist,-1.2345315155911962,0.7380429579739146,111.22783,29.091171,7.7055535,5.151328
scholar,-1.7026519755873015,2.4403009927036883,61.468918,73.62708,7.3300157,3.786433
secretary,0.2430084499764829,0.8147670194488195,-40.62506,66.897064,4.3201175,3.0862808
server,-1.2108180419943402,-1.51326650425261,111.89332,-168.76761,11.140454,6.477058
singer,1.4202902500419883,0.18698354806428144,-85.109245,110.825325,3.3102345,2.3676324
skipper,-1.2626834357816805,-1.1948262331235115,-1.5127469,-171.5804,13.051686,6.788277
soldier,0.7710976525274902,4.320227315205773,21.928581,158.51215,6.08042,2.6718686
socialite,2.8308933892810155,0.6862890972406933,-104.81697,175.65363,1.8192548,2.291325
stylist,-0.9859315112995113,-1.032167107289812,75.08936,-144.29626,11.732043,6.590354
surgeon,-1.8585042357891433,0.9785730416779923,125.94841,64.09283,8.231915,4.9882483
teacher,-0.5068313265184458,1.1874934292993606,71.846146,104.416695,7.8901315,4.8339686
therapist,-0.20471755426238564,-1.6291076083994307,20.283026,-60.1773,11.7363,8.437553
translator,0.11808043004696858,-1.4295351028856675,-40.103996,-35.97827,12.445424,9.160196
undertaker,-0.8223095043616289,-1.5796155275637127,37.44435,-12.622596,11.2643795,7.4188504
veterinarian,-0.8250231071115028,-0.22200673631948867,-130.58496,-75.861115,14.737621,9.123476
videographer,0.16403704162987515,-1.7123245889763399,7.0451384,-34.27303,11.778671,8.723607
waiter,1.4935675001246338,0.403893071799628,-95.589584,106.12013,3.4318268,2.5268764
waitress,2.537676492691846,-0.6079398002614209,-122.7437,160.95016,1.8860322,2.0957205
warrior,1.0874878204421683,5.544762499258749,20.602434,171.62761,6.0676436,2.6702175
writer,-0.5727895081956899,-1.5839361152656193,37.653896,-73.34579,11.502918,7.8528056
