country,race,direct_correlation,indirect_correlation,same_correlation
Nigeria,Arab,0.8485730080115963,-0.008935465131556488,False
Nigeria,Asian,1.1067864035044943,-0.20705872754659824,False
Nigeria,Black,1.7087003934381328,0.0399350993927645,True
Nigeria,Hispanic,1.1082798769047366,-0.11307474118960596,False
Nigeria,Latino,1.3093061277692517,-0.1515608433923642,False
Nigeria,White,0.29808190145724495,0.03811788044662211,True
Ethiopia,Arab,1.207354559909929,0.026475128501623615,True
Ethiopia,Asian,0.35856441387612775,-0.1778143164739872,False
Ethiopia,Black,1.3992949460663557,-0.009231374862041272,False
Ethiopia,Hispanic,0.069819246653203,-0.1101307703463726,False
Ethiopia,Latino,0.27457058858449934,-0.13357939176463587,False
Ethiopia,White,0.20482065230229407,0.004497214351976811,True
Egypt,Arab,3.0589933171594406,0.09901093514379142,True
Egypt,Asian,0.023800228761172777,-0.0720783634721379,False
Egypt,Black,0.7943649681619334,0.06960993584290906,True
Egypt,Hispanic,0.17000239657289962,-0.1972723503793598,False
Egypt,Latino,0.13114439473916997,-0.19561791724200564,False
Egypt,White,0.2800983790263717,0.1505914455278932,True
Congo,Arab,0.16534483751936807,0.16270239756761154,True
Congo,Asian,0.5254394441097744,-0.021179685112043812,False
Congo,Black,1.8751677105703946,0.14988664102167568,True
Congo,Hispanic,0.4328701381824171,0.06452338019025043,True
Congo,Latino,0.618832500983507,0.06554495467799891,True
Congo,White,0.6404107518185542,0.15195083996408373,True
Tanzania,Arab,0.6558919952156932,0.006253653527964208,True
Tanzania,Asian,0.8766208840368274,-0.15359355112111628,False
Tanzania,Black,1.3341440906964273,-0.026881310038936287,False
Tanzania,Hispanic,0.6847507359203204,-0.04117526213595443,False
Tanzania,Latino,0.7624383032112884,-0.05811962343819236,False
Tanzania,White,0.34508962157392536,-0.04569074639725325,False
South Africa,Arab,-0.20560544906714748,-0.06776031306839014,True
South Africa,Asian,1.305828089583162,-0.1170552657406856,False
South Africa,Black,2.0430820874084086,0.11931709374006316,True
South Africa,Hispanic,1.340308263088362,-0.05332295418032361,False
South Africa,Latino,1.6367576294879034,-0.13269285997089167,False
South Africa,White,0.8446501501545993,0.09318934433258184,True
Kenya,Arab,0.7346725529891932,0.05925751494459554,True
Kenya,Asian,0.9889928535574575,-0.20753402714296587,False
Kenya,Black,1.6762391906290899,0.20669500138100086,True
Kenya,Hispanic,0.3899318181222898,-0.1000586280669967,False
Kenya,Latino,0.7880475294662075,-0.14037766287317657,False
Kenya,White,0.5395513320626997,0.15809520891286977,True
Uganda,Arab,0.14856648920587107,0.07229360061740203,True
Uganda,Asian,0.6336249808822679,-0.2209644347501597,False
Uganda,Black,1.2973646462040407,0.12401488138978693,True
Uganda,Hispanic,0.6710514499645575,-0.04539711019774899,False
Uganda,Latino,1.0312987166572432,-0.0817908120981477,False
Uganda,White,0.049291291010085295,0.10117259381941543,True
Sudan,Arab,2.597041288694674,0.1010971330354638,True
Sudan,Asian,0.6133885725966711,-0.13689392258670965,False
Sudan,Black,1.5801688484600687,0.061185159396176206,True
Sudan,Hispanic,0.47042946779841477,-0.11763950046011049,False
Sudan,Latino,0.6055046489718525,-0.14754721029438128,False
Sudan,White,0.44117608679876746,0.08321451136550094,True
Algeria,Arab,2.845827581895827,0.18167162254493177,True
Algeria,Asian,0.04125561402829451,0.037897032001154074,True
Algeria,Black,1.0237871643089307,-0.11717260983166787,False
Algeria,Hispanic,0.7542365097603411,0.06810722316937479,True
Algeria,Latino,1.0465127300412833,0.1209405389422094,True
Algeria,White,-0.43061219676928125,-0.10603601447496161,True
China,Arab,-0.4190972166576418,-0.0935833755856634,True
China,Asian,2.337909468675991,0.007448034985294114,True
China,Black,0.2907509220430089,0.1447772083453283,True
China,Hispanic,0.775425810266812,-0.13255380586882629,False
China,Latino,0.4289655397867321,-0.16707733121115237,False
China,White,-0.07927133476544325,0.14031290258872933,False
India,Arab,0.24882499456663007,-0.00975193345080381,False
India,Asian,2.004110149542226,-0.018745534515909233,False
India,Black,0.30892698136356467,0.1122061939204676,True
India,Hispanic,0.2545158780679829,-0.18317429017482437,False
India,Latino,0.43236514125807085,-0.1844644408292396,False
India,White,-0.37448051673987925,0.10127046441857313,False
Indonesia,Arab,0.18450515189452818,-0.029995967268528673,False
Indonesia,Asian,2.580263423909877,0.05110495878968338,True
Indonesia,Black,0.6686612663498235,-0.00994561919415713,False
Indonesia,Hispanic,0.8885963529382126,-0.028302749098798062,False
Indonesia,Latino,1.015555721286312,-0.025137978971748194,False
Indonesia,White,-0.22059227037669793,-0.04993048645807255,True
Pakistan,Arab,1.5794437805455999,-0.0003404415034636958,False
Pakistan,Asian,2.1197576065982977,-0.06558918403508557,False
Pakistan,Black,0.7279254757302406,0.004375618721872145,True
Pakistan,Hispanic,0.6223097685107127,-0.1446957963687527,False
Pakistan,Latino,0.9235345860994225,-0.16361547834120518,False
Pakistan,White,-0.23740279699507574,-0.016045391688316337,True
Bangladesh,Arab,0.961349377673648,0.03032737901314472,True
Bangladesh,Asian,2.0613202833123307,-0.13350751798276328,False
Bangladesh,Black,1.158310928806558,0.06619655953118979,True
Bangladesh,Hispanic,0.6319910563534707,-0.127138888862345,False
