country,occupation,direct_correlation,indirect_correlation,same_correlation
Nigeria,accountant,0.07835018089031152,-0.15456400735011927,False
Nigeria,architect,-1.2477105929855188,-0.09704376058407327,True
Nigeria,artist,-0.6073284651195636,-0.11407123450119612,True
Nigeria,attorney,0.24226757704691562,-0.051201697757013616,False
Nigeria,banker,0.4139624467268184,-0.12945695799454982,False
Nigeria,bartender,-0.46020679950368376,-0.0846933930098174,True
Nigeria,barber,-0.13943425324106337,-0.02101144790174427,True
Nigeria,broadcaster,0.9308077336098063,-0.04665612312694353,False
Nigeria,businessman,1.036788477357004,-0.039306282308806374,False
Nigeria,butcher,-0.9018354559926295,-0.10414361906866428,True
Nigeria,captain,0.3036638896845746,-0.011684307113967004,False
Nigeria,carpenter,-0.6153137974627271,-0.03972379584335742,True
Nigeria,chef,-0.5396074206027739,-0.12545642544513239,True
Nigeria,coach,0.7669216884619127,0.011453909697490782,True
Nigeria,cook,-0.23079325762319006,-0.057735489404405906,True
Nigeria,dancer,0.3265435696566649,-0.11592546091481906,False
Nigeria,dentist,-0.5511291042897862,-0.10143623636255103,True
Nigeria,designer,-0.48530111132752907,-0.11579466528118408,True
Nigeria,developer,0.31122333568862987,-0.03642316865410039,False
Nigeria,doctor,-0.4477914752724849,-0.12216126406819298,True
Nigeria,economist,0.20777909713811202,-0.14466049995753144,False
Nigeria,editor,0.043702063638235464,-0.04820420121289398,False
Nigeria,engineer,-0.2038308315375031,-0.05798623640287542,True
Nigeria,farmer,0.02829062751396653,-0.05447946950205516,False
Nigeria,filmmaker,0.33665213420035517,-0.08685346125863638,False
Nigeria,financier,0.15605223935639012,-0.0679099453362547,False
Nigeria,fisherman,-0.314532582376928,-0.04276932705558562,True
Nigeria,gardener,-1.1476045777969115,-0.059639775797021594,True
Nigeria,journalist,0.5293307785636089,-0.1708786882188912,False
Nigeria,judge,-0.3239190732346965,0.02628154066258706,False
Nigeria,lawyer,0.011895990578081298,-0.14020628679018432,False
Nigeria,librarian,-0.17363471026261018,-0.08611350956082987,True
Nigeria,magician,-0.518400095301641,0.0027312815892722637,False
Nigeria,mechanic,-0.6862592111322,-0.03829214943605335,True
Nigeria,musician,0.2548824825669098,-0.11010147395231891,False
Nigeria,nanny,0.17749314755112824,-0.021081575664129076,False
Nigeria,nurse,-0.24757465991724953,-0.05301616066727514,True
Nigeria,painter,-1.5121431746229421,-0.12969800181111757,True
Nigeria,pharmacist,-0.6145897268367768,-0.12842803039821332,True
Nigeria,philosopher,-1.4131843846605456,-0.07175237362463267,True
Nigeria,photographer,-0.22886653600772142,-0.13755259533210887,True
Nigeria,pilot,0.31602918837405647,-0.004512128893900366,False
Nigeria,plumber,-0.5892361912862656,-0.06353212884205577,True
Nigeria,policeman,-0.4049728893442342,-0.0198300187302852,True
Nigeria,politician,0.5066560342479597,-0.07080545462232692,False
Nigeria,professor,-0.3131659468006801,-0.13555192406517452,True
Nigeria,programmer,-0.03318934076293096,-0.10592299189134508,True
Nigeria,psychologist,-0.3274046148988621,-0.11004218827634289,True
Nigeria,scientist,-0.6455427091624704,-0.11262259918886827,True
Nigeria,scholar,-0.15511821550087285,-0.04483853734199539,True
Nigeria,secretary,0.18143030096921575,-0.0887859809675184,False
