index,sport_isomap_x,sport_isomap_y,sport_tsne_x,sport_tsne_y,sport_umap_x,sport_umap_y
accountant,-0.0843580033199226,0.0013417575654686735,90.68294,-63.847256,5.3395476,4.336379
air traffic controller,0.09852700239498463,-0.16793695415592608,-47.356728,-45.387608,5.8421574,7.293984
architect,-0.31184575363971073,-0.0011064454070699636,120.43197,73.05128,6.8072476,2.2689776
artist,-0.2810744844142895,0.03926257289387632,111.437706,-162.44092,2.2649193,3.9819715
attorney,-0.4595520960818809,-0.11660918761964711,109.210304,132.65002,9.562358,1.534852
baker,0.32600269791678865,0.151237350173794,-123.29082,-124.3869,1.5581843,0.8501907
banker,-0.10427159548493499,0.44868071502181706,0.8004867,64.74976,4.9303117,1.4725556
bartender,-0.23028351167739392,-0.060984840731692844,55.100353,78.78392,7.758435,2.600499
barber,-0.14671532319089972,0.06645322649222965,84.2643,-137.68289,1.9421434,4.40098
barman,-0.8053187975748572,-0.2887508949628363,179.54398,153.0888,10.585402,0.039415922
barmaid,1.519253397486919,-0.44693484910082487,-214.68855,54.105976,0.970947,-2.242343
bookkeeper,-0.06172918582182288,0.07273829025469646,63.47199,-72.29272,5.4871316,4.8676414
broadcaster,-0.2069988434853855,0.01381180313640821,99.67511,22.00467,5.820776,1.6395842
builder,-0.6849785164443473,-0.3005843180109485,2781.5,-461.99863,10.377902,0.287958
businessperson,-0.5319852727324302,-0.16152603695490453,131.9223,131.18607,9.809058,1.2215075
businessman,-0.25890525769687867,0.19281274005576238,118.39704,-20.690922,5.498057,2.311865
businesswoman,1.6121456017737374,-0.4866005811566398,-225.28178,53.216106,1.0633458,-2.282581
butcher,0.11727838730948235,0.23443278516397373,-104.08621,-156.58685,2.5164216,1.2213913
captain,-0.27492191114905257,0.2051859026113684,101.42311,6.4747787,5.763514,1.9342465
carpenter,-0.2276959723779159,0.07745191817182741,99.16072,-137.64124,1.8793074,4.247935
cashier,-0.1785959102893692,0.06907443233271165,100.04275,-55.4782,5.369056,4.0681405
chef,-0.14843436514531688,0.09376010922923436,93.41687,-146.56198,1.7543252,4.179003
coach,-0.8759584491562211,-0.3139140955976213,176.81732,168.45158,10.585696,0.034717344
cook,0.19161644305909092,0.16219069156787197,-110.40562,-135.02562,1.8383228,1.0877428
computer programmer,-0.007254387877004096,-0.1502490995184657,-0.7375466,-18.414398,6.5740147,6.4112496
dancer,1.03609486941024,0.005657983053387152,-193.45575,25.338852,1.3320805,-1.8804073
dental hygienist,-0.08360184168208247,-0.13574658534227502,17.889008,-21.460945,6.6603074,5.913429
