,occupation,age,direct_correlation,indirect_correlation,same_correlation
190,air traffic controller,89,-0.9627572332990404,-0.012544654372355392,True
191,air traffic controller,90,-1.7969079514371165,-0.18019566301637552,True
192,air traffic controller,91,-1.104152766278843,-0.026264819211904017,True
193,air traffic controller,92,-1.3796095340542456,-0.04982018412390018,True
194,air traffic controller,93,-1.3074432426031417,-0.059155302067913675,True
195,air traffic controller,94,-1.6199345610630929,-0.0524789510674749,True
196,air traffic controller,95,-1.8180498037620043,-0.12383807827353495,True
197,air traffic controller,96,-1.8513956556258675,-0.1350739893755372,True
198,air traffic controller,97,-1.7079572814861514,-0.10757260074039664,True
199,air traffic controller,98,-1.7265954343177508,-0.09829065464296316,True
200,air traffic controller,99,-1.8814344132309413,-0.17814297799345954,True
201,air traffic controller,100,-2.3394841740775583,-0.33707326365067874,True
202,air traffic controller,101,-1.8448815210955007,-0.18181506559500013,True
203,air traffic controller,102,-1.9454849567036057,-0.18030977153165872,True
204,architect,1,-1.6641291821232984,-0.280872643027666,True
205,architect,2,-2.6835587047982705,-0.255022102102264,True
206,architect,3,-2.793249171371976,-0.24623816150761516,True
207,architect,4,-3.0590304061200664,-0.2074258015014964,True
208,architect,5,-3.1387124511066955,-0.14788262054302007,True
209,architect,6,-3.313514110471285,-0.06288071105563116,True
210,architect,7,-3.502029705178718,-0.060933777510411874,True
211,architect,8,-3.731456588054175,-0.05451265423921558,True
212,architect,9,-3.6317234495663215,-0.0062104220318796345,True
213,architect,10,-3.2070318680412506,-0.022705851854400782,True
214,architect,11,-3.1317034082284487,0.13657752582908622,False
215,architect,12,-3.209046155033467,0.05395727371102507,False
216,architect,13,-2.867071041911309,0.14726721938560966,False
217,architect,14,-2.758123474264148,0.19082685269925187,False
218,architect,15,-2.5200208416322734,0.2271112708551624,False
219,architect,16,-2.3832177231623755,0.28262075536398584,False
220,architect,17,-1.986239316597575,0.3169940055626884,False
221,architect,18,-1.6474308923106864,0.3428715701638143,False
222,architect,19,-1.281586846698445,0.3763556891651444,False
223,architect,20,-1.1387731471765172,0.2957915926220899,False
224,architect,21,-0.5760467884284367,0.3842309887277512,False
225,architect,22,-0.5283606514272683,0.3872935565265682,False
226,architect,23,-0.22845336753674936,0.4043268649918698,False
227,architect,24,-0.200353164386893,0.3201776489735581,False
228,architect,25,0.061278712128646835,0.3500038589297415,True
229,architect,26,0.22942143859179845,0.40800577466353977,True
230,architect,27,0.38918839827733503,0.403556724179108,True
231,architect,28,0.4080776141218129,0.4029868809064159,True
232,architect,29,0.5946514772521602,0.4083354240860301,True
233,architect,30,0.4189541952820263,0.3107007854459444,True
234,architect,31,0.7669355118139403,0.4148444069496813,True
235,architect,32,0.8529482623508843,0.3694103720469292,True
236,architect,33,0.8972916042427546,0.2915844643842009,True
237,architect,34,0.8840169552528768,0.3616672975755429,True
238,architect,35,0.9454797606338032,0.3282075731620396,True
239,architect,36,0.8675167559914988,0.3142890394753565,True
240,architect,37,1.0774346310129097,0.3166724214332769,True
241,architect,38,1.0249354135349538,0.3652753923358815,True
242,architect,39,1.1687985018505722,0.30280970000587065,True
243,architect,40,0.7251586844837212,0.1250881246236479,True
244,architect,41,1.1449432365874659,0.36035641587402334,True
245,architect,42,0.8673256552776508,0.3212957995070466,True
246,architect,43,1.1706203118922254,0.3179518831002598,True
247,architect,44,1.2001299654413036,0.28779161902904643,True
248,architect,45,0.9911082022610482,0.2789789283559668,True
249,architect,46,1.159125887589564,0.32198150817680143,True
250,architect,47,1.0359259925763955,0.2751822488184274,True
251,architect,48,1.0439760968454344,0.23522109161721497,True
252,architect,49,1.2448187242081954,0.23008055411532916,True
253,architect,50,0.7871727465481559,0.02112849445538129,True
254,architect,51,1.2442966970639748,0.2294874845562772,True
255,architect,52,1.0649388570096334,0.16342226631630025,True
256,architect,53,1.1692793356148543,0.19136062932273926,True
257,architect,54,1.2102003381146176,0.18845814920403087,True
258,architect,55,1.1552502969816607,0.18207390128398765,True
259,architect,56,1.037027941982613,0.19622964421951997,True
260,architect,57,1.1355875887782796,0.16849421294891506,True
261,architect,58,1.1668573753148508,0.18534197095081875,True
262,architect,59,1.2243806852126329,0.17907361571166913,True
263,architect,60,0.7343964250371031,-0.006005015621556124,False
264,architect,61,1.2169120931836102,0.1731465958713258,True
265,architect,62,1.061384773945272,0.143216144641599,True
266,architect,63,1.0620057205505709,0.11418116465470644,True
267,architect,64,1.0090515955809205,0.05844316624233595,True
268,architect,65,0.9007649291561974,0.02467836151832981,True
269,architect,66,1.0707063167048587,0.03051057134347764,True
270,architect,67,1.1484617956520002,0.06489896077064022,True
271,architect,68,1.0538975266896626,0.07993184069211759,True
272,architect,69,1.039759904526929,0.04764825419880216,True
273,architect,70,0.3694651294978113,-0.0832650195682866,False
274,architect,71,0.8193228096821439,0.09867790955928582,True
275,architect,72,0.3125216170859461,-0.07345252433286592,False
276,architect,73,0.7210432538764541,0.036233706994192184,True
277,architect,74,0.46087405184753,0.04259427966745726,True
278,architect,75,0.2888717031633306,-0.017092092738049038,False
279,architect,76,0.4655853484943733,0.07195218019861095,True
280,architect,77,0.2368367983164969,0.028028808541538344,True
281,architect,78,0.2464281356382732,0.0444420494712738,True
282,architect,79,0.2721326751150693,0.003491221054234243,True
283,architect,80,-0.2591412306089481,-0.0987107287188296,True
284,architect,81,0.05877308105810375,0.023282119715847188,True
285,architect,82,0.057997814331863774,-0.0017835134961925719,False
286,architect,83,0.08109076240678617,0.05353520078234519,True
287,architect,84,-0.2313098293901972,-0.028773281782722718,True
288,architect,85,0.005559196827259174,0.020994124613552198,True
289,architect,86,-0.05825892217703413,0.006856263566399097,False
290,architect,87,-0.18241784395602345,-0.01920177179529588,True
291,architect,88,-0.08297836246917671,-0.08540850874883286,True
292,architect,89,-0.0812433126566697,0.023263671348039038,False
293,architect,90,-0.754746910785246,-0.15440377658481344,True
294,architect,91,-0.4679061698216434,-0.010451761406323312,True
295,architect,92,-0.6314100075908569,-0.038878579989430034,True
296,architect,93,-0.6426665046996372,-0.0483331210500904,True
297,architect,94,-0.6863999190838067,-0.039096890445791496,True
298,architect,95,-0.6847766835154537,-0.10434553307395462,True
299,architect,96,-0.9565719799638324,-0.1264513391832929,True
300,architect,97,-0.7388201186047479,-0.0916057507483114,True
301,architect,98,-0.7497270140241169,-0.07385851617805614,True
302,architect,99,-1.121125957837071,-0.1660861886054594,True
303,architect,100,-1.5839348733316363,-0.3392150129616139,True
304,architect,101,-0.4880024724063654,-0.18052389234159547,True
305,architect,102,-1.141946417071949,-0.18129874894552125,True
306,artist,1,-1.6545554264065807,-0.2027268894986903,True
307,artist,2,-1.8698213932786083,-0.15143363748232708,True
308,artist,3,-1.775024741120872,-0.14406493851755772,True
309,artist,4,-1.6054884714865791,-0.10038679215860276,True
310,artist,5,-1.541282914549301,-0.044908515319089626,True
311,artist,6,-1.4972042501172456,0.039266757969761146,False
312,artist,7,-1.3079153081638502,0.03902439472302861,False
313,artist,8,-1.3262443143207852,0.03964449967217748,False
314,artist,9,-1.2119875446444663,0.07875516086344914,False
315,artist,10,-1.0357224345730045,0.06577176092579624,False
316,artist,11,-0.7783818923554344,0.20173682592243225,False
317,artist,12,-0.7483567265991872,0.11721814579755248,False
318,artist,13,-0.3754508534946424,0.20914417795157247,False
319,artist,14,-0.15013023018310845,0.24234641148241085,False
320,artist,15,-0.11340926528709287,0.2809628980017763,False
321,artist,16,0.13367697693429306,0.3179934418984483,True
322,artist,17,0.28199933088532064,0.33677210740996744,True
323,artist,18,0.3832658965015924,0.35300665250398106,True
324,artist,19,0.5175704305098372,0.3751169391312209,True
325,artist,20,0.2907863003680997,0.314940908546105,True
326,artist,21,0.6396927517483233,0.3787961262237525,True
327,artist,22,0.6095171272371777,0.3804444644051908,True
328,artist,23,0.6973052879109211,0.3835642193101012,True
329,artist,24,0.5951309311277859,0.2932686511981997,True
330,artist,25,0.5723048063623587,0.305548891235361,True
331,artist,26,0.6814136069751666,0.3606830214974981,True
332,artist,27,0.6685554546944537,0.34180507474894284,True
333,artist,28,0.7083562158156993,0.34845429450756144,True
334,artist,29,0.7364822566892532,0.33943983857475085,True
335,artist,30,0.3588417621978053,0.22928158788574696,True
336,artist,31,0.611185342804019,0.3453222095745321,True
337,artist,32,0.6386443342077578,0.2920208488647182,True
338,artist,33,0.6040815114163264,0.19893207303624647,True
339,artist,34,0.6068454737663687,0.27633267975523484,True
340,artist,35,0.523953148982591,0.22970777575333445,True
341,artist,36,0.4850060607929728,0.2151511005774318,True
342,artist,37,0.6176432422012986,0.21563501714307226,True
343,artist,38,0.5764573318194489,0.2706462020570621,True
344,artist,39,0.5635847566723603,0.1991667820535088,True
345,artist,40,0.18483246041668372,0.017915812173489955,True
346,artist,41,0.4440430680951616,0.25759440053816524,True
347,artist,42,0.33027009339274754,0.21740104350707412,True
348,artist,43,0.4310100437081707,0.213187501122996,True
349,artist,44,0.4975376111918797,0.18073677461889304,True
350,artist,45,0.2590151983681039,0.16097615156827047,True
351,artist,46,0.4902688744735683,0.22259159640336773,True
352,artist,47,0.3236925394844265,0.1610256456302855,True
353,artist,48,0.4823475399239083,0.12409152134704918,True
354,artist,49,0.42740121223481903,0.10926636251393188,True
355,artist,50,-0.13561139798646116,-0.08969228961431709,True
356,artist,51,0.22123702516668092,0.11231802258812766,True
357,artist,52,0.21180073695785168,0.04031410045027786,True
358,artist,53,0.3050598222036484,0.0698616084815131,True
359,artist,54,0.2669443179981041,0.06589713439670336,True
360,artist,55,0.05237481674954629,0.06087199533231201,True
361,artist,56,0.10221713202988604,0.07608828467601612,True
362,artist,57,0.06456348132112133,0.047764379571660034,True
363,artist,58,0.07958322241258786,0.06362914237934457,True
364,artist,59,0.035253701031040016,0.05630884336087835,True
365,artist,60,-0.38551091153273215,-0.11848351424210453,True
366,artist,61,-0.04853302194142264,0.044730518757059794,False
367,artist,62,-0.19274373163323527,0.01957522949596692,False
368,artist,63,-0.2353301724983125,-0.007695180081061453,True
369,artist,64,-0.26507972009739444,-0.05545450751753949,True
370,artist,65,-0.4088368788107656,-0.08926124274812572,True
371,artist,66,-0.22683403859827764,-0.08513131349080005,True
372,artist,67,-0.1970983373248354,-0.056784627300491025,True
373,artist,68,-0.23473618342297844,-0.04575412659160127,True
374,artist,69,-0.14032420278770372,-0.08031527561402559,True
375,artist,70,-0.7431475722425919,-0.19630378965791787,True
376,artist,71,-0.4643003256268267,-0.028503107489128564,True
377,artist,72,-0.7297563293303285,-0.1880776592418713,True
378,artist,73,-0.43008342771039204,-0.08797868694832807,True
379,artist,74,-0.5554931362795583,-0.08272417340704201,True
380,artist,75,-0.7238106735079848,-0.14010270308572384,True
381,artist,76,-0.5021705711140901,-0.05163489234948924,True
382,artist,77,-0.6549023119086417,-0.09412013780354822,True
383,artist,78,-0.5041118999311536,-0.08228403108077867,True
384,artist,79,-0.5560347665458245,-0.12092332167394165,True
385,artist,80,-1.0956881535573333,-0.21013239694438046,True
386,artist,81,-0.7725652456934657,-0.1088407982312209,True
387,artist,82,-0.7228884629803548,-0.13028986844550586,True
388,artist,83,-0.7339959289618061,-0.07660083698671136,True
389,artist,84,-0.891315825392448,-0.1526460563730263,True
390,artist,85,-0.8618379524503846,-0.10731783175281796,True
391,artist,86,-0.8881313062377465,-0.11796879276862578,True
392,artist,87,-1.0038450850391654,-0.14839288964951086,True
393,artist,88,-0.9506842152875642,-0.19832227504827307,True
394,artist,89,-0.8916666919572226,-0.1035581073620279,True
395,artist,90,-1.3770995319615016,-0.25865629461801004,True
396,artist,91,-1.064116177609187,-0.12434433371219915,True
397,artist,92,-1.251414629630737,-0.15343650804874004,True
398,artist,93,-1.2052914107547528,-0.15487267166065252,True
399,artist,94,-1.2021905600098204,-0.14488000674491566,True
400,artist,95,-1.2277089073178162,-0.2139163620392177,True
401,artist,96,-1.3666998817959708,-0.2274119356068912,True
402,artist,97,-1.1332660861156283,-0.20131511603227767,True
403,artist,98,-1.1726990607622128,-0.1817030764825146,True
404,artist,99,-1.4503557915210126,-0.2590511860940859,True
405,artist,100,-2.263920192042177,-0.38301535684790144,True
406,artist,101,-1.4305148766977165,-0.2693384376099499,True
407,artist,102,-1.7443049202066483,-0.26487064527844384,True
408,attorney,1,-1.2140458191337298,-0.2848977439008755,True
409,attorney,2,-2.4597754477636906,-0.27108583776446205,True
410,attorney,3,-2.662259805566224,-0.2741475419662879,True
411,attorney,4,-2.8964575045108534,-0.2292278005987569,True
412,attorney,5,-3.054034995199197,-0.17207600750921334,True
413,attorney,6,-3.3208728023526435,-0.07792331486417506,True
414,attorney,7,-3.68321742790226,-0.08331314655307312,True
415,attorney,8,-3.9319875407593083,-0.08500504797871684,True
416,attorney,9,-3.8842385000117927,-0.028294862866895643,True
417,attorney,10,-3.770985640168548,-0.05528413885559884,True
418,attorney,11,-3.6637648157633267,0.11820299002691682,False
419,attorney,12,-3.7567266727989,0.02896038655889469,False
420,attorney,13,-3.2976680135923533,0.13333161086318848,False
421,attorney,14,-3.275637874924936,0.1783462744179435,False
422,attorney,15,-3.0141712364266904,0.2100135908665297,False
423,attorney,16,-2.698361364687246,0.27771785200205396,False
424,attorney,17,-2.2948027106497633,0.31719628344396805,False
425,attorney,18,-1.7770888120333297,0.3566143580263937,False
426,attorney,19,-1.3989680005238072,0.3929055417472152,False
427,attorney,20,-1.408959692197823,0.3082382768996408,False
428,attorney,21,-0.5495922413129779,0.4106126731746351,False
429,attorney,22,-0.5848280284392989,0.4101731912766834,False
430,attorney,23,-0.2408643728488899,0.4351709546540621,False
431,attorney,24,-0.11460858585907015,0.3492728042917331,False
432,attorney,25,0.03424347391748563,0.3849484196030952,True
433,attorney,26,0.3051043661493255,0.4536215570538448,True
434,attorney,27,0.4667514694406424,0.43885277091081215,True
435,attorney,28,0.4620202702888832,0.4435360923231076,True
436,attorney,29,0.6685999577192416,0.4531981505077161,True
437,attorney,30,0.2937184687753812,0.3500429130701899,True
438,attorney,31,0.9369025022463154,0.4581958377961658,True
439,attorney,32,0.9439577155224872,0.4168100153779762,True
440,attorney,33,0.9708699201780636,0.3332690567947829,True
441,attorney,34,1.0849737044133485,0.4132222198140674,True
442,attorney,35,1.050438283345077,0.370873506658112,True
443,attorney,36,1.0572863861525634,0.36406120453717983,True
444,attorney,37,1.191366876452412,0.3665825791729687,True
445,attorney,38,1.2532232229617641,0.41660174261460936,True
446,attorney,39,1.3416483442484854,0.3531078799865716,True
447,attorney,40,0.638450780618196,0.16852138019798396,True
448,attorney,41,1.355944154585154,0.4169428677241777,True
449,attorney,42,0.9859730382716524,0.3782207779441465,True
450,attorney,43,1.3573428229005857,0.37165979437177293,True
451,attorney,44,1.3966367448260135,0.3493093245646491,True
452,attorney,45,1.2072438618115482,0.33286875449647485,True
453,attorney,46,1.2952998478443094,0.3866527056032921,True
454,attorney,47,1.265549823267635,0.33799105460016715,True
455,attorney,48,1.1790457179861145,0.299172560259587,True
456,attorney,49,1.5085087847385257,0.2888884223057573,True
457,attorney,50,0.5644446872958512,0.06733821746618672,True
458,attorney,51,1.4627327310907636,0.29281623180071265,True
459,attorney,52,1.1813893610685955,0.21967402486521687,True
460,attorney,53,1.3381542133891675,0.2442572783398269,True
461,attorney,54,1.3047831929423377,0.2439977290163719,True
462,attorney,55,1.193740659966093,0.2334356169820082,True
463,attorney,56,1.1393265007183415,0.257439621412232,True
464,attorney,57,1.176478835511293,0.22580319417695785,True
465,attorney,58,1.1515998513266177,0.2390594217113089,True
466,attorney,59,1.2983259163660528,0.24076186793161666,True
467,attorney,60,0.3379456753848781,0.03345646217576776,True
468,attorney,61,1.2351059248001506,0.2293171754040595,True
469,attorney,62,0.9936821782320814,0.1956567186954304,True
470,attorney,63,0.8896501049188423,0.167082147973447,True
471,attorney,64,0.8209195915034271,0.11312932158502813,True
472,attorney,65,0.6075723945224214,0.07121354638105792,True
473,attorney,66,0.7975321011426569,0.08249538595955669,True
474,attorney,67,0.8348412535938717,0.11402585365470383,True
475,attorney,68,0.7756167906567927,0.12977492765984353,True
476,attorney,69,0.6491422437970295,0.09137295148626402,True
477,attorney,70,-0.2856812953673891,-0.0543201628814858,True
478,attorney,71,0.5980788917770181,0.14573958549534136,True
